ID	Species	numCommas	KEGG_Path	KEGG_PATH_Name	count
gcl	Escherichia coli	 17	KEGG_Path_010	eco00630:Glyoxylate and dicarboxylate metabolism	1
gcvP	Escherichia coli	 18	KEGG_Path_010	eco00260:Glycine, serine and threonine metabolism	1
gcvT	Escherichia coli	 63	KEGG_Path_028	eco00260:Glycine, serine and threonine metabolism	1
gcvT	Escherichia coli	 63	KEGG_Path_029	eco00670:One carbon pool by folate	2
gcvT	Escherichia coli	 63	KEGG_Path_030	eco00910:Nitrogen metabolism	3
gdhA	Escherichia coli	 54	KEGG_Path_028	eco00250:Alanine, aspartate and glutamate metabolism	1
gdhA	Escherichia coli	 54	KEGG_Path_029	eco00330:Arginine and proline metabolism	2
gdhA	Escherichia coli	 54	KEGG_Path_030	eco00910:Nitrogen metabolism	3
ggt	Escherichia coli	110	KEGG_Path_051	eco00430:Taurine and hypotaurine metabolism	1
ggt	Escherichia coli	110	KEGG_Path_052	eco00450:Selenoamino acid metabolism	2
ggt	Escherichia coli	110	KEGG_Path_053	eco00460:Cyanoamino acid metabolism	3
ggt	Escherichia coli	110	KEGG_Path_054	eco00480:Glutathione metabolism	4
ggt	Escherichia coli	110	KEGG_Path_055	eco00590:Arachidonic acid metabolism	5
glcB	Escherichia coli	 32	KEGG_Path_015	eco00620:Pyruvate metabolism	1
glcB	Escherichia coli	 32	KEGG_Path_016	eco00630:Glyoxylate and dicarboxylate metabolism	2
glcD	Escherichia coli	 16	KEGG_Path_008	eco00630:Glyoxylate and dicarboxylate metabolism	1
glcE	Escherichia coli	 17	KEGG_Path_007	eco00630:Glyoxylate and dicarboxylate metabolism	1
glcF	Escherichia coli	 15	KEGG_Path_007	eco00630:Glyoxylate and dicarboxylate metabolism	1
gldA	Escherichia coli	 22	KEGG_Path_011	eco00561:Glycerolipid metabolism	1
glgA	Escherichia coli	 22	KEGG_Path_011	eco00500:Starch and sucrose metabolism	1
glgB	Escherichia coli	 18	KEGG_Path_010	eco00500:Starch and sucrose metabolism	1
glgC	Escherichia coli	 44	KEGG_Path_021	eco00500:Starch and sucrose metabolism	1
glgC	Escherichia coli	 44	KEGG_Path_022	eco00520:Amino sugar and nucleotide sugar metabolism	2
glgP	Escherichia coli	 18	KEGG_Path_010	eco00500:Starch and sucrose metabolism	1
glk	Escherichia coli	110	KEGG_Path_051	eco00010:Glycolysis / Gluconeogenesis	1
glk	Escherichia coli	110	KEGG_Path_052	eco00052:Galactose metabolism	2
glk	Escherichia coli	110	KEGG_Path_053	eco00500:Starch and sucrose metabolism	3
glk	Escherichia coli	110	KEGG_Path_054	eco00520:Amino sugar and nucleotide sugar metabolism	4
glk	Escherichia coli	110	KEGG_Path_055	eco00521:Streptomycin biosynthesis	5
glmM	Escherichia coli	 22	KEGG_Path_011	eco00520:Amino sugar and nucleotide sugar metabolism	1
glmS	Escherichia coli	 34	KEGG_Path_017	eco00250:Alanine, aspartate and glutamate metabolism	1
glmS	Escherichia coli	 34	KEGG_Path_018	eco00520:Amino sugar and nucleotide sugar metabolism	2
glmU	Escherichia coli	 22	KEGG_Path_011	eco00520:Amino sugar and nucleotide sugar metabolism	1
glnA	Escherichia coli	 88	KEGG_Path_041	eco00250:Alanine, aspartate and glutamate metabolism	1
glnA	Escherichia coli	 88	KEGG_Path_042	eco00330:Arginine and proline metabolism	2
glnA	Escherichia coli	 88	KEGG_Path_043	eco00910:Nitrogen metabolism	3
glnA	Escherichia coli	 88	KEGG_Path_044	eco02020:Two-component system	4
glnB	Escherichia coli	 18	KEGG_Path_010	eco02020:Two-component system	1
glnD	Escherichia coli	 18	KEGG_Path_010	eco02020:Two-component system	1
glnG	Escherichia coli	 22	KEGG_Path_011	eco02020:Two-component system	1
glnH	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
glnL	Escherichia coli	 22	KEGG_Path_011	eco02020:Two-component system	1
glnP	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
glnQ	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
glnS	Escherichia coli	 18	KEGG_Path_010	eco00970:Aminoacyl-tRNA biosynthesis	1
gloA	Escherichia coli	 18	KEGG_Path_010	eco00620:Pyruvate metabolism	1
gloB	Escherichia coli	 18	KEGG_Path_010	eco00620:Pyruvate metabolism	1
glpA	Escherichia coli	 22	KEGG_Path_011	eco00564:Glycerophospholipid metabolism	1
glpB	Escherichia coli	 18	KEGG_Path_010	eco00564:Glycerophospholipid metabolism	1
glpC	Escherichia coli	 22	KEGG_Path_011	eco00564:Glycerophospholipid metabolism	1
glpD	Escherichia coli	 22	KEGG_Path_011	eco00564:Glycerophospholipid metabolism	1
glpK	Escherichia coli	 22	KEGG_Path_011	eco00561:Glycerolipid metabolism	1
glpQ	Escherichia coli	 22	KEGG_Path_011	eco00564:Glycerophospholipid metabolism	1
glpX	Escherichia coli	 66	KEGG_Path_031	eco00010:Glycolysis / Gluconeogenesis	1
glpX	Escherichia coli	 66	KEGG_Path_032	eco00030:Pentose phosphate pathway	2
glpX	Escherichia coli	 66	KEGG_Path_033	eco00051:Fructose and mannose metabolism	3
gltA	Escherichia coli	 44	KEGG_Path_021	eco00020:Citrate cycle (TCA cycle)	1
gltA	Escherichia coli	 44	KEGG_Path_022	eco00630:Glyoxylate and dicarboxylate metabolism	2
gltB	Escherichia coli	 42	KEGG_Path_021	eco00250:Alanine, aspartate and glutamate metabolism	1
gltB	Escherichia coli	 42	KEGG_Path_022	eco00910:Nitrogen metabolism	2
gltD	Escherichia coli	 44	KEGG_Path_021	eco00250:Alanine, aspartate and glutamate metabolism	1
gltD	Escherichia coli	 44	KEGG_Path_022	eco00910:Nitrogen metabolism	2
gltI	Escherichia coli	 14	KEGG_Path_007	eco02010:ABC transporters	1
gltJ	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
gltK	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
gltX	Escherichia coli	 44	KEGG_Path_021	eco00860:Porphyrin and chlorophyll metabolism	1
gltX	Escherichia coli	 44	KEGG_Path_022	eco00970:Aminoacyl-tRNA biosynthesis	2
glxK	Escherichia coli	 33	KEGG_Path_013	eco00260:Glycine, serine and threonine metabolism	1
glxK	Escherichia coli	 33	KEGG_Path_014	eco00561:Glycerolipid metabolism	2
glxK	Escherichia coli	 33	KEGG_Path_015	eco00630:Glyoxylate and dicarboxylate metabolism	3
glxR	Escherichia coli	  9	KEGG_Path_005	eco00630:Glyoxylate and dicarboxylate metabolism	1
glyA	Escherichia coli	 88	KEGG_Path_041	eco00260:Glycine, serine and threonine metabolism	1
glyA	Escherichia coli	 88	KEGG_Path_042	eco00460:Cyanoamino acid metabolism	2
glyA	Escherichia coli	 88	KEGG_Path_043	eco00670:One carbon pool by folate	3
glyA	Escherichia coli	 88	KEGG_Path_044	eco00680:Methane metabolism	4
glyQ	Escherichia coli	 21	KEGG_Path_010	eco00970:Aminoacyl-tRNA biosynthesis	1
glyS	Escherichia coli	 22	KEGG_Path_011	eco00970:Aminoacyl-tRNA biosynthesis	1
gmd	Escherichia coli	 34	KEGG_Path_019	eco00051:Fructose and mannose metabolism	1
gmd	Escherichia coli	 34	KEGG_Path_020	eco00520:Amino sugar and nucleotide sugar metabolism	2
gmhB	Escherichia coli	 10	KEGG_Path_005	eco00540:Lipopolysaccharide biosynthesis	1
gmk	Escherichia coli	 22	KEGG_Path_011	eco00230:Purine metabolism	1
gnd	Escherichia coli	 36	KEGG_Path_019	eco00030:Pentose phosphate pathway	1
gnd	Escherichia coli	 36	KEGG_Path_020	eco00480:Glutathione metabolism	2
gntK	Escherichia coli	 22	KEGG_Path_011	eco00030:Pentose phosphate pathway	1
gor	Escherichia coli	 18	KEGG_Path_010	eco00480:Glutathione metabolism	1
gph	Escherichia coli	 18	KEGG_Path_010	eco00630:Glyoxylate and dicarboxylate metabolism	1
gpmA	Escherichia coli	  1	KEGG_Path_010	eco00010:Glycolysis / Gluconeogenesis	1
gpsA	Escherichia coli	 22	KEGG_Path_011	eco00564:Glycerophospholipid metabolism	1
gpt	Escherichia coli	 18	KEGG_Path_010	eco00230:Purine metabolism	1
gshA	Escherichia coli	 18	KEGG_Path_010	eco00480:Glutathione metabolism	1
gshB	Escherichia coli	 18	KEGG_Path_010	eco00480:Glutathione metabolism	1
gsk	Escherichia coli	 18	KEGG_Path_010	eco00230:Purine metabolism	1
gspC	Escherichia coli	 11	KEGG_Path_007	eco03070:Bacterial secretion system	1
gspD	Escherichia coli	 11	KEGG_Path_007	eco03070:Bacterial secretion system	1
gspE	Escherichia coli	 11	KEGG_Path_007	eco03070:Bacterial secretion system	1
gspF	Escherichia coli	 11	KEGG_Path_007	eco03070:Bacterial secretion system	1
gspG	Escherichia coli	 11	KEGG_Path_007	eco03070:Bacterial secretion system	1
gspH	Escherichia coli	 11	KEGG_Path_007	eco03070:Bacterial secretion system	1
gspI	Escherichia coli	 11	KEGG_Path_007	eco03070:Bacterial secretion system	1
gspJ	Escherichia coli	 11	KEGG_Path_007	eco03070:Bacterial secretion system	1
gspK	Escherichia coli	 11	KEGG_Path_007	eco03070:Bacterial secretion system	1
gspL	Escherichia coli	 10	KEGG_Path_007	eco03070:Bacterial secretion system	1
gspM	Escherichia coli	  7	KEGG_Path_004	eco03070:Bacterial secretion system	1
gspO	Escherichia coli	  5	KEGG_Path_003	eco03070:Bacterial secretion system	1
gss	Escherichia coli	 11	KEGG_Path_008	eco00480:Glutathione metabolism	1
gst	Escherichia coli	 32	KEGG_Path_019	eco00480:Glutathione metabolism	1
gst	Escherichia coli	 32	KEGG_Path_020	eco00980:Metabolism of xenobiotics by cytochrome P450	2
guaA	Escherichia coli	 22	KEGG_Path_011	eco00230:Purine metabolism	1
guaB	Escherichia coli	 18	KEGG_Path_010	eco00230:Purine metabolism	1
guaC	Escherichia coli	 18	KEGG_Path_010	eco00230:Purine metabolism	1
guaD	Escherichia coli	 11	KEGG_Path_007	eco00230:Purine metabolism	1
gudD	Escherichia coli	 12	KEGG_Path_006	eco00053:Ascorbate and aldarate metabolism	1
gudX	Escherichia coli	  9	KEGG_Path_004	eco00053:Ascorbate and aldarate metabolism	1
hcaB	Escherichia coli	 12	KEGG_Path_007	eco00360:Phenylalanine metabolism	1
hcaC	Escherichia coli	 12	KEGG_Path_007	eco00360:Phenylalanine metabolism	1
hcaD	Escherichia coli	 22	KEGG_Path_013	eco00071:Fatty acid metabolism	1
hcaD	Escherichia coli	 22	KEGG_Path_014	eco00360:Phenylalanine metabolism	2
hcaE	Escherichia coli	  9	KEGG_Path_005	eco00360:Phenylalanine metabolism	1
hcaF	Escherichia coli	 11	KEGG_Path_006	eco00360:Phenylalanine metabolism	1
hemA	Escherichia coli	 22	KEGG_Path_011	eco00860:Porphyrin and chlorophyll metabolism	1
hemB	Escherichia coli	 18	KEGG_Path_010	eco00860:Porphyrin and chlorophyll metabolism	1
hemC	Escherichia coli	 22	KEGG_Path_011	eco00860:Porphyrin and chlorophyll metabolism	1
hemD	Escherichia coli	 22	KEGG_Path_011	eco00860:Porphyrin and chlorophyll metabolism	1
hemE	Escherichia coli	 22	KEGG_Path_011	eco00860:Porphyrin and chlorophyll metabolism	1
hemF	Escherichia coli	 18	KEGG_Path_010	eco00860:Porphyrin and chlorophyll metabolism	1
hemG	Escherichia coli	 22	KEGG_Path_011	eco00860:Porphyrin and chlorophyll metabolism	1
hemH	Escherichia coli	 22	KEGG_Path_011	eco00860:Porphyrin and chlorophyll metabolism	1
hemL	Escherichia coli	 18	KEGG_Path_010	eco00860:Porphyrin and chlorophyll metabolism	1
hemN	Escherichia coli	 18	KEGG_Path_010	eco00860:Porphyrin and chlorophyll metabolism	1
hemX	Escherichia coli	 13	KEGG_Path_007	eco00860:Porphyrin and chlorophyll metabolism	1
hfq	Escherichia coli	 22	KEGG_Path_011	eco03018:RNA degradation	1
hisA	Escherichia coli	 18	KEGG_Path_010	eco00340:Histidine metabolism	1
hisB	Escherichia coli	 18	KEGG_Path_010	eco00340:Histidine metabolism	1
hisC	Escherichia coli	 90	KEGG_Path_046	eco00340:Histidine metabolism	1
hisC	Escherichia coli	 90	KEGG_Path_047	eco00350:Tyrosine metabolism	2
hisC	Escherichia coli	 90	KEGG_Path_048	eco00360:Phenylalanine metabolism	3
hisC	Escherichia coli	 90	KEGG_Path_049	eco00400:Phenylalanine, tyrosine and tryptophan biosynthesis	4
hisC	Escherichia coli	 90	KEGG_Path_050	eco00401:Novobiocin biosynthesis	5
hisD	Escherichia coli	 22	KEGG_Path_011	eco00340:Histidine metabolism	1
hisF	Escherichia coli	 18	KEGG_Path_010	eco00340:Histidine metabolism	1
hisG	Escherichia coli	 22	KEGG_Path_011	eco00340:Histidine metabolism	1
hisH	Escherichia coli	 22	KEGG_Path_011	eco00340:Histidine metabolism	1
hisI	Escherichia coli	 14	KEGG_Path_008	eco00340:Histidine metabolism	1
hisJ	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
hisM	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
hisP	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
hisQ	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
hisS	Escherichia coli	 22	KEGG_Path_011	eco00970:Aminoacyl-tRNA biosynthesis	1
holA	Escherichia coli	110	KEGG_Path_051	eco00230:Purine metabolism	1
holA	Escherichia coli	110	KEGG_Path_052	eco00240:Pyrimidine metabolism	2
holA	Escherichia coli	110	KEGG_Path_053	eco03030:DNA replication	3
holA	Escherichia coli	110	KEGG_Path_054	eco03430:Mismatch repair	4
holA	Escherichia coli	110	KEGG_Path_055	eco03440:Homologous recombination	5
holB	Escherichia coli	 90	KEGG_Path_046	eco00230:Purine metabolism	1
holB	Escherichia coli	 90	KEGG_Path_047	eco00240:Pyrimidine metabolism	2
holB	Escherichia coli	 90	KEGG_Path_048	eco03030:DNA replication	3
holB	Escherichia coli	 90	KEGG_Path_049	eco03430:Mismatch repair	4
holB	Escherichia coli	 90	KEGG_Path_050	eco03440:Homologous recombination	5
holC	Escherichia coli	 90	KEGG_Path_046	eco00230:Purine metabolism	1
holC	Escherichia coli	 90	KEGG_Path_047	eco00240:Pyrimidine metabolism	2
holC	Escherichia coli	 90	KEGG_Path_048	eco03030:DNA replication	3
holC	Escherichia coli	 90	KEGG_Path_049	eco03430:Mismatch repair	4
holC	Escherichia coli	 90	KEGG_Path_050	eco03440:Homologous recombination	5
holD	Escherichia coli	 85	KEGG_Path_046	eco00230:Purine metabolism	1
holD	Escherichia coli	 85	KEGG_Path_047	eco00240:Pyrimidine metabolism	2
holD	Escherichia coli	 85	KEGG_Path_048	eco03030:DNA replication	3
holD	Escherichia coli	 85	KEGG_Path_049	eco03430:Mismatch repair	4
holD	Escherichia coli	 85	KEGG_Path_050	eco03440:Homologous recombination	5
holE	Escherichia coli	 85	KEGG_Path_046	eco00230:Purine metabolism	1
holE	Escherichia coli	 85	KEGG_Path_047	eco00240:Pyrimidine metabolism	2
holE	Escherichia coli	 85	KEGG_Path_048	eco03030:DNA replication	3
holE	Escherichia coli	 85	KEGG_Path_049	eco03430:Mismatch repair	4
holE	Escherichia coli	 85	KEGG_Path_050	eco03440:Homologous recombination	5
hpt	Escherichia coli	 18	KEGG_Path_010	eco00230:Purine metabolism	1
hyaA	Escherichia coli	 18	KEGG_Path_010	eco00633:Trinitrotoluene degradation	1
hyaB	Escherichia coli	 18	KEGG_Path_010	eco00633:Trinitrotoluene degradation	1
hybC	Escherichia coli	 18	KEGG_Path_010	eco00633:Trinitrotoluene degradation	1
hyi	Escherichia coli	 14	KEGG_Path_008	eco00630:Glyoxylate and dicarboxylate metabolism	1
idi	Escherichia coli	 14	KEGG_Path_007	eco00900:Terpenoid backbone biosynthesis	1
idnK	Escherichia coli	 12	KEGG_Path_007	eco00030:Pentose phosphate pathway	1
ileS	Escherichia coli	 44	KEGG_Path_021	eco00290:Valine, leucine and isoleucine biosynthesis	1
ileS	Escherichia coli	 44	KEGG_Path_022	eco00970:Aminoacyl-tRNA biosynthesis	2
ilvA	Escherichia coli	 36	KEGG_Path_019	eco00260:Glycine, serine and threonine metabolism	1
ilvA	Escherichia coli	 36	KEGG_Path_020	eco00290:Valine, leucine and isoleucine biosynthesis	2
ilvB	Escherichia coli	 72	KEGG_Path_037	eco00290:Valine, leucine and isoleucine biosynthesis	1
ilvB	Escherichia coli	 72	KEGG_Path_038	eco00650:Butanoate metabolism	2
ilvB	Escherichia coli	 72	KEGG_Path_039	eco00660:C5-Branched dibasic acid metabolism	3
ilvB	Escherichia coli	 72	KEGG_Path_040	eco00770:Pantothenate and CoA biosynthesis	4
ilvC	Escherichia coli	 36	KEGG_Path_019	eco00290:Valine, leucine and isoleucine biosynthesis	1
ilvC	Escherichia coli	 36	KEGG_Path_020	eco00770:Pantothenate and CoA biosynthesis	2
ilvD	Escherichia coli	 34	KEGG_Path_017	eco00290:Valine, leucine and isoleucine biosynthesis	1
ilvD	Escherichia coli	 34	KEGG_Path_018	eco00770:Pantothenate and CoA biosynthesis	2
ilvE	Escherichia coli	 54	KEGG_Path_028	eco00280:Valine, leucine and isoleucine degradation	1
ilvE	Escherichia coli	 54	KEGG_Path_029	eco00290:Valine, leucine and isoleucine biosynthesis	2
ilvE	Escherichia coli	 54	KEGG_Path_030	eco00770:Pantothenate and CoA biosynthesis	3
ilvH	Escherichia coli	 84	KEGG_Path_037	eco00290:Valine, leucine and isoleucine biosynthesis	1
ilvH	Escherichia coli	 84	KEGG_Path_038	eco00650:Butanoate metabolism	2
ilvH	Escherichia coli	 84	KEGG_Path_039	eco00660:C5-Branched dibasic acid metabolism	3
ilvH	Escherichia coli	 84	KEGG_Path_040	eco00770:Pantothenate and CoA biosynthesis	4
ilvI	Escherichia coli	 68	KEGG_Path_033	eco00290:Valine, leucine and isoleucine biosynthesis	1
ilvI	Escherichia coli	 68	KEGG_Path_034	eco00650:Butanoate metabolism	2
ilvI	Escherichia coli	 68	KEGG_Path_035	eco00660:C5-Branched dibasic acid metabolism	3
ilvI	Escherichia coli	 68	KEGG_Path_036	eco00770:Pantothenate and CoA biosynthesis	4
ilvM	Escherichia coli	 84	KEGG_Path_041	eco00290:Valine, leucine and isoleucine biosynthesis	1
ilvM	Escherichia coli	 84	KEGG_Path_042	eco00650:Butanoate metabolism	2
ilvM	Escherichia coli	 84	KEGG_Path_043	eco00660:C5-Branched dibasic acid metabolism	3
ilvM	Escherichia coli	 84	KEGG_Path_044	eco00770:Pantothenate and CoA biosynthesis	4
ilvN	Escherichia coli	 72	KEGG_Path_037	eco00290:Valine, leucine and isoleucine biosynthesis	1
ilvN	Escherichia coli	 72	KEGG_Path_038	eco00650:Butanoate metabolism	2
ilvN	Escherichia coli	 72	KEGG_Path_039	eco00660:C5-Branched dibasic acid metabolism	3
ilvN	Escherichia coli	 72	KEGG_Path_040	eco00770:Pantothenate and CoA biosynthesis	4
iscS	Escherichia coli	 16	KEGG_Path_008	eco00730:Thiamine metabolism	1
ispA	Escherichia coli	 18	KEGG_Path_010	eco00900:Terpenoid backbone biosynthesis	1
ispB	Escherichia coli	 18	KEGG_Path_010	eco00900:Terpenoid backbone biosynthesis	1
ispD	Escherichia coli	 22	KEGG_Path_011	eco00900:Terpenoid backbone biosynthesis	1
ispF	Escherichia coli	 22	KEGG_Path_011	eco00900:Terpenoid backbone biosynthesis	1
ispG	Escherichia coli	 22	KEGG_Path_011	eco00900:Terpenoid backbone biosynthesis	1
ispH	Escherichia coli	 21	KEGG_Path_011	eco00900:Terpenoid backbone biosynthesis	1
katE	Escherichia coli	 44	KEGG_Path_021	eco00380:Tryptophan metabolism	1
katE	Escherichia coli	 44	KEGG_Path_022	eco00680:Methane metabolism	2
katG	Escherichia coli	 36	KEGG_Path_019	eco00380:Tryptophan metabolism	1
katG	Escherichia coli	 36	KEGG_Path_020	eco00680:Methane metabolism	2
kbaY	Escherichia coli	 22	KEGG_Path_011	eco00052:Galactose metabolism	1
kbl	Escherichia coli	 18	KEGG_Path_010	eco00260:Glycine, serine and threonine metabolism	1
kdgK	Escherichia coli	 36	KEGG_Path_019	eco00030:Pentose phosphate pathway	1
kdgK	Escherichia coli	 36	KEGG_Path_020	eco00040:Pentose and glucuronate interconversions	2
kdpA	Escherichia coli	 18	KEGG_Path_010	eco02020:Two-component system	1
kdpB	Escherichia coli	 18	KEGG_Path_010	eco02020:Two-component system	1
kdpC	Escherichia coli	 18	KEGG_Path_010	eco02020:Two-component system	1
kdpD	Escherichia coli	 18	KEGG_Path_010	eco02020:Two-component system	1
kdpE	Escherichia coli	 18	KEGG_Path_010	eco02020:Two-component system	1
kdpF	Escherichia coli	  1	KEGG_Path_004	eco02020:Two-component system	1
kdsA	Escherichia coli	 17	KEGG_Path_010	eco00540:Lipopolysaccharide biosynthesis	1
kdsB	Escherichia coli	 18	KEGG_Path_010	eco00540:Lipopolysaccharide biosynthesis	1
kduD	Escherichia coli	 17	KEGG_Path_009	eco00040:Pentose and glucuronate interconversions	1
kduI	Escherichia coli	 17	KEGG_Path_010	eco00040:Pentose and glucuronate interconversions	1
lacZ	Escherichia coli	 63	KEGG_Path_028	eco00052:Galactose metabolism	1
lacZ	Escherichia coli	 63	KEGG_Path_029	eco00511:Other glycan degradation	2
lacZ	Escherichia coli	 63	KEGG_Path_030	eco00600:Sphingolipid metabolism	3
ldcC	Escherichia coli	 15	KEGG_Path_008	eco00310:Lysine degradation	1
ldhA	Escherichia coli	 14	KEGG_Path_008	eco00620:Pyruvate metabolism	1
lepB	Escherichia coli	 18	KEGG_Path_010	eco03060:Protein export	1
leuA	Escherichia coli	 34	KEGG_Path_017	eco00290:Valine, leucine and isoleucine biosynthesis	1
leuA	Escherichia coli	 34	KEGG_Path_018	eco00620:Pyruvate metabolism	2
leuB	Escherichia coli	 17	KEGG_Path_009	eco00290:Valine, leucine and isoleucine biosynthesis	1
leuC	Escherichia coli	 17	KEGG_Path_009	eco00290:Valine, leucine and isoleucine biosynthesis	1
leuD	Escherichia coli	 21	KEGG_Path_010	eco00290:Valine, leucine and isoleucine biosynthesis	1
leuS	Escherichia coli	 44	KEGG_Path_021	eco00290:Valine, leucine and isoleucine biosynthesis	1
leuS	Escherichia coli	 44	KEGG_Path_022	eco00970:Aminoacyl-tRNA biosynthesis	2
ligA	Escherichia coli	 88	KEGG_Path_041	eco03030:DNA replication	1
ligA	Escherichia coli	 88	KEGG_Path_042	eco03410:Base excision repair	2
ligA	Escherichia coli	 88	KEGG_Path_043	eco03420:Nucleotide excision repair	3
ligA	Escherichia coli	 88	KEGG_Path_044	eco03430:Mismatch repair	4
ligB	Escherichia coli	 88	KEGG_Path_041	eco03030:DNA replication	1
ligB	Escherichia coli	 88	KEGG_Path_042	eco03410:Base excision repair	2
ligB	Escherichia coli	 88	KEGG_Path_043	eco03420:Nucleotide excision repair	3
ligB	Escherichia coli	 88	KEGG_Path_044	eco03430:Mismatch repair	4
lipA	Escherichia coli	 18	KEGG_Path_010	eco00785:Lipoic acid metabolism	1
lipB	Escherichia coli	 22	KEGG_Path_011	eco00785:Lipoic acid metabolism	1
livF	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
livG	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
livH	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
livJ	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
livK	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
livM	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
lldD	Escherichia coli	 22	KEGG_Path_011	eco00620:Pyruvate metabolism	1
lolD	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
lplA	Escherichia coli	 19	KEGG_Path_009	eco00785:Lipoic acid metabolism	1
lpxA	Escherichia coli	 18	KEGG_Path_010	eco00540:Lipopolysaccharide biosynthesis	1
lpxB	Escherichia coli	 22	KEGG_Path_011	eco00540:Lipopolysaccharide biosynthesis	1
lpxC	Escherichia coli	 22	KEGG_Path_011	eco00540:Lipopolysaccharide biosynthesis	1
lpxD	Escherichia coli	 22	KEGG_Path_011	eco00540:Lipopolysaccharide biosynthesis	1
lpxK	Escherichia coli	 21	KEGG_Path_010	eco00540:Lipopolysaccharide biosynthesis	1
lspA	Escherichia coli	 22	KEGG_Path_011	eco03060:Protein export	1
ltaE	Escherichia coli	 14	KEGG_Path_007	eco00260:Glycine, serine and threonine metabolism	1
lysA	Escherichia coli	 18	KEGG_Path_010	eco00300:Lysine biosynthesis	1
lysC	Escherichia coli	 54	KEGG_Path_028	eco00260:Glycine, serine and threonine metabolism	1
lysC	Escherichia coli	 54	KEGG_Path_029	eco00270:Cysteine and methionine metabolism	2
lysC	Escherichia coli	 54	KEGG_Path_030	eco00300:Lysine biosynthesis	3
lysS	Escherichia coli	 22	KEGG_Path_011	eco00970:Aminoacyl-tRNA biosynthesis	1
lysU	Escherichia coli	 13	KEGG_Path_008	eco00970:Aminoacyl-tRNA biosynthesis	1
lyxK	Escherichia coli	 24	KEGG_Path_011	eco00040:Pentose and glucuronate interconversions	1
lyxK	Escherichia coli	 24	KEGG_Path_012	eco00053:Ascorbate and aldarate metabolism	2
macB	Escherichia coli	 13	KEGG_Path_007	eco02010:ABC transporters	1
maeB	Escherichia coli	 19	KEGG_Path_010	eco00620:Pyruvate metabolism	1
malE	Escherichia coli	 44	KEGG_Path_021	eco02010:ABC transporters	1
malE	Escherichia coli	 44	KEGG_Path_022	eco02030:Bacterial chemotaxis	2
malF	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
malG	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
malK	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
malP	Escherichia coli	 18	KEGG_Path_010	eco00500:Starch and sucrose metabolism	1
malQ	Escherichia coli	 22	KEGG_Path_011	eco00500:Starch and sucrose metabolism	1
malS	Escherichia coli	 20	KEGG_Path_010	eco00500:Starch and sucrose metabolism	1
malX	Escherichia coli	 54	KEGG_Path_028	eco00010:Glycolysis / Gluconeogenesis	1
malX	Escherichia coli	 54	KEGG_Path_029	eco00500:Starch and sucrose metabolism	2
malX	Escherichia coli	 54	KEGG_Path_030	eco02060:Phosphotransferase system (PTS)	3
malY	Escherichia coli	 72	KEGG_Path_037	eco00270:Cysteine and methionine metabolism	1
malY	Escherichia coli	 72	KEGG_Path_038	eco00450:Selenoamino acid metabolism	2
malY	Escherichia coli	 72	KEGG_Path_039	eco00910:Nitrogen metabolism	3
malY	Escherichia coli	 72	KEGG_Path_040	eco00920:Sulfur metabolism	4
malZ	Escherichia coli	 36	KEGG_Path_019	eco00052:Galactose metabolism	1
malZ	Escherichia coli	 36	KEGG_Path_020	eco00500:Starch and sucrose metabolism	2
manA	Escherichia coli	 36	KEGG_Path_019	eco00051:Fructose and mannose metabolism	1
manA	Escherichia coli	 36	KEGG_Path_020	eco00520:Amino sugar and nucleotide sugar metabolism	2
manX	Escherichia coli	 54	KEGG_Path_028	eco00051:Fructose and mannose metabolism	1
manX	Escherichia coli	 54	KEGG_Path_029	eco00520:Amino sugar and nucleotide sugar metabolism	2
manX	Escherichia coli	 54	KEGG_Path_030	eco02060:Phosphotransferase system (PTS)	3
manY	Escherichia coli	 54	KEGG_Path_028	eco00051:Fructose and mannose metabolism	1
manY	Escherichia coli	 54	KEGG_Path_029	eco00520:Amino sugar and nucleotide sugar metabolism	2
manY	Escherichia coli	 54	KEGG_Path_030	eco02060:Phosphotransferase system (PTS)	3
manZ	Escherichia coli	 54	KEGG_Path_028	eco00051:Fructose and mannose metabolism	1
