ID	Species	numCommas	MF_Number	MF_Name
pdxK	Escherichia coli	19	MF_019	GO:0046914~transition metal ion binding
pdxY	Escherichia coli	18	MF_001	GO:0000166~nucleotide binding
pdxY	Escherichia coli	18	MF_002	GO:0001882~nucleoside binding
pdxY	Escherichia coli	18	MF_003	GO:0001883~purine nucleoside binding
pdxY	Escherichia coli	18	MF_004	GO:0004340~glucokinase activity
pdxY	Escherichia coli	18	MF_005	GO:0004396~hexokinase activity
pdxY	Escherichia coli	18	MF_006	GO:0005524~ATP binding
pdxY	Escherichia coli	18	MF_007	GO:0008270~zinc ion binding
pdxY	Escherichia coli	18	MF_008	GO:0008478~pyridoxal kinase activity
pdxY	Escherichia coli	18	MF_009	GO:0017076~purine nucleotide binding
pdxY	Escherichia coli	18	MF_010	GO:0019200~carbohydrate kinase activity
pdxY	Escherichia coli	18	MF_011	GO:0030554~adenyl nucleotide binding
pdxY	Escherichia coli	18	MF_012	GO:0032553~ribonucleotide binding
pdxY	Escherichia coli	18	MF_013	GO:0032555~purine ribonucleotide binding
pdxY	Escherichia coli	18	MF_014	GO:0032559~adenyl ribonucleotide binding
pdxY	Escherichia coli	18	MF_015	GO:0043167~ion binding
pdxY	Escherichia coli	18	MF_016	GO:0043169~cation binding
pdxY	Escherichia coli	18	MF_017	GO:0046872~metal ion binding
pdxY	Escherichia coli	18	MF_018	GO:0046914~transition metal ion binding
pepA	Escherichia coli	11	MF_001	GO:0004177~aminopeptidase activity
pepA	Escherichia coli	11	MF_002	GO:0008233~peptidase activity
pepA	Escherichia coli	11	MF_003	GO:0008235~metalloexopeptidase activity
pepA	Escherichia coli	11	MF_004	GO:0008237~metallopeptidase activity
pepA	Escherichia coli	11	MF_005	GO:0008238~exopeptidase activity
pepA	Escherichia coli	11	MF_006	GO:0030145~manganese ion binding
pepA	Escherichia coli	11	MF_007	GO:0043167~ion binding
pepA	Escherichia coli	11	MF_008	GO:0043169~cation binding
pepA	Escherichia coli	11	MF_009	GO:0046872~metal ion binding
pepA	Escherichia coli	11	MF_010	GO:0046914~transition metal ion binding
pepA	Escherichia coli	11	MF_011	GO:0070011~peptidase activity, acting on L-amino acid peptides
pepB	Escherichia coli	11	MF_001	GO:0004177~aminopeptidase activity
pepB	Escherichia coli	11	MF_002	GO:0008233~peptidase activity
pepB	Escherichia coli	11	MF_003	GO:0008235~metalloexopeptidase activity
pepB	Escherichia coli	11	MF_004	GO:0008237~metallopeptidase activity
pepB	Escherichia coli	11	MF_005	GO:0008238~exopeptidase activity
pepB	Escherichia coli	11	MF_006	GO:0030145~manganese ion binding
pepB	Escherichia coli	11	MF_007	GO:0043167~ion binding
pepB	Escherichia coli	11	MF_008	GO:0043169~cation binding
pepB	Escherichia coli	11	MF_009	GO:0046872~metal ion binding
pepB	Escherichia coli	11	MF_010	GO:0046914~transition metal ion binding
pepB	Escherichia coli	11	MF_011	GO:0070011~peptidase activity, acting on L-amino acid peptides
pepD	Escherichia coli	12	MF_001	GO:0008233~peptidase activity
pepD	Escherichia coli	12	MF_002	GO:0008237~metallopeptidase activity
pepD	Escherichia coli	12	MF_003	GO:0008238~exopeptidase activity
pepD	Escherichia coli	12	MF_004	GO:0008270~zinc ion binding
pepD	Escherichia coli	12	MF_005	GO:0016805~dipeptidase activity
pepD	Escherichia coli	12	MF_006	GO:0043167~ion binding
pepD	Escherichia coli	12	MF_007	GO:0043169~cation binding
pepD	Escherichia coli	12	MF_008	GO:0046872~metal ion binding
pepD	Escherichia coli	12	MF_009	GO:0046914~transition metal ion binding
pepD	Escherichia coli	12	MF_010	GO:0046983~protein dimerization activity
pepD	Escherichia coli	12	MF_011	GO:0050897~cobalt ion binding
pepD	Escherichia coli	12	MF_012	GO:0070011~peptidase activity, acting on L-amino acid peptides
pepE	Escherichia coli	 6	MF_001	GO:0008233~peptidase activity
pepE	Escherichia coli	 6	MF_002	GO:0008236~serine-type peptidase activity
pepE	Escherichia coli	 6	MF_003	GO:0008238~exopeptidase activity
pepE	Escherichia coli	 6	MF_004	GO:0016805~dipeptidase activity
pepE	Escherichia coli	 6	MF_005	GO:0017171~serine hydrolase activity
pepE	Escherichia coli	 6	MF_006	GO:0070011~peptidase activity, acting on L-amino acid peptides
pepN	Escherichia coli	10	MF_001	GO:0004177~aminopeptidase activity
pepN	Escherichia coli	10	MF_002	GO:0008233~peptidase activity
pepN	Escherichia coli	10	MF_003	GO:0008237~metallopeptidase activity
pepN	Escherichia coli	10	MF_004	GO:0008238~exopeptidase activity
pepN	Escherichia coli	10	MF_005	GO:0008270~zinc ion binding
pepN	Escherichia coli	10	MF_006	GO:0043167~ion binding
pepN	Escherichia coli	10	MF_007	GO:0043169~cation binding
pepN	Escherichia coli	10	MF_008	GO:0046872~metal ion binding
pepN	Escherichia coli	10	MF_009	GO:0046914~transition metal ion binding
pepN	Escherichia coli	10	MF_010	GO:0070011~peptidase activity, acting on L-amino acid peptides
pepP	Escherichia coli	11	MF_001	GO:0004177~aminopeptidase activity
pepP	Escherichia coli	11	MF_002	GO:0008233~peptidase activity
pepP	Escherichia coli	11	MF_003	GO:0008235~metalloexopeptidase activity
pepP	Escherichia coli	11	MF_004	GO:0008237~metallopeptidase activity
pepP	Escherichia coli	11	MF_005	GO:0008238~exopeptidase activity
pepP	Escherichia coli	11	MF_006	GO:0030145~manganese ion binding
pepP	Escherichia coli	11	MF_007	GO:0043167~ion binding
pepP	Escherichia coli	11	MF_008	GO:0043169~cation binding
pepP	Escherichia coli	11	MF_009	GO:0046872~metal ion binding
pepP	Escherichia coli	11	MF_010	GO:0046914~transition metal ion binding
pepP	Escherichia coli	11	MF_011	GO:0070011~peptidase activity, acting on L-amino acid peptides
pepQ	Escherichia coli	11	MF_001	GO:0008233~peptidase activity
pepQ	Escherichia coli	11	MF_002	GO:0008235~metalloexopeptidase activity
pepQ	Escherichia coli	11	MF_003	GO:0008237~metallopeptidase activity
pepQ	Escherichia coli	11	MF_004	GO:0008238~exopeptidase activity
pepQ	Escherichia coli	11	MF_005	GO:0016805~dipeptidase activity
pepQ	Escherichia coli	11	MF_006	GO:0030145~manganese ion binding
pepQ	Escherichia coli	11	MF_007	GO:0043167~ion binding
pepQ	Escherichia coli	11	MF_008	GO:0043169~cation binding
pepQ	Escherichia coli	11	MF_009	GO:0046872~metal ion binding
pepQ	Escherichia coli	11	MF_010	GO:0046914~transition metal ion binding
pepQ	Escherichia coli	11	MF_011	GO:0070011~peptidase activity, acting on L-amino acid peptides
pepT	Escherichia coli	13	MF_001	GO:0004177~aminopeptidase activity
pepT	Escherichia coli	13	MF_002	GO:0008233~peptidase activity
pepT	Escherichia coli	13	MF_003	GO:0008237~metallopeptidase activity
pepT	Escherichia coli	13	MF_004	GO:0008238~exopeptidase activity
pepT	Escherichia coli	13	MF_005	GO:0008270~zinc ion binding
pepT	Escherichia coli	13	MF_006	GO:0034701~tripeptidase activity
pepT	Escherichia coli	13	MF_007	GO:0043167~ion binding
pepT	Escherichia coli	13	MF_008	GO:0043169~cation binding
pepT	Escherichia coli	13	MF_009	GO:0045148~tripeptide aminopeptidase activity
pepT	Escherichia coli	13	MF_010	GO:0046872~metal ion binding
pepT	Escherichia coli	13	MF_011	GO:0046914~transition metal ion binding
pepT	Escherichia coli	13	MF_012	GO:0046983~protein dimerization activity
pepT	Escherichia coli	13	MF_013	GO:0070011~peptidase activity, acting on L-amino acid peptides
pfkA	Escherichia coli	16	MF_001	GO:0000166~nucleotide binding
pfkA	Escherichia coli	16	MF_002	GO:0000287~magnesium ion binding
pfkA	Escherichia coli	16	MF_003	GO:0001882~nucleoside binding
pfkA	Escherichia coli	16	MF_004	GO:0001883~purine nucleoside binding
pfkA	Escherichia coli	16	MF_005	GO:0003872~6-phosphofructokinase activity
pfkA	Escherichia coli	16	MF_006	GO:0005524~ATP binding
pfkA	Escherichia coli	16	MF_007	GO:0008443~phosphofructokinase activity
pfkA	Escherichia coli	16	MF_008	GO:0017076~purine nucleotide binding
pfkA	Escherichia coli	16	MF_009	GO:0019200~carbohydrate kinase activity
pfkA	Escherichia coli	16	MF_010	GO:0030554~adenyl nucleotide binding
pfkA	Escherichia coli	16	MF_011	GO:0032553~ribonucleotide binding
pfkA	Escherichia coli	16	MF_012	GO:0032555~purine ribonucleotide binding
pfkA	Escherichia coli	16	MF_013	GO:0032559~adenyl ribonucleotide binding
pfkA	Escherichia coli	16	MF_014	GO:0043167~ion binding
pfkA	Escherichia coli	16	MF_015	GO:0043169~cation binding
pfkA	Escherichia coli	16	MF_016	GO:0046872~metal ion binding
pfkB	Escherichia coli	12	MF_001	GO:0000166~nucleotide binding
pfkB	Escherichia coli	12	MF_002	GO:0001882~nucleoside binding
pfkB	Escherichia coli	12	MF_003	GO:0001883~purine nucleoside binding
pfkB	Escherichia coli	12	MF_004	GO:0003872~6-phosphofructokinase activity
pfkB	Escherichia coli	12	MF_005	GO:0005524~ATP binding
pfkB	Escherichia coli	12	MF_006	GO:0008443~phosphofructokinase activity
pfkB	Escherichia coli	12	MF_007	GO:0017076~purine nucleotide binding
pfkB	Escherichia coli	12	MF_008	GO:0019200~carbohydrate kinase activity
pfkB	Escherichia coli	12	MF_009	GO:0030554~adenyl nucleotide binding
pfkB	Escherichia coli	12	MF_010	GO:0032553~ribonucleotide binding
pfkB	Escherichia coli	12	MF_011	GO:0032555~purine ribonucleotide binding
pfkB	Escherichia coli	12	MF_012	GO:0032559~adenyl ribonucleotide binding
pflA	Escherichia coli	11	MF_001	GO:0005506~iron ion binding
pflA	Escherichia coli	11	MF_002	GO:0043167~ion binding
pflA	Escherichia coli	11	MF_003	GO:0043169~cation binding
pflA	Escherichia coli	11	MF_004	GO:0043364~catalysis of free radical formation
pflA	Escherichia coli	11	MF_005	GO:0043365~[formate-C-acetyltransferase]-activating enzyme activity
pflA	Escherichia coli	11	MF_006	GO:0046872~metal ion binding
pflA	Escherichia coli	11	MF_007	GO:0046914~transition metal ion binding
pflA	Escherichia coli	11	MF_008	GO:0051536~iron-sulfur cluster binding
pflA	Escherichia coli	11	MF_009	GO:0051539~4 iron, 4 sulfur cluster binding
pflA	Escherichia coli	11	MF_010	GO:0051540~metal cluster binding
pflA	Escherichia coli	11	MF_011	GO:0070283~radical SAM enzyme activity
pflB	Escherichia coli	 4	MF_001	GO:0008861~formate C-acetyltransferase activity
pflB	Escherichia coli	 4	MF_002	GO:0016407~acetyltransferase activity
pflB	Escherichia coli	 4	MF_003	GO:0016408~C-acyltransferase activity
pflB	Escherichia coli	 4	MF_004	GO:0016453~C-acetyltransferase activity
pflC	Escherichia coli	11	MF_001	GO:0005506~iron ion binding
pflC	Escherichia coli	11	MF_002	GO:0043167~ion binding
pflC	Escherichia coli	11	MF_003	GO:0043169~cation binding
pflC	Escherichia coli	11	MF_004	GO:0043364~catalysis of free radical formation
pflC	Escherichia coli	11	MF_005	GO:0043365~[formate-C-acetyltransferase]-activating enzyme activity
pflC	Escherichia coli	11	MF_006	GO:0046872~metal ion binding
pflC	Escherichia coli	11	MF_007	GO:0046914~transition metal ion binding
pflC	Escherichia coli	11	MF_008	GO:0051536~iron-sulfur cluster binding
pflC	Escherichia coli	11	MF_009	GO:0051539~4 iron, 4 sulfur cluster binding
pflC	Escherichia coli	11	MF_010	GO:0051540~metal cluster binding
pflC	Escherichia coli	11	MF_011	GO:0070283~radical SAM enzyme activity
pflD	Escherichia coli	 4	MF_001	GO:0008861~formate C-acetyltransferase activity
pflD	Escherichia coli	 4	MF_002	GO:0016407~acetyltransferase activity
pflD	Escherichia coli	 4	MF_003	GO:0016408~C-acyltransferase activity
pflD	Escherichia coli	 4	MF_004	GO:0016453~C-acetyltransferase activity
pfs	Escherichia coli	 3	MF_001	GO:0008782~adenosylhomocysteine nucleosidase activity
pfs	Escherichia coli	 3	MF_002	GO:0008930~methylthioadenosine nucleosidase activity
pfs	Escherichia coli	 3	MF_003	GO:0016799~hydrolase activity, hydrolyzing N-glycosyl compounds
pgi	Escherichia coli	 3	MF_001	GO:0004347~glucose-6-phosphate isomerase activity
pgi	Escherichia coli	 3	MF_002	GO:0016860~intramolecular oxidoreductase activity
pgi	Escherichia coli	 3	MF_003	GO:0016861~intramolecular oxidoreductase activity, interconverting aldoses and ketoses
pgk	Escherichia coli	11	MF_001	GO:0000166~nucleotide binding
pgk	Escherichia coli	11	MF_002	GO:0001882~nucleoside binding
pgk	Escherichia coli	11	MF_003	GO:0001883~purine nucleoside binding
pgk	Escherichia coli	11	MF_004	GO:0004618~phosphoglycerate kinase activity
pgk	Escherichia coli	11	MF_005	GO:0005524~ATP binding
pgk	Escherichia coli	11	MF_006	GO:0016774~phosphotransferase activity, carboxyl group as acceptor
pgk	Escherichia coli	11	MF_007	GO:0017076~purine nucleotide binding
pgk	Escherichia coli	11	MF_008	GO:0030554~adenyl nucleotide binding
pgk	Escherichia coli	11	MF_009	GO:0032553~ribonucleotide binding
pgk	Escherichia coli	11	MF_010	GO:0032555~purine ribonucleotide binding
pgk	Escherichia coli	11	MF_011	GO:0032559~adenyl ribonucleotide binding
pgm	Escherichia coli	 7	MF_001	GO:0000287~magnesium ion binding
pgm	Escherichia coli	 7	MF_002	GO:0004614~phosphoglucomutase activity
pgm	Escherichia coli	 7	MF_003	GO:0016866~intramolecular transferase activity
pgm	Escherichia coli	 7	MF_004	GO:0016868~intramolecular transferase activity, phosphotransferases
pgm	Escherichia coli	 7	MF_005	GO:0043167~ion binding
pgm	Escherichia coli	 7	MF_006	GO:0043169~cation binding
pgm	Escherichia coli	 7	MF_007	GO:0046872~metal ion binding
pgpA	Escherichia coli	 2	MF_001	GO:0008962~phosphatidylglycerophosphatase activity
pgpA	Escherichia coli	 2	MF_002	GO:0016791~phosphatase activity
pgpB	Escherichia coli	 2	MF_001	GO:0008962~phosphatidylglycerophosphatase activity
pgpB	Escherichia coli	 2	MF_002	GO:0016791~phosphatase activity
pgsA	Escherichia coli	 3	MF_001	GO:0008444~CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity
pgsA	Escherichia coli	 3	MF_002	GO:0016780~phosphotransferase activity, for other substituted phosphate groups
pgsA	Escherichia coli	 3	MF_003	GO:0017169~CDP-alcohol phosphatidyltransferase activity
pheA	Escherichia coli	 4	MF_001	GO:0004106~chorismate mutase activity
pheA	Escherichia coli	 4	MF_002	GO:0004664~prephenate dehydratase activity
pheA	Escherichia coli	 4	MF_003	GO:0016836~hydro-lyase activity
pheA	Escherichia coli	 4	MF_004	GO:0016866~intramolecular transferase activity
pheP	Escherichia coli	 2	MF_001	GO:0005275~amine transmembrane transporter activity
pheP	Escherichia coli	 2	MF_002	GO:0015171~amino acid transmembrane transporter activity
pheS	Escherichia coli	17	MF_001	GO:0000166~nucleotide binding
pheS	Escherichia coli	17	MF_001	GO:0000166~nucleotide binding
pheS	Escherichia coli	17	MF_001	GO:0000166~nucleotide binding
pheS	Escherichia coli	17	MF_002	GO:0000287~magnesium ion binding
pheS	Escherichia coli	17	MF_002	GO:0000287~magnesium ion binding
pheS	Escherichia coli	17	MF_002	GO:0000287~magnesium ion binding
pheS	Escherichia coli	17	MF_003	GO:0001882~nucleoside binding
pheS	Escherichia coli	17	MF_003	GO:0001882~nucleoside binding
pheS	Escherichia coli	17	MF_003	GO:0001882~nucleoside binding
pheS	Escherichia coli	17	MF_004	GO:0001883~purine nucleoside binding
pheS	Escherichia coli	17	MF_004	GO:0001883~purine nucleoside binding
pheS	Escherichia coli	17	MF_004	GO:0001883~purine nucleoside binding
pheS	Escherichia coli	17	MF_005	GO:0004812~aminoacyl-tRNA ligase activity
pheS	Escherichia coli	17	MF_005	GO:0004812~aminoacyl-tRNA ligase activity
pheS	Escherichia coli	17	MF_005	GO:0004812~aminoacyl-tRNA ligase activity
pheS	Escherichia coli	17	MF_006	GO:0004826~phenylalanine-tRNA ligase activity
pheS	Escherichia coli	17	MF_006	GO:0004826~phenylalanine-tRNA ligase activity
pheS	Escherichia coli	17	MF_006	GO:0004826~phenylalanine-tRNA ligase activity
pheS	Escherichia coli	17	MF_007	GO:0005524~ATP binding
pheS	Escherichia coli	17	MF_007	GO:0005524~ATP binding
pheS	Escherichia coli	17	MF_007	GO:0005524~ATP binding
pheS	Escherichia coli	17	MF_008	GO:0016875~ligase activity, forming carbon-oxygen bonds
pheS	Escherichia coli	17	MF_008	GO:0016875~ligase activity, forming carbon-oxygen bonds
pheS	Escherichia coli	17	MF_008	GO:0016875~ligase activity, forming carbon-oxygen bonds
pheS	Escherichia coli	17	MF_009	GO:0016876~ligase activity, forming aminoacyl-tRNA and related compounds
pheS	Escherichia coli	17	MF_009	GO:0016876~ligase activity, forming aminoacyl-tRNA and related compounds
pheS	Escherichia coli	17	MF_009	GO:0016876~ligase activity, forming aminoacyl-tRNA and related compounds
pheS	Escherichia coli	17	MF_010	GO:0017076~purine nucleotide binding
pheS	Escherichia coli	17	MF_010	GO:0017076~purine nucleotide binding
pheS	Escherichia coli	17	MF_010	GO:0017076~purine nucleotide binding
pheS	Escherichia coli	17	MF_011	GO:0030554~adenyl nucleotide binding
pheS	Escherichia coli	17	MF_011	GO:0030554~adenyl nucleotide binding
pheS	Escherichia coli	17	MF_011	GO:0030554~adenyl nucleotide binding
pheS	Escherichia coli	17	MF_012	GO:0032553~ribonucleotide binding
pheS	Escherichia coli	17	MF_012	GO:0032553~ribonucleotide binding
pheS	Escherichia coli	17	MF_012	GO:0032553~ribonucleotide binding
pheS	Escherichia coli	17	MF_013	GO:0032555~purine ribonucleotide binding
pheS	Escherichia coli	17	MF_013	GO:0032555~purine ribonucleotide binding
pheS	Escherichia coli	17	MF_013	GO:0032555~purine ribonucleotide binding
pheS	Escherichia coli	17	MF_014	GO:0032559~adenyl ribonucleotide binding
pheS	Escherichia coli	17	MF_014	GO:0032559~adenyl ribonucleotide binding
pheS	Escherichia coli	17	MF_014	GO:0032559~adenyl ribonucleotide binding
pheS	Escherichia coli	17	MF_015	GO:0043167~ion binding
pheS	Escherichia coli	17	MF_015	GO:0043167~ion binding
pheS	Escherichia coli	17	MF_015	GO:0043167~ion binding
pheS	Escherichia coli	17	MF_016	GO:0043169~cation binding
pheS	Escherichia coli	17	MF_016	GO:0043169~cation binding
pheS	Escherichia coli	17	MF_016	GO:0043169~cation binding
pheS	Escherichia coli	17	MF_017	GO:0046872~metal ion binding
pheS	Escherichia coli	17	MF_017	GO:0046872~metal ion binding
pheS	Escherichia coli	17	MF_017	GO:0046872~metal ion binding
pheT	Escherichia coli	19	MF_001	GO:0000049~tRNA binding
pheT	Escherichia coli	19	MF_002	GO:0000166~nucleotide binding
pheT	Escherichia coli	19	MF_003	GO:0000287~magnesium ion binding
pheT	Escherichia coli	19	MF_004	GO:0001882~nucleoside binding
pheT	Escherichia coli	19	MF_005	GO:0001883~purine nucleoside binding
pheT	Escherichia coli	19	MF_006	GO:0003723~RNA binding
pheT	Escherichia coli	19	MF_007	GO:0004812~aminoacyl-tRNA ligase activity
pheT	Escherichia coli	19	MF_008	GO:0004826~phenylalanine-tRNA ligase activity
pheT	Escherichia coli	19	MF_009	GO:0005524~ATP binding
pheT	Escherichia coli	19	MF_010	GO:0016875~ligase activity, forming carbon-oxygen bonds
pheT	Escherichia coli	19	MF_011	GO:0016876~ligase activity, forming aminoacyl-tRNA and related compounds
pheT	Escherichia coli	19	MF_012	GO:0017076~purine nucleotide binding
pheT	Escherichia coli	19	MF_013	GO:0030554~adenyl nucleotide binding
pheT	Escherichia coli	19	MF_014	GO:0032553~ribonucleotide binding
pheT	Escherichia coli	19	MF_015	GO:0032555~purine ribonucleotide binding
pheT	Escherichia coli	19	MF_016	GO:0032559~adenyl ribonucleotide binding
pheT	Escherichia coli	19	MF_017	GO:0043167~ion binding
pheT	Escherichia coli	19	MF_018	GO:0043169~cation binding
pheT	Escherichia coli	19	MF_019	GO:0046872~metal ion binding
phnA	Escherichia coli	 3	MF_001	GO:0003899~DNA-directed RNA polymerase activity
phnA	Escherichia coli	 3	MF_002	GO:0016779~nucleotidyltransferase activity
phnA	Escherichia coli	 3	MF_003	GO:0034062~RNA polymerase activity
phnC	Escherichia coli	23	MF_001	GO:0000166~nucleotide binding
phnC	Escherichia coli	23	MF_002	GO:0001882~nucleoside binding
phnC	Escherichia coli	23	MF_003	GO:0001883~purine nucleoside binding
phnC	Escherichia coli	23	MF_004	GO:0005524~ATP binding
phnC	Escherichia coli	23	MF_005	GO:0008509~anion transmembrane transporter activity
phnC	Escherichia coli	23	MF_006	GO:0008514~organic anion transmembrane transporter activity
phnC	Escherichia coli	23	MF_007	GO:0015399~primary active transmembrane transporter activity
phnC	Escherichia coli	23	MF_008	GO:0015405~P-P-bond-hydrolysis-driven transmembrane transporter activity
phnC	Escherichia coli	23	MF_009	GO:0015416~phosphonate transmembrane-transporting ATPase activity
phnC	Escherichia coli	23	MF_010	GO:0015604~phosphonate transmembrane transporter activity
phnC	Escherichia coli	23	MF_011	GO:0015605~organophosphate ester transmembrane transporter activity
phnC	Escherichia coli	23	MF_012	GO:0016820~hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances
phnC	Escherichia coli	23	MF_013	GO:0016887~ATPase activity
phnC	Escherichia coli	23	MF_014	GO:0017076~purine nucleotide binding
phnC	Escherichia coli	23	MF_015	GO:0030554~adenyl nucleotide binding
phnC	Escherichia coli	23	MF_016	GO:0032553~ribonucleotide binding
phnC	Escherichia coli	23	MF_017	GO:0032555~purine ribonucleotide binding
phnC	Escherichia coli	23	MF_018	GO:0032559~adenyl ribonucleotide binding
phnC	Escherichia coli	23	MF_019	GO:0042623~ATPase activity, coupled
phnC	Escherichia coli	23	MF_020	GO:0042625~ATPase activity, coupled to transmembrane movement of ions
phnC	Escherichia coli	23	MF_021	GO:0042626~ATPase activity, coupled to transmembrane movement of substances
phnC	Escherichia coli	23	MF_022	GO:0043225~anion transmembrane-transporting ATPase activity
phnC	Escherichia coli	23	MF_023	GO:0043492~ATPase activity, coupled to movement of substances
phnD	Escherichia coli	 3	MF_001	GO:0008509~anion transmembrane transporter activity
phnD	Escherichia coli	 3	MF_002	GO:0008514~organic anion transmembrane transporter activity
phnD	Escherichia coli	 3	MF_003	GO:0015604~phosphonate transmembrane transporter activity
phnE	Escherichia coli	 3	MF_001	GO:0008509~anion transmembrane transporter activity
phnE	Escherichia coli	 3	MF_002	GO:0008514~organic anion transmembrane transporter activity
phnE	Escherichia coli	 3	MF_003	GO:0015604~phosphonate transmembrane transporter activity
phnF	Escherichia coli	 3	MF_001	GO:0003677~DNA binding
phnF	Escherichia coli	 3	MF_002	GO:0003700~transcription factor activity
phnF	Escherichia coli	 3	MF_003	GO:0030528~transcription regulator activity
phnK	Escherichia coli	10	MF_001	GO:0000166~nucleotide binding
phnK	Escherichia coli	10	MF_002	GO:0001882~nucleoside binding
phnK	Escherichia coli	10	MF_003	GO:0001883~purine nucleoside binding
phnK	Escherichia coli	10	MF_004	GO:0005524~ATP binding
phnK	Escherichia coli	10	MF_005	GO:0016887~ATPase activity
phnK	Escherichia coli	10	MF_006	GO:0017076~purine nucleotide binding
phnK	Escherichia coli	10	MF_007	GO:0030554~adenyl nucleotide binding
phnK	Escherichia coli	10	MF_008	GO:0032553~ribonucleotide binding
phnK	Escherichia coli	10	MF_009	GO:0032555~purine ribonucleotide binding
phnK	Escherichia coli	10	MF_010	GO:0032559~adenyl ribonucleotide binding
phnL	Escherichia coli	10	MF_001	GO:0000166~nucleotide binding
phnL	Escherichia coli	10	MF_002	GO:0001882~nucleoside binding
phnL	Escherichia coli	10	MF_003	GO:0001883~purine nucleoside binding
phnL	Escherichia coli	10	MF_004	GO:0005524~ATP binding
phnL	Escherichia coli	10	MF_005	GO:0016887~ATPase activity
phnL	Escherichia coli	10	MF_006	GO:0017076~purine nucleotide binding
phnL	Escherichia coli	10	MF_007	GO:0030554~adenyl nucleotide binding
phnL	Escherichia coli	10	MF_008	GO:0032553~ribonucleotide binding
phnL	Escherichia coli	10	MF_009	GO:0032555~purine ribonucleotide binding
phnL	Escherichia coli	10	MF_010	GO:0032559~adenyl ribonucleotide binding
phnN	Escherichia coli	 9	MF_001	GO:0000166~nucleotide binding
phnN	Escherichia coli	 9	MF_002	GO:0001882~nucleoside binding
phnN	Escherichia coli	 9	MF_003	GO:0001883~purine nucleoside binding
phnN	Escherichia coli	 9	MF_004	GO:0005524~ATP binding
phnN	Escherichia coli	 9	MF_005	GO:0017076~purine nucleotide binding
phnN	Escherichia coli	 9	MF_006	GO:0030554~adenyl nucleotide binding
phnN	Escherichia coli	 9	MF_007	GO:0032553~ribonucleotide binding
phnN	Escherichia coli	 9	MF_008	GO:0032555~purine ribonucleotide binding
phnN	Escherichia coli	 9	MF_009	GO:0032559~adenyl ribonucleotide binding
phnO	Escherichia coli	 3	MF_001	GO:0008080~N-acetyltransferase activity
phnO	Escherichia coli	 3	MF_002	GO:0016407~acetyltransferase activity
phnO	Escherichia coli	 3	MF_003	GO:0016410~N-acyltransferase activity
phoA	Escherichia coli	 8	MF_001	GO:0000287~magnesium ion binding
phoA	Escherichia coli	 8	MF_002	GO:0004035~alkaline phosphatase activity
phoA	Escherichia coli	 8	MF_003	GO:0008270~zinc ion binding
phoA	Escherichia coli	 8	MF_004	GO:0016791~phosphatase activity
phoA	Escherichia coli	 8	MF_005	GO:0043167~ion binding
phoA	Escherichia coli	 8	MF_006	GO:0043169~cation binding
phoA	Escherichia coli	 8	MF_007	GO:0046872~metal ion binding
phoA	Escherichia coli	 8	MF_008	GO:0046914~transition metal ion binding
phoB	Escherichia coli	 3	MF_001	GO:0000156~two-component response regulator activity
phoB	Escherichia coli	 3	MF_002	GO:0003677~DNA binding
phoB	Escherichia coli	 3	MF_003	GO:0030528~transcription regulator activity
phoH	Escherichia coli	 9	MF_001	GO:0000166~nucleotide binding
phoH	Escherichia coli	 9	MF_002	GO:0001882~nucleoside binding
phoH	Escherichia coli	 9	MF_003	GO:0001883~purine nucleoside binding
phoH	Escherichia coli	 9	MF_004	GO:0005524~ATP binding
phoH	Escherichia coli	 9	MF_005	GO:0017076~purine nucleotide binding
phoH	Escherichia coli	 9	MF_006	GO:0030554~adenyl nucleotide binding
phoH	Escherichia coli	 9	MF_007	GO:0032553~ribonucleotide binding
phoH	Escherichia coli	 9	MF_008	GO:0032555~purine ribonucleotide binding
phoH	Escherichia coli	 9	MF_009	GO:0032559~adenyl ribonucleotide binding
phoP	Escherichia coli	 3	MF_001	GO:0000156~two-component response regulator activity
phoP	Escherichia coli	 3	MF_002	GO:0003677~DNA binding
phoP	Escherichia coli	 3	MF_003	GO:0030528~transcription regulator activity
phoQ	Escherichia coli	17	MF_001	GO:0000155~two-component sensor activity
phoQ	Escherichia coli	17	MF_002	GO:0000166~nucleotide binding
phoQ	Escherichia coli	17	MF_003	GO:0000287~magnesium ion binding
phoQ	Escherichia coli	17	MF_004	GO:0001882~nucleoside binding
phoQ	Escherichia coli	17	MF_005	GO:0001883~purine nucleoside binding
phoQ	Escherichia coli	17	MF_006	GO:0004672~protein kinase activity
phoQ	Escherichia coli	17	MF_007	GO:0004673~protein histidine kinase activity
phoQ	Escherichia coli	17	MF_008	GO:0005524~ATP binding
phoQ	Escherichia coli	17	MF_009	GO:0016775~phosphotransferase activity, nitrogenous group as acceptor
phoQ	Escherichia coli	17	MF_010	GO:0017076~purine nucleotide binding
phoQ	Escherichia coli	17	MF_011	GO:0030554~adenyl nucleotide binding
phoQ	Escherichia coli	17	MF_012	GO:0032553~ribonucleotide binding
phoQ	Escherichia coli	17	MF_013	GO:0032555~purine ribonucleotide binding
phoQ	Escherichia coli	17	MF_014	GO:0032559~adenyl ribonucleotide binding
phoQ	Escherichia coli	17	MF_015	GO:0043167~ion binding
