ID	Gene Name	Species	GOTERM_MF_FAT
kdpC	Potassium-transporting ATPase C chain	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0008556~potassium-transporting ATPase activity,GO:0015077~monovalent inorganic cation transmembrane transporter activity,GO:0015079~potassium ion transmembrane transporter activity,GO:0015399~primary active transmembrane transporter activity,GO:0015405~P-P-bond-hydrolysis-driven transmembrane transporter activity,GO:0015662~ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism,GO:0016820~hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0022890~inorganic cation transmembrane transporter activity,GO:0030554~adenyl nucleotide binding,GO:0030955~potassium ion binding,GO:0031420~alkali metal ion binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0042623~ATPase activity, coupled,GO:0042625~ATPase activity, coupled to transmembrane movement of ions,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,GO:0043167~ion binding,GO:0043169~cation binding,GO:0043492~ATPase activity, coupled to movement of substances,GO:0046872~metal ion binding,GO:0046873~metal ion transmembrane transporter activity,
hcaT	Probable 3-phenylpropionic acid transporter	Escherichia coli	GO:0004309~exopolyphosphatase activity,GO:0015293~symporter activity,
yphD	Probable ABC transporter permease protein yphD	Escherichia coli	GO:0005351~sugar:hydrogen symporter activity,GO:0005402~cation:sugar symporter activity,GO:0015293~symporter activity,GO:0015294~solute:cation symporter activity,GO:0015295~solute:hydrogen symporter activity,GO:0051119~sugar transmembrane transporter activity,
dinG	Probable ATP-dependent helicase dinG	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003677~DNA binding,GO:0004386~helicase activity,GO:0005524~ATP binding,GO:0008026~ATP-dependent helicase activity,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0042623~ATPase activity, coupled,GO:0070035~purine NTP-dependent helicase activity,
lhr	Probable ATP-dependent helicase lhr	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0004386~helicase activity,GO:0005524~ATP binding,GO:0008026~ATP-dependent helicase activity,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0042623~ATPase activity, coupled,GO:0070035~purine NTP-dependent helicase activity,
yoaA	Probable ATP-dependent helicase yoaA	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003677~DNA binding,GO:0004386~helicase activity,GO:0005524~ATP binding,GO:0008026~ATP-dependent helicase activity,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0042623~ATPase activity, coupled,GO:0070035~purine NTP-dependent helicase activity,
sufC	Probable ATP-dependent transporter sufC	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
yggX	Probable Fe(2+)-trafficking protein	Escherichia coli	GO:0005506~iron ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
leuO	Probable HTH-type transcriptional regulator leuO	Escherichia coli	GO:0003677~DNA binding,GO:0003700~transcription factor activity,GO:0030528~transcription regulator activity,
lrhA	Probable HTH-type transcriptional regulator lrhA	Escherichia coli	GO:0003677~DNA binding,GO:0003700~transcription factor activity,GO:0030528~transcription regulator activity,
ykgK	Probable HTH-type transcriptional regulator matA homolog	Escherichia coli	GO:0000156~two-component response regulator activity,GO:0003677~DNA binding,GO:0003700~transcription factor activity,GO:0030528~transcription regulator activity,GO:0043565~sequence-specific DNA binding,
ygaV	Probable HTH-type transcriptional regulator ygaV	Escherichia coli	GO:0003677~DNA binding,GO:0003700~transcription factor activity,GO:0030528~transcription regulator activity,
amiA	Probable N-acetylmuramoyl-L-alanine amidase amiA	Escherichia coli	GO:0008745~N-acetylmuramoyl-L-alanine amidase activity,GO:0016811~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides,
hyaC	Probable Ni/Fe-hydrogenase 1 B-type cytochrome subunit	Escherichia coli	GO:0005506~iron ion binding,GO:0008863~formate dehydrogenase activity,GO:0009055~electron carrier activity,GO:0016620~oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
hybB	Probable Ni/Fe-hydrogenase 2 b-type cytochrome subunit	Escherichia coli	GO:0005506~iron ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
yqeF	Probable acetyl-CoA acetyltransferase	Escherichia coli	GO:0003985~acetyl-CoA C-acetyltransferase activity,GO:0016407~acetyltransferase activity,GO:0016408~C-acyltransferase activity,GO:0016453~C-acetyltransferase activity,
ynfG	Probable anaerobic dimethyl sulfoxide reductase chain ynfG	Escherichia coli	GO:0005506~iron ion binding,GO:0009055~electron carrier activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,GO:0051540~metal cluster binding,
caiC	Probable crotonobetaine/carnitine-CoA ligase	Escherichia coli	GO:0016405~CoA-ligase activity,GO:0016877~ligase activity, forming carbon-sulfur bonds,
csgD	Probable csgAB operon transcriptional regulatory protein	Escherichia coli	GO:0000156~two-component response regulator activity,GO:0003677~DNA binding,GO:0003700~transcription factor activity,GO:0030528~transcription regulator activity,GO:0043565~sequence-specific DNA binding,
yeaP	Probable diguanylate cyclase yeaP	Escherichia coli	GO:0000166~nucleotide binding,GO:0005525~GTP binding,GO:0017076~purine nucleotide binding,GO:0019001~guanyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032561~guanyl ribonucleotide binding,
ynfF	Probable dimethyl sulfoxide reductase chain ynfF	Escherichia coli	GO:0005506~iron ion binding,GO:0009055~electron carrier activity,GO:0009389~dimethyl sulfoxide reductase activity,GO:0016667~oxidoreductase activity, acting on sulfur group of donors,GO:0030151~molybdenum ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,GO:0051540~metal cluster binding,
ydiS	Probable electron transfer flavoprotein-quinone oxidoreductase ydiS	Escherichia coli	GO:0009055~electron carrier activity,
ygcN	Probable electron transfer flavoprotein-quinone oxidoreductase ygcN	Escherichia coli	GO:0009055~electron carrier activity,
xasA	Probable glutamate/gamma-aminobutyrate antiporter	Escherichia coli	GO:0005275~amine transmembrane transporter activity,GO:0015171~amino acid transmembrane transporter activity,GO:0015297~antiporter activity,
hybF	Probable hydrogenase nickel incorporation protein hybF	Escherichia coli	GO:0016151~nickel ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
xdhD	Probable hypoxanthine oxidase xdhD	Escherichia coli	GO:0005506~iron ion binding,GO:0009055~electron carrier activity,GO:0030151~molybdenum ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051537~2 iron, 2 sulfur cluster binding,GO:0051540~metal cluster binding,
yegS	Probable lipid kinase yegS; Lipid kinase yegS	Escherichia coli	GO:0000287~magnesium ion binding,GO:0001727~lipid kinase activity,GO:0004143~diacylglycerol kinase activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,
pitB	Probable low-affinity inorganic phosphate transporter 2	Escherichia coli	GO:0005315~inorganic phosphate transmembrane transporter activity,GO:0008509~anion transmembrane transporter activity,GO:0015103~inorganic anion transmembrane transporter activity,GO:0015114~phosphate transmembrane transporter activity,
htpX	Probable protease htpX	Escherichia coli	GO:0004175~endopeptidase activity,GO:0004222~metalloendopeptidase activity,GO:0008233~peptidase activity,GO:0008237~metallopeptidase activity,GO:0008270~zinc ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0070011~peptidase activity, acting on L-amino acid peptides,
sohB	Probable protease sohB	Escherichia coli	GO:0004175~endopeptidase activity,GO:0004252~serine-type endopeptidase activity,GO:0008233~peptidase activity,GO:0008236~serine-type peptidase activity,GO:0017171~serine hydrolase activity,GO:0070011~peptidase activity, acting on L-amino acid peptides,
ykgC	Probable pyridine nucleotide-disulfide oxidoreductase ykgC	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0009055~electron carrier activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0048037~cofactor binding,GO:0050660~FAD binding,GO:0050662~coenzyme binding,
ydbK	Probable pyruvate-flavodoxin oxidoreductase	Escherichia coli	GO:0005506~iron ion binding,GO:0009055~electron carrier activity,GO:0019842~vitamin binding,GO:0030976~thiamin pyrophosphate binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0048037~cofactor binding,GO:0050662~coenzyme binding,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,GO:0051540~metal cluster binding,
yeaU	Probable tartrate dehydrogenase/decarboxylase	Escherichia coli	GO:0000166~nucleotide binding,GO:0000287~magnesium ion binding,GO:0009027~tartrate dehydrogenase activity,GO:0016615~malate dehydrogenase activity,GO:0016831~carboxy-lyase activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046553~D-malate dehydrogenase (decarboxylating) activity,GO:0046872~metal ion binding,GO:0048037~cofactor binding,GO:0050319~tartrate decarboxylase activity,GO:0050662~coenzyme binding,GO:0051287~NAD or NADH binding,
yncD	Probable tonB-dependent receptor yncD	Escherichia coli	GO:0005381~iron ion transmembrane transporter activity,GO:0005506~iron ion binding,GO:0015082~di-, tri-valent inorganic cation transmembrane transporter activity,GO:0015343~siderophore-iron transmembrane transporter activity,GO:0022890~inorganic cation transmembrane transporter activity,GO:0042927~siderophore transporter activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046873~metal ion transmembrane transporter activity,GO:0046914~transition metal ion binding,GO:0046915~transition metal ion transmembrane transporter activity,
yedW	Probable transcriptional regulatory protein yedW	Escherichia coli	GO:0000156~two-component response regulator activity,GO:0003677~DNA binding,GO:0030528~transcription regulator activity,
pqqL	Probable zinc protease pqqL	Escherichia coli	GO:0004175~endopeptidase activity,GO:0004222~metalloendopeptidase activity,GO:0008233~peptidase activity,GO:0008237~metallopeptidase activity,GO:0008270~zinc ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0070011~peptidase activity, acting on L-amino acid peptides,
proY	Proline-specific permease proY	Escherichia coli	GO:0005275~amine transmembrane transporter activity,GO:0015171~amino acid transmembrane transporter activity,
proS	Prolyl-tRNA synthetase	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0004812~aminoacyl-tRNA ligase activity,GO:0004827~proline-tRNA ligase activity,GO:0005524~ATP binding,GO:0016875~ligase activity, forming carbon-oxygen bonds,GO:0016876~ligase activity, forming aminoacyl-tRNA and related compounds,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
intD	Prophage DLP12 integrase	Escherichia coli	GO:0003677~DNA binding,
ogrK	Prophage P2 OGR protein	Escherichia coli	GO:0003677~DNA binding,GO:0030528~transcription regulator activity,
prpR	Propionate catabolism operon regulatory protein	Escherichia coli	GO:0000156~two-component response regulator activity,GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003677~DNA binding,GO:0003700~transcription factor activity,GO:0005524~ATP binding,GO:0008134~transcription factor binding,GO:0017076~purine nucleotide binding,GO:0030528~transcription regulator activity,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
prpE	Propionate--CoA ligase	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0016877~ligase activity, forming carbon-sulfur bonds,GO:0016878~acid-thiol ligase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0050218~propionate-CoA ligase activity,
ptrB	Protease 2	Escherichia coli	GO:0004175~endopeptidase activity,GO:0004252~serine-type endopeptidase activity,GO:0008233~peptidase activity,GO:0008236~serine-type peptidase activity,GO:0017171~serine hydrolase activity,GO:0070011~peptidase activity, acting on L-amino acid peptides,
ptr	Protease 3	Escherichia coli	GO:0000287~magnesium ion binding,GO:0004175~endopeptidase activity,GO:0004222~metalloendopeptidase activity,GO:0008233~peptidase activity,GO:0008237~metallopeptidase activity,GO:0008270~zinc ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0070011~peptidase activity, acting on L-amino acid peptides,
sppA	Protease 4	Escherichia coli	GO:0008233~peptidase activity,
ompT	Protease 7	Escherichia coli	GO:0004175~endopeptidase activity,GO:0004190~aspartic-type endopeptidase activity,GO:0008233~peptidase activity,GO:0070001~aspartic-type peptidase activity,GO:0070011~peptidase activity, acting on L-amino acid peptides,
degP	Protease do	Escherichia coli	GO:0004175~endopeptidase activity,GO:0004252~serine-type endopeptidase activity,GO:0008233~peptidase activity,GO:0008236~serine-type peptidase activity,GO:0017171~serine hydrolase activity,GO:0070011~peptidase activity, acting on L-amino acid peptides,
elaD	Protease elaD	Escherichia coli	GO:0008233~peptidase activity,GO:0008234~cysteine-type peptidase activity,GO:0070011~peptidase activity, acting on L-amino acid peptides,
aegA	Protein aegA	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0004355~glutamate synthase (NADPH) activity,GO:0005506~iron ion binding,GO:0009055~electron carrier activity,GO:0015930~glutamate synthase activity,GO:0016638~oxidoreductase activity, acting on the CH-NH2 group of donors,GO:0016639~oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0045181~glutamate synthase activity, NADH or NADPH as acceptor,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0048037~cofactor binding,GO:0050660~FAD binding,GO:0050662~coenzyme binding,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,GO:0051540~metal cluster binding,
ais	Protein ais	Escherichia coli	GO:0016791~phosphatase activity,
ampE	Protein ampE	Escherichia coli	GO:0008483~transaminase activity,GO:0016769~transferase activity, transferring nitrogenous groups,
asmA	Protein asmA	Escherichia coli	GO:0042280~cell surface antigen activity, host-interacting,
bolA	Protein bolA	Escherichia coli	GO:0003677~DNA binding,
csiD	Protein csiD	Escherichia coli	GO:0005506~iron ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
elaA	Protein elaA	Escherichia coli	GO:0008080~N-acetyltransferase activity,GO:0016407~acetyltransferase activity,GO:0016410~N-acyltransferase activity,
fixA	Protein fixA	Escherichia coli	GO:0009055~electron carrier activity,
fixB	Protein fixB	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0009055~electron carrier activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0048037~cofactor binding,GO:0050660~FAD binding,GO:0050662~coenzyme binding,
fixC	Protein fixC	Escherichia coli	GO:0004174~electron-transferring-flavoprotein dehydrogenase activity,GO:0016645~oxidoreductase activity, acting on the CH-NH group of donors,GO:0016649~oxidoreductase activity, acting on the CH-NH group of donors, quinone or similar compound as acceptor,
grpE	Protein grpE	Escherichia coli	GO:0000166~nucleotide binding,GO:0000774~adenyl-nucleotide exchange factor activity,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0042802~identical protein binding,GO:0042803~protein homodimerization activity,GO:0046983~protein dimerization activity,GO:0051087~chaperone binding,GO:0060589~nucleoside-triphosphatase regulator activity,GO:0060590~ATPase regulator activity,
gutQ	Protein gutQ	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003938~IMP dehydrogenase activity,GO:0005524~ATP binding,GO:0005529~sugar binding,GO:0016860~intramolecular oxidoreductase activity,GO:0016861~intramolecular oxidoreductase activity, interconverting aldoses and ketoses,GO:0017076~purine nucleotide binding,GO:0019146~arabinose-5-phosphate isomerase activity,GO:0030246~carbohydrate binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
hipA	Protein hipA	Escherichia coli	GO:0003677~DNA binding,
hnr	Protein hnr	Escherichia coli	GO:0000156~two-component response regulator activity,GO:0003677~DNA binding,GO:0030528~transcription regulator activity,
hypA	Protein hypA; Probable hydrogenase nickel incorporation protein hybF	Escherichia coli	GO:0016151~nickel ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
cpdA	Protein icc	Escherichia coli	GO:0004112~cyclic-nucleotide phosphodiesterase activity,GO:0004114~3',5'-cyclic-nucleotide phosphodiesterase activity,GO:0008081~phosphoric diester hydrolase activity,GO:0008233~peptidase activity,
inaA	Protein inaA	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
malY	Protein malY	Escherichia coli	GO:0004121~cystathionine beta-lyase activity,GO:0008483~transaminase activity,GO:0016769~transferase activity, transferring nitrogenous groups,GO:0016846~carbon-sulfur lyase activity,GO:0019842~vitamin binding,GO:0030170~pyridoxal phosphate binding,GO:0048037~cofactor binding,GO:0070279~vitamin B6 binding,
ycjI	Protein mpaA	Escherichia coli	GO:0004180~carboxypeptidase activity,GO:0004181~metallocarboxypeptidase activity,GO:0008233~peptidase activity,GO:0008235~metalloexopeptidase activity,GO:0008237~metallopeptidase activity,GO:0008238~exopeptidase activity,GO:0008270~zinc ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0070011~peptidase activity, acting on L-amino acid peptides,
mrp	Protein mrp	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0016163~nitrogenase activity,GO:0016730~oxidoreductase activity, acting on iron-sulfur proteins as donors,GO:0016732~oxidoreductase activity, acting on iron-sulfur proteins as donors, dinitrogen as acceptor,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
nagD	Protein nagD	Escherichia coli	GO:0003869~4-nitrophenylphosphatase activity,GO:0016791~phosphatase activity,
napD	Protein napD	Escherichia coli	GO:0008940~nitrate reductase activity,GO:0016661~oxidoreductase activity, acting on other nitrogenous compounds as donors,
phoH	Protein phoH	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
ydhU	Protein phsC homolog	Escherichia coli	GO:0009055~electron carrier activity,
ybbK	Protein qmcA	Escherichia coli	GO:0008233~peptidase activity,
rcsF	Protein rcsF	Escherichia coli	GO:0042280~cell surface antigen activity, host-interacting,
recA	Protein recA	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003677~DNA binding,GO:0003684~damaged DNA binding,GO:0003697~single-stranded DNA binding,GO:0005524~ATP binding,GO:0008094~DNA-dependent ATPase activity,GO:0008233~peptidase activity,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0042623~ATPase activity, coupled,GO:0043566~structure-specific DNA binding,
recT	Protein recT	Escherichia coli	GO:0003677~DNA binding,
sbmA	Protein sbmA	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0015399~primary active transmembrane transporter activity,GO:0015405~P-P-bond-hydrolysis-driven transmembrane transporter activity,GO:0016820~hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0042623~ATPase activity, coupled,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,GO:0043492~ATPase activity, coupled to movement of substances,
seqA	Protein seqA	Escherichia coli	GO:0003677~DNA binding,
sfmH	Protein sfmH	Escherichia coli	GO:0005529~sugar binding,GO:0005537~mannose binding,GO:0030246~carbohydrate binding,GO:0048029~monosaccharide binding,
smtA	Protein smtA	Escherichia coli	GO:0008171~O-methyltransferase activity,GO:0046406~magnesium protoporphyrin IX methyltransferase activity,
sprT	Protein sprT	Escherichia coli	GO:0008233~peptidase activity,GO:0008237~metallopeptidase activity,GO:0008270~zinc ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0070011~peptidase activity, acting on L-amino acid peptides,
ssnA	Protein ssnA	Escherichia coli	GO:0008270~zinc ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
sufA	Protein sufA	Escherichia coli	GO:0005198~structural molecule activity,GO:0051536~iron-sulfur cluster binding,GO:0051540~metal cluster binding,
tolQ	Protein tolQ	Escherichia coli	GO:0008565~protein transporter activity,
tonB	Protein tonB	Escherichia coli	GO:0005381~iron ion transmembrane transporter activity,GO:0008565~protein transporter activity,GO:0015082~di-, tri-valent inorganic cation transmembrane transporter activity,GO:0022890~inorganic cation transmembrane transporter activity,GO:0046873~metal ion transmembrane transporter activity,GO:0046915~transition metal ion transmembrane transporter activity,
secA	Protein translocase subunit secA	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0008270~zinc ion binding,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
hofB	Protein transport protein hofB	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
hofC	Protein transport protein hofC	Escherichia coli	GO:0008565~protein transporter activity,
yciV	Protein trpH	Escherichia coli	GO:0003677~DNA binding,GO:0003887~DNA-directed DNA polymerase activity,GO:0016779~nucleotidyltransferase activity,GO:0034061~DNA polymerase activity,
umuC	Protein umuC	Escherichia coli	GO:0000287~magnesium ion binding,GO:0003677~DNA binding,GO:0003684~damaged DNA binding,GO:0003887~DNA-directed DNA polymerase activity,GO:0016779~nucleotidyltransferase activity,GO:0034061~DNA polymerase activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,
umuD	Protein umuD	Escherichia coli	GO:0003677~DNA binding,GO:0008233~peptidase activity,GO:0008236~serine-type peptidase activity,GO:0017171~serine hydrolase activity,GO:0070011~peptidase activity, acting on L-amino acid peptides,
ushA	Protein ushA	Escherichia coli	GO:0000166~nucleotide binding,GO:0008252~nucleotidase activity,GO:0008253~5'-nucleotidase activity,GO:0008270~zinc ion binding,GO:0008768~UDP-sugar diphosphatase activity,GO:0016791~phosphatase activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
visC	Protein visC	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0048037~cofactor binding,GO:0050660~FAD binding,GO:0050662~coenzyme binding,
yciE	Protein yciE	Escherichia coli	GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
ydeP	Protein ydeP	Escherichia coli	GO:0005506~iron ion binding,GO:0008863~formate dehydrogenase activity,GO:0016620~oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,GO:0030151~molybdenum ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,GO:0051540~metal cluster binding,
ydgA	Protein ydgA	Escherichia coli	GO:0003677~DNA binding,GO:0003916~DNA topoisomerase activity,GO:0003917~DNA topoisomerase type I activity,
yeeZ	Protein yeeZ	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0048037~cofactor binding,GO:0050662~coenzyme binding,
