"","From","Gene.Name","row","Escherichia coli str. K-12 substr. MG1655"
"1639","rplW","50S ribosomal subunit protein L23(rplW)",1,947819
"1640","rplX","50S ribosomal subunit protein L24(rplX)",1,947810
"1641","rplY","50S ribosomal subunit protein L25(rplY)",1,945618
"1642","rpmA","50S ribosomal subunit protein L27(rpmA)",1,945190
"1643","rpmB","50S ribosomal subunit protein L28(rpmB)",1,946941
"1644","rpmC","50S ribosomal subunit protein L29(rpmC)",1,947807
"1645","rpmD","50S ribosomal subunit protein L30(rpmD)",1,947797
"1646","rpmE","50S ribosomal subunit protein L31(rpmE)",1,948425
"1647","rpmF","50S ribosomal subunit protein L32(rpmF)",1,945657
"1648","rpmG","50S ribosomal subunit protein L33(rpmG)",1,946318
"1649","rpmH","50S ribosomal subunit protein L34(rpmH)",1,948216
"1650","rpmI","50S ribosomal subunit protein L35(rpmI)",1,946349
"1651","rpmJ","50S ribosomal subunit protein L36(rpmJ)",1,947805
"1652","rpoA","RNA polymerase, alpha subunit(rpoA)",1,947794
"1653","rpoB","RNA polymerase, beta subunit(rpoB)",1,948488
"1654","rpoC","RNA polymerase, beta prime subunit(rpoC)",1,948487
"1655","rpoD","RNA polymerase, sigma 70 (sigma D) factor(rpoD)",1,947567
"1656","rpoE","RNA polymerase sigma E factor(rpoE)",1,947050
"1657","rpoH","RNA polymerase, sigma 32 (sigma H) factor(rpoH)",1,947970
"1658","rpoN","RNA polymerase, sigma 54 (sigma N) factor(rpoN)",1,947714
"1659","rpoS","RNA polymerase, sigma S (sigma 38) factor(rpoS)",1,947210
"1660","rpoZ","RNA polymerase, omega subunit(rpoZ)",1,948160
"1661","rpsA","30S ribosomal subunit protein S1(rpsA)",1,945536
"1662","rpsB","30S ribosomal subunit protein S2(rpsB)",1,947874
"1663","rpsC","30S ribosomal subunit protein S3(rpsC)",1,947814
"1664","rpsD","30S ribosomal subunit protein S4(rpsD)",1,947793
"1665","rpsE","30S ribosomal subunit protein S5(rpsE)",1,947795
"1666","rpsF","30S ribosomal subunit protein S6(rpsF)",1,948723
"1667","rpsG","30S ribosomal subunit protein S7(rpsG)",1,947846
"1668","rpsH","30S ribosomal subunit protein S8(rpsH)",1,947802
"1669","rpsI","30S ribosomal subunit protein S9(rpsI)",1,949000
"1670","rpsJ","30S ribosomal subunit protein S10(rpsJ)",1,947816
"1671","rpsK","30S ribosomal subunit protein S11(rpsK)",1,947792
"1672","rpsL","30S ribosomal subunit protein S12(rpsL)",1,947845
"1673","rpsM","30S ribosomal subunit protein S13(rpsM)",1,947791
"1674","rpsN","30S ribosomal subunit protein S14(rpsN)",1,947801
"1675","rpsO","30S ribosomal subunit protein S15(rpsO)",1,947686
"1676","rpsP","30S ribosomal subunit protein S16(rpsP)",1,947103
"1677","rpsQ","30S ribosomal subunit protein S17(rpsQ)",1,947808
"1678","rpsR","30S ribosomal subunit protein S18(rpsR)",1,948721
"1679","rpsS","30S ribosomal subunit protein S19(rpsS)",1,947811
"1680","rpsT","30S ribosomal subunit protein S20(rpsT)",1,944759
"1681","rpsU","30S ribosomal subunit protein S21(rpsU)",1,947577
"1682","rsd","stationary phase protein, binds sigma 70 RNA polymerase subunit(rsd)",1,948496
"1683","rseA","anti-sigma factor(rseA)",1,947053
"1684","rseB","anti-sigma E factor, binds RseA(rseB)",1,947054
"1685","rseC","SoxR iron-sulfur cluster reduction factor component(rseC)",1,947052
"1686","rsmC","16S rRNA m(2)G1207 methyltransferase, SAM-dependent(rsmC)",1,948892
"1687","rsmD","16S rRNA m(2)G966 methyltransferase, SAM-dependent(rsmD)",1,947977
"1688","rspA","bifunctional D-altronate/D-mannonate dehydratase(rspA)",1,946126
"1689","rspB","putative Zn-dependent NAD(P)-binding oxidoreductase(rspB)",1,946127
"1690","rstA","response regulator of RstAB two-component system(rstA)",1,946199
"1691","rstB","sensory histidine kinase of RstAB two-component system(rstB)",1,948870
"1692","rsuA","16S rRNA pseudouridine(516) synthase(rsuA)",1,945378
"1693","rtcA","RNA 3'-terminal phosphate cyclase(rtcA)",1,2847707
"1694","rtcB","RNA-splicing ligase(rtcB)",1,947929
"1695","rtcR","sigma 54-dependent transcriptional regulator of rtcBA expression(rtcR)",1,947928
"1696","rtn","resistance protein for phages lambda and N4, putative membrane-anchored cyclic-di-GMP phosphodiesterase(rtn)",1,946695
"1697","ruvA","component of RuvABC resolvasome, regulatory subunit(ruvA)",1,946369
"1698","ruvB","ATP-dependent DNA helicase, component of RuvABC resolvasome(ruvB)",1,946371
"1699","ruvC","component of RuvABC resolvasome, endonuclease(ruvC)",1,946378
"1700","rzpR","pseudo(rzpR)",1,945928
"1701","sanA","DUF218 superfamily vancomycin high temperature exclusion protein(sanA)",1,949003
"1702","sapA","antimicrobial peptide transport ABC transporter periplasmic binding protein(sapA)",1,945873
"1703","sapB","antimicrobial peptide transport ABC transporter permease(sapB)",1,946191
"1704","sapC","antimicrobial peptide transport ABC transporter permease(sapC)",1,945266
"1705","sapD","antimicrobial peptide ABC transporter ATPase(sapD)",1,946203
"1706","sapF","antimicrobial peptide ABC transporter ATPase(sapF)",1,945335
"1707","sbcB","exodeoxyribonuclease I; exonuclease I(sbcB)",1,946529
"1708","sbcC","exonuclease, dsDNA, ATP-dependent(sbcC)",1,949076
"1709","sbcD","exonuclease, dsDNA, ATP-dependent(sbcD)",1,945049
"1710","sbmA","peptide antibiotic transporter(sbmA)",1,946884
"1711","sbmC","DNA gyrase inhibitor(sbmC)",1,946546
"1712","sbp","sulfate transporter subunit(sbp)",1,948411
"1713","sdaA","L-serine dehydratase 1(sdaA)",1,946331
"1714","sdaB","L-serine dehydratase 2(sdaB)",1,947262
"1715","sdaC","putative serine transporter(sdaC)",1,947264
"1716","sdhA","succinate dehydrogenase, flavoprotein subunit(sdhA)",1,945402
"1717","sdhB","succinate dehydrogenase, FeS subunit(sdhB)",1,945300
"1718","sdhC","succinate dehydrogenase, membrane subunit, binds cytochrome b556(sdhC)",1,945316
"1719","sdhD","succinate dehydrogenase, membrane subunit, binds cytochrome b556(sdhD)",1,945322
"1720","secA","preprotein translocase subunit, ATPase(secA)",1,944821
"1721","secB","protein export chaperone(secB)",1,948123
"1722","secD","SecYEG protein translocase auxillary subunit(secD)",1,949133
"1723","secE","preprotein translocase membrane subunit(secE)",1,948486
"1724","secF","SecYEG protein translocase auxillary subunit(secF)",1,949120
"1725","secG","preprotein translocase membrane subunit(secG)",1,947720
"1726","secY","preprotein translocase membrane subunit(secY)",1,947799
"1727","selA","selenocysteine synthase(selA)",1,948124
"1728","selB","selenocysteinyl-tRNA-specific translation factor(selB)",1,948103
"1729","selD","selenophosphate synthase(selD)",1,946768
"1730","seqA","negative modulator of initiation of replication(seqA)",1,945272
"1731","serA","D-3-phosphoglycerate dehydrogenase(serA)",1,945258
"1732","serB","3-phosphoserine phosphatase(serB)",1,948913
"1733","serC","3-phosphoserine/phosphohydroxythreonine aminotransferase(serC)",1,945527
"1734","serS","seryl-tRNA synthetase(serS)",1,945506
"1735","setA","broad specificity sugar efflux system(setA)",1,944793
"1736","setB","lactose/glucose efflux system(setB)",1,946673
"1737","sfmA","FimA homolog, function unknown(sfmA)",1,945522
"1738","sfmC","putative periplasmic pilus chaperone(sfmC)",1,945367
"1739","sfmD","putative outer membrane export usher protein(sfmD)",1,945160
"1740","sfmF","FimA homolog, function unknown(sfmF)",1,944977
"1741","sfmH","FimA homolog, function unknown(sfmH)",1,945407
"1742","sfsA","sugar fermentation stimulation protein A(sfsA)",1,944855
"1743","sgbE","L-ribulose-5-phosphate 4-epimerase(sgbE)",1,948099
"1744","sgbH","3-keto-L-gulonate 6-phosphate decarboxylase(sgbH)",1,948098
"1745","sgbU","putative L-xylulose 5-phosphate 3-epimerase(sgbU)",1,948100
"1746","sgcA","putative phosphotransferase enzyme IIA component(sgcA)",1,948831
"1747","sgcB","putative enzyme IIB component of PTS(sgcB)",1,1450295
"1748","sgcC","putative PTS system EIIC permease component(sgcC)",1,946849
"1749","sgcE","putative epimerase(sgcE)",1,948829
"1750","sgcQ","putative nucleoside triphosphatase(sgcQ)",1,948834
"1751","sgcR","putative DNA-binding transcriptional regulator(sgcR)",1,946830
"1752","sgcX","putative endoglucanase with Zn-dependent exopeptidase domain(sgcX)",1,948840
"1753","shiA","shikimate transporter(shiA)",1,946495
"1754","sieB","phage superinfection exclusion protein, Rac prophage(sieB)",1,945913
"1755","sixA","phosphohistidine phosphatase(sixA)",1,946815
"1756","slmA","nucleoid occlusion factor, anti-FtsZ division inhibitor(slmA)",1,948158
"1757","slp","outer membrane lipoprotein(slp)",1,948022
"1758","slt","lytic murein transglycosylase, soluble(slt)",1,948908
"1759","slyA","global transcriptional regulator(slyA)",1,946167
"1760","slyB","outer membrane lipoprotein(slyB)",1,946801
"1761","slyD","FKBP-type peptidyl prolyl cis-trans isomerase (rotamase)(slyD)",1,947859
"1762","slyX","phi X174 lysis protein(slyX)",1,947849
"1763","smf","DNA recombination-mediator A family protein(smf)",1,2847708
"1764","smg","DUF494 family putative periplasmic protein(smg)",1,947781
"1765","smpB","tmRNA-binding trans-translation protein(smpB)",1,947296
"1766","smtA","putative S-adenosyl-L-methionine-dependent methyltransferase(smtA)",1,945547
"1767","sodA","superoxide dismutase, Mn(sodA)",1,948403
"1768","sodB","superoxide dismutase, Fe(sodB)",1,944953
"1769","sodC","superoxide dismutase, Cu, Zn, periplasmic(sodC)",1,945343
"1770","sohB","inner membrane protein, S49 peptidase family protein(sohB)",1,945858
"1771","solA","N-methyltryptophan oxidase, FAD-binding(solA)",1,944983
"1772","soxR","redox-sensitive transcriptional activator of soxS; autorepressor(soxR)",1,948566
"1773","soxS","superoxide response regulon transcriptional activator; autoregulator(soxS)",1,948567
"1774","speA","biosynthetic arginine decarboxylase, PLP-binding(speA)",1,947432
"1775","speB","agmatinase(speB)",1,947715
"1776","speC","ornithine decarboxylase, constitutive(speC)",1,947457
"1777","speD","S-adenosylmethionine decarboxylase(speD)",1,947719
"1778","speE","spermidine synthase (putrescine aminopropyltransferase)(speE)",1,947726
"1779","speF","ornithine decarboxylase isozyme, inducible(speF)",1,945297
"1780","speG","spermidine N(1)-acetyltransferase(speG)",1,946117
"1781","spoT","bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase(spoT)",1,948159
"1782","sppA","protease IV (signal peptide peptidase)(sppA)",1,946281
"1783","spy","periplasmic ATP-independent protein refolding chaperone, stress-induced(spy)",1,946253
"1784","srlA","glucitol/sorbitol-specific enzyme IIC component of PTS(srlA)",1,947575
"1785","srlB","glucitol/sorbitol-specific enzyme IIA component of PTS(srlB)",1,948971
"1786","srlD","sorbitol-6-phosphate dehydrogenase(srlD)",1,948937
"1787","srlE","glucitol/sorbitol-specific enzyme IIB component of PTS(srlE)",1,948933
"1788","srlR","sorbitol-inducible srl operon transcriptional repressor(srlR)",1,948942
"1789","srmB","ATP-dependent RNA helicase(srmB)",1,947055
"1790","ssb","single-stranded DNA-binding protein(ssb)",1,948570
"1791","sseA","3-mercaptopyruvate sulfurtransferase(sseA)",1,946993
"1792","sseB","rhodanase-like enzyme, sulfur transfer from thiosulfate(sseB)",1,946994
"1793","ssnA","putative chlorohydrolase/aminohydrolase(ssnA)",1,949072
"1794","sspA","stringent starvation protein A, phage P1 late gene activator, RNAP-associated acid-resistance protein, inactive glutathione S-transferase homolog(sspA)",1,944744
"1795","sspB","ClpXP protease specificity enhancing factor(sspB)",1,944774
"1796","ssuA","aliphatic sulfonate ABC transporter periplasmic binding protein(ssuA)",1,945560
"1797","ssuB","aliphatic sulfonate ABC transporter ATPase(ssuB)",1,947220
"1798","ssuC","aliphatic sulfonate ABC transporter permease(ssuC)",1,947216
"1799","ssuD","alkanesulfonate monooxygenase, FMNH(2)-dependent(ssuD)",1,945557
"1800","ssuE","NAD(P)H-dependent FMN reductase(ssuE)",1,945947
"1801","stfR","Rac prophage; putative tail fiber protein(stfR)",1,945207
"1802","stpA","DNA binding protein, nucleoid-associated(stpA)",1,947130
"1803","sucA","2-oxoglutarate decarboxylase, thiamine triphosphate-binding(sucA)",1,945303
"1804","sucB","dihydrolipoyltranssuccinase(sucB)",1,945307
"1805","sucC","succinyl-CoA synthetase, beta subunit(sucC)",1,945312
"1806","sucD","succinyl-CoA synthetase, NAD(P)-binding, alpha subunit(sucD)",1,945314
"1807","sufA","Fe-S cluster assembly protein(sufA)",1,949014
"1808","sufB","component of SufBCD Fe-S cluster assembly scaffold(sufB)",1,945753
"1809","sufC","SufBCD Fe-S cluster assembly scaffold protein, ATP-binding protein(sufC)",1,946128
"1810","sufD","component of SufBCD Fe-S cluster assembly scaffold(sufD)",1,944878
"1811","sufE","sulfur acceptor protein(sufE)",1,946173
"1812","sufS","cysteine desulfurase, stimulated by SufE; selenocysteine lyase, PLP-dependent(sufS)",1,946185
"1813","sugE","multidrug efflux system protein(sugE)",1,948671
"1814","suhB","inositol monophosphatase(suhB)",1,947285
"1815","sulA","SOS cell division inhibitor(sulA)",1,947335
"1816","surA","peptidyl-prolyl cis-trans isomerase (PPIase)(surA)",1,944812
"1817","syd","SecY-interacting protein(syd)",1,947271
"1818","tadA","tRNA-specific adenosine deaminase(tadA)",1,947027
"1819","tag","3-methyl-adenine DNA glycosylase I, constitutive(tag)",1,947137
"1820","talA","transaldolase A(talA)",1,947006
"1821","talB","transaldolase B(talB)",1,944748
"1822","tam","trans-aconitate methyltransferase(tam)",1,946074
"1823","tap","methyl-accepting protein IV(tap)",1,946397
"1824","tar","methyl-accepting chemotaxis protein II(tar)",1,946399
"1825","tas","putative NADP(H)-dependent aldo-keto reductase(tas)",1,947306
"1826","tatA","TatABCE protein translocation system subunit(tatA)",1,948321
"1827","tatB","TatABCE protein translocation system subunit(tatB)",1,948319
"1828","tatC","TatABCE protein translocation system subunit(tatC)",1,948328
"1829","tatD","quality control of Tat-exported FeS proteins; Mg-dependent cytoplasmic DNase(tatD)",1,2847752
"1830","tatE","TatABCE protein translocation system subunit(tatE)",1,945228
"1831","tauA","taurine ABC transporter periplasmic binding protein(tauA)",1,945030
"1832","tauB","taurine ABC transporter ATPase(tauB)",1,945027
"1833","tauC","taurine ABC transporter permease(tauC)",1,945026
"1834","tauD","taurine dioxygenase, 2-oxoglutarate-dependent(tauD)",1,945021
"1835","tdcA","tdc operon transcriptional activator(tdcA)",1,947494
"1836","tdcB","L-threonine dehydratase, catabolic(tdcB)",1,947633
"1837","tdcC","L-threonine/L-serine transporter(tdcC)",1,947629
"1838","tdcD","propionate kinase/acetate kinase C, anaerobic(tdcD)",1,947635
"1839","tdcE","pyruvate formate-lyase 4/2-ketobutyrate formate-lyase(tdcE)",1,947623
"1840","tdcF","putative reactive intermediate deaminase(tdcF)",1,947624
"1841","tdcG","L-serine dehydratase 3, anaerobic(tdcG)",1,2847724
"1842","tdcR","L-threonine dehydratase operon activator protein(tdcR)",1,944907
"1843","tdh","L-threonine 3-dehydrogenase, NAD(P)-binding(tdh)",1,948139
"1844","tdk","thymidine kinase/deoxyuridine kinase(tdk)",1,945834
"1845","tehA","potassium-tellurite ethidium and proflavin transporter(tehA)",1,945852
"1846","tehB","tellurite, selenium methyltransferase, SAM-dependent; tellurite, selenium resistance protein(tehB)",1,945979
"1847","tesA","acyl-CoA thioesterase 1 and protease I and lysophospholipase L1(tesA)",1,945127
"1848","tesB","acyl-CoA thioesterase 2(tesB)",1,945074
"1849","tfaE","e14 prophage; putative tail fiber assembly protein(tfaE)",1,945723
"1850","tgt","tRNA-guanine transglycosylase(tgt)",1,949130
"1851","thiC","phosphomethylpyrimidine synthase(thiC)",1,948492
"1852","thiD","hydroxy-methylpyrimidine kinase and hydroxy-phosphomethylpyrimidine kinase(thiD)",1,946459
"1853","thiE","thiamine phosphate synthase (thiamine phosphate pyrophosphorylase)(thiE)",1,948491
"1854","thiF","adenylyltransferase, modifies ThiS C-terminus(thiF)",1,948500
"1855","thiG","thiamine biosynthesis ThiGH complex subunit(thiG)",1,948493
"1856","thiH","tyrosine lyase, involved in thiamine-thiazole moiety synthesis(thiH)",1,948494
"1857","thiI","tRNA s(4)U8 sulfurtransferase(thiI)",1,945067
"1858","thiK","thiamine kinase(thiK)",1,948525
"1859","thiL","thiamine monophosphate kinase(thiL)",1,947387
"1860","thiM","hydoxyethylthiazole kinase(thiM)",1,945142
"1861","thiP","thiamine/thiamine pyrophosphate ABC transporter permease(thiP)",1,944784
"1862","thiQ","thiamine/thiamine pyrophosphate ABC transporter ATPase(thiQ)",1,944785
"1863","thiS","immediate sulfur donor in thiazole formation(thiS)",1,2847702
"1864","thrA","Bifunctional aspartokinase/homoserine dehydrogenase 1(thrA)",1,945803
"1865","thrB","homoserine kinase(thrB)",1,947498
"1866","thrC","L-threonine synthase(thrC)",1,945198
"1867","thrL","thr operon leader peptide(thrL)",1,944742
"1868","thrS","threonyl-tRNA synthetase(thrS)",1,946222
"1869","thyA","thymidylate synthetase(thyA)",1,949035
"1870","tig","peptidyl-prolyl cis/trans isomerase (trigger factor)(tig)",1,945081
"1871","tilS","tRNA(Ile)-lysidine synthetase(tilS)",1,944889
"1872","tktA","transketolase 1, thiamine triphosphate-binding(tktA)",1,947420
"1873","tktB","transketolase 2, thiamine triphosphate-binding(tktB)",1,945865
"1874","tldD","putative peptidase(tldD)",1,947749
"1875","tmk","thymidylate kinase(tmk)",1,945663
"1876","tnaA","tryptophanase/L-cysteine desulfhydrase, PLP-dependent(tnaA)",1,948221
"1877","tnaB","tryptophan transporter of low affinity(tnaB)",1,948220
"1878","tolA","membrane anchored protein in TolA-TolQ-TolR complex(tolA)",1,946625
"1879","tolB","periplasmic protein(tolB)",1,945429
"1880","tolC","transport channel(tolC)",1,947521
"1881","tolQ","membrane spanning protein in TolA-TolQ-TolR complex(tolQ)",1,948900
"1882","tolR","membrane spanning protein in TolA-TolQ-TolR complex(tolR)",1,945328
"1883","tonB","membrane spanning protein in TonB-ExbB-ExbD transport complex(tonB)",1,945843
"1884","topA","DNA topoisomerase I, omega subunit(topA)",1,945862
"1885","topB","DNA topoisomerase III(topB)",1,946141
"1886","torA","trimethylamine N-oxide (TMAO) reductase I, catalytic subunit(torA)",1,946267
"1887","torC","trimethylamine N-oxide (TMAO) reductase I, cytochrome c-type subunit(torC)",1,946252
"1888","torD","TorA-maturation chaperone(torD)",1,945625
"1889","torR","response regulator in two-component regulatory system with TorS(torR)",1,946182
"1890","torS","hybrid sensory histidine kinase in two-component regulatory system with TorR(torS)",1,945595
"1891","torT","periplasmic sensory protein associated with the TorRS two-component regulatory system(torT)",1,946289
"1892","torY","TMAO reductase III (TorYZ), cytochrome c-type subunit(torY)",1,946490
"1893","torZ","trimethylamine N-oxide reductase system III, catalytic subunit(torZ)",1,946389
"1894","tpiA","triosephosphate isomerase(tpiA)",1,948409
"1895","tpx","lipid hydroperoxide peroxidase(tpx)",1,945880
"1896","tqsA","pheromone AI-2 transporter(tqsA)",1,946142
"1897","treA","periplasmic trehalase(treA)",1,945757
"1898","treB","trehalose-specific PTS enzyme: IIB and IIC component(treB)",1,948761
"1899","treC","trehalose-6-P hydrolase(treC)",1,948762
"1900","treF","cytoplasmic trehalase(treF)",1,948037
"1901","treR","trehalose 6-phosphate-inducible trehalose regulon transcriptional repressor(treR)",1,948760
"1902","trg","methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor(trg)",1,945995
"1903","trkA","NAD-binding component of TrK potassium transporter(trkA)",1,947788
"1904","trkG","Rac prophage; potassium transporter subunit(trkG)",1,945932
"1905","trkH","potassium transporter(trkH)",1,948333
"1906","trmA","tRNA m(5)U54 methyltransferase, SAM-dependent; tmRNA m(5)U341 methyltransferase(trmA)",1,947143
"1907","trmD","tRNA m(1)G37 methyltransferase, SAM-dependent(trmD)",1,947099
"1908","trmH","tRNA mG18-2'-O-methyltransferase, SAM-dependent(trmH)",1,948161
"1909","trpA","tryptophan synthase, alpha subunit(trpA)",1,946204
"1910","trpB","tryptophan synthase, beta subunit(trpB)",1,945768
"1911","trpC","indole-3-glycerolphosphate synthetase and N-(5-phosphoribosyl)anthranilate isomerase(trpC)",1,945519
"1912","trpD","fused glutamine amidotransferase (component II) of anthranilate synthase/anthranilate phosphoribosyl transferase(trpD)",1,945109
"1913","trpE","component I of anthranilate synthase(trpE)",1,945846
"1914","trpR","transcriptional repressor, tryptophan-binding(trpR)",1,948917
"1915","trpS","tryptophanyl-tRNA synthetase(trpS)",1,947894
"1916","truA","tRNA pseudouridine(38-40) synthase(truA)",1,946793
"1917","truB","tRNA pseudouridine synthase B: tRNA pseudouridine(55) synthase and putative tmRNA pseudouridine(342) synthase(truB)",1,947687
"1918","truD","tRNA(Glu) pseudouridine(13) synthase(truD)",1,947214
"1919","trxA","thioredoxin 1(trxA)",1,948289
"1920","trxB","thioredoxin reductase, FAD/NAD(P)-binding(trxB)",1,949054
"1921","trxC","thioredoxin 2(trxC)",1,947062
"1922","tsf","translation elongation factor EF-Ts(tsf)",1,944866
"1923","tsr","methyl-accepting chemotaxis protein I, serine sensor receptor(tsr)",1,948884
"1924","tsx","nucleoside channel, receptor of phage T6 and colicin K(tsx)",1,946242
"1925","ttdA","L-tartrate dehydratase, alpha subunit(ttdA)",1,947565
"1926","ttdB","L-tartrate dehydratase, beta subunit(ttdB)",1,947568
"1927","tufA","translation elongation factor EF-Tu 1(tufA)",1,947838
"1928","tufB","translation elongation factor EF-Tu 2(tufB)",1,948482
"1929","tus","inhibitor of replication at Ter, DNA-binding protein(tus)",1,945135
"1930","tynA","tyramine oxidase, copper-requiring(tynA)",1,945939
"1931","tyrA","fused chorismate mutase T/prephenate dehydrogenase(tyrA)",1,947115
"1932","tyrB","tyrosine aminotransferase, tyrosine-repressible, PLP-dependent(tyrB)",1,948563
"1933","tyrP","tyrosine transporter(tyrP)",1,946412
"1934","tyrR","aromatic amino acid biosynthesis and transport regulon transcriptional regulator; autorepressor; ATPase; phosphatase(tyrR)",1,945879
"1935","tyrS","tyrosyl-tRNA synthetase(tyrS)",1,948855
"1936","ubiA","p-hydroxybenzoate octaprenyltransferase(ubiA)",1,948540
"1937","ubiB","regulator of octaprenylphenol hydroxylation, ubiquinone synthesis; regulator of 2'-N-acetyltransferase; putative ABC1 family protein kinase(ubiB)",1,948322
"1938","ubiC","chorismate--pyruvate lyase(ubiC)",1,948545
"1939","ubiD","3-octaprenyl-4-hydroxybenzoate decarboxylase(ubiD)",1,948326
"1940","ubiE","bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase/ S-adenosylmethionine:2-DMK methyltransferase(ubiE)",1,948926
"1941","ubiF","2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol oxygenase(ubiF)",1,945261
"1942","ubiG","bifunctional 3-demethylubiquinone-9 3-methyltransferase/ 2-octaprenyl-6-hydroxy phenol methylase(ubiG)",1,946607
"1943","ubiH","2-octaprenyl-6-methoxyphenol hydroxylase, FAD/NAD(P)-binding(ubiH)",1,947388
"1944","ubiX","3-octaprenyl-4-hydroxybenzoate carboxy-lyase(ubiX)",1,949033
"1945","ucpA","furfural resistance protein, putative short-chain oxidoreductase(ucpA)",1,946898
"1946","udk","uridine/cytidine kinase(udk)",1,946597
"1947","udp","uridine phosphorylase(udp)",1,948987
"1948","ugd","UDP-glucose 6-dehydrogenase(ugd)",1,946571
"1949","ugpA","sn-glycerol-3-phosphate ABC transporter permease(ugpA)",1,947957
"1950","ugpB","sn-glycerol-3-phosphate ABC transporter periplasmic binding protein(ugpB)",1,947962
"1951","ugpC","sn-glycerol-3-phosphate ABC transporter ATPase(ugpC)",1,947953
"1952","ugpE","sn-glycerol-3-phosphate ABC transporter permease(ugpE)",1,947959
"1953","ugpQ","glycerophosphodiester phosphodiesterase, cytosolic(ugpQ)",1,947955
"1954","uhpA","response regulator in two-component regulatory system wtih UhpB(uhpA)",1,948178
"1955","uhpB","sensory histidine kinase in two-component regulatory sytem with UhpA(uhpB)",1,948195
"1956","uhpC","membrane protein regulates uhpT expression(uhpC)",1,948184
"1957","uhpT","hexose phosphate transporter(uhpT)",1,948201
"1958","uidA","beta-D-glucuronidase(uidA)",1,946149
"1959","uidB","glucuronide transporter(uidB)",1,947484
"1960","uidC","putative outer membrane porin for beta-glucuronides porin protein(uidC)",1,944820
"1961","uidR","transcriptional repressor(uidR)",1,946150
"1962","ulaA","L-ascorbate-specific enzyme IIC permease component of PTS(ulaA)",1,948717
"1963","ulaD","3-keto-L-gulonate 6-phosphate decarboxylase(ulaD)",1,948714
"1964","umuC","translesion error-prone DNA polymerase V subunit; DNA polymerase activity(umuC)",1,946359
"1965","umuD","translesion error-prone DNA polymerase V subunit; RecA-activated auto-protease(umuD)",1,945746
"1966","ung","uracil-DNA-glycosylase(ung)",1,947067
"1967","upp","uracil phosphoribosyltransferase(upp)",1,946979
"1968","uraA","uracil permease(uraA)",1,946978
"1969","usg","putative semialdehyde dehydrogenase(usg)",1,946797
"1970","ushA","bifunctional UDP-sugar hydrolase/5'-nucleotidase(ushA)",1,947331
"1971","uspA","universal stress global response regulator(uspA)",1,948007
"1972","uup","replication regulatory ABC-F family DNA-binding ATPase(uup)",1,945566
"1973","uvrA","ATPase and DNA damage recognition protein of nucleotide excision repair excinuclease UvrABC(uvrA)",1,948559
"1974","uvrB","exision nuclease of nucleotide excision repair, DNA damage recognition component(uvrB)",1,945385
"1975","uvrC","excinuclease UvrABC, endonuclease subunit(uvrC)",1,947203
"1976","uvrD","DNA-dependent ATPase I and helicase II(uvrD)",1,948347
"1977","uvrY","response regulator in two-component regulatory system with BarA(uvrY)",1,946424
"1978","uxaA","altronate hydrolase(uxaA)",1,947603
"1979","uxaB","altronate oxidoreductase, NAD-dependent(uxaB)",1,945542
"1980","uxaC","uronate isomerase(uxaC)",1,947599
"1981","uxuA","mannonate hydrolase(uxuA)",1,947082
"1982","uxuB","D-mannonate oxidoreductase, NAD-dependent(uxuB)",1,946795
"1983","uxuR","fructuronate-inducible hexuronate regulon transcriptional repressor; autorepressor(uxuR)",1,948849
"1984","valS","valyl-tRNA synthetase(valS)",1,948785
"1985","waaA","3-deoxy-D-manno-octulosonic-acid transferase (KDO transferase)(waaA)",1,949048
"1986","waaC","ADP-heptose:LPS heptosyl transferase I(waaC)",1,948136
"1987","waaF","ADP-heptose:LPS heptosyltransferase II(waaF)",1,948135
"1988","waaG","UDP-glucose:(heptosyl)lipopolysaccharide alpha-1,3-glucosyltransferase; lipopolysaccharide core biosynthesis protein; lipopolysaccharide glucosyltransferase I(waaG)",1,948149
"1989","waaL","O-antigen ligase(waaL)",1,948148
"1990","waaO","UDP-D-galactose:(glucosyl)lipopolysaccharide-alpha-1,3-D-galactosyltransferase(waaO)",1,948143
"1991","waaP","kinase that phosphorylates core heptose of lipopolysaccharide(waaP)",1,948150
"1992","waaQ","lipopolysaccharide core biosynthesis protein(waaQ)",1,948155
"1993","waaY","lipopolysaccharide core biosynthesis protein(waaY)",1,948145
"1994","wcaA","putative glycosyl transferase(wcaA)",1,946570
"1995","wcaB","putative acyl transferase(wcaB)",1,946573
"1996","wcaC","putative glycosyl transferase(wcaC)",1,946579
"1997","wcaD","putative colanic acid polymerase(wcaD)",1,946550
"1998","wcaE","putative glycosyl transferase(wcaE)",1,946543
"1999","wcaF","putative acyl transferase(wcaF)",1,946578
"2000","wcaG","bifunctional GDP-fucose synthetase: GDP-4-dehydro-6-deoxy-D-mannose epimerase/ GDP-4-dehydro-6-L-deoxygalactose reductase(wcaG)",1,946563
"2001","wcaH","GDP-mannose mannosyl hydrolase(wcaH)",1,946559
"2002","wcaI","putative glycosyl transferase(wcaI)",1,946588
"2003","wcaJ","colanic biosynthesis UDP-glucose lipid carrier transferase(wcaJ)",1,946583
