"","From","To","Species","Gene.Name"
"6421","putP",7151206,"Escherichia coli IAI39","proline:sodium symporter(putP)"
"6422","putP",945602,"Escherichia coli str. K-12 substr. MG1655","proline:sodium symporter(putP)"
"6423","putP",7157586,"Escherichia coli UMN026","proline:sodium symporter(putP)"
"6424","ydgT",7153569,"Escherichia coli IAI39","oriC-binding nucleoid-associated protein(ydgT)"
"6425","ydgT",7155888,"Escherichia coli UMN026","oriC-binding nucleoid-associated protein(ydgT)"
"6426","tesB",7155742,"Escherichia coli UMN026","acyl-CoA thioesterase II(tesB)"
"6427","tesB",7153291,"Escherichia coli IAI39","acyl-CoA thioesterase II(tesB)"
"6428","tesB",945074,"Escherichia coli str. K-12 substr. MG1655","acyl-CoA thioesterase 2(tesB)"
"6429","tgt",914559,"Escherichia coli O157:H7 str. Sakai","queuine tRNA-ribosyltransferase(tgt)"
"6430","tgt",949130,"Escherichia coli str. K-12 substr. MG1655","tRNA-guanine transglycosylase(tgt)"
"6431","tgt",12874619,"Escherichia coli O83:H1 str. NRG 857C","queuine tRNA-ribosyltransferase(tgt)"
"6432","tgt",7157612,"Escherichia coli UMN026","queuine tRNA -ribosyltransferase(tgt)"
"6433","tgt",13702501,"Escherichia coli O104:H4 str. 2011C-3493","queuine tRNA-ribosyltransferase(tgt)"
"6434","tgt",7153274,"Escherichia coli IAI39","queuine tRNA-ribosyltransferase(tgt)"
"6435","sppA",7155058,"Escherichia coli UMN026","protease 4(sppA)"
"6436","sppA",7150737,"Escherichia coli IAI39","protease 4(sppA)"
"6437","sppA",946281,"Escherichia coli str. K-12 substr. MG1655","protease IV (signal peptide peptidase)(sppA)"
"6438","yjdC",7159354,"Escherichia coli UMN026","pseudo(yjdC)"
"6439","yjdC",7150588,"Escherichia coli IAI39","putative transcriptional regulator(yjdC)"
"6440","yjdC",948650,"Escherichia coli str. K-12 substr. MG1655","putative transcriptional regulator(yjdC)"
"6441","yjdC",7155615,"Escherichia coli UMN026","pseudo(yjdC)"
"6442","fucU",7151448,"Escherichia coli IAI39","L-fucose mutarotase(fucU)"
"6443","fucU",13700762,"Escherichia coli O104:H4 str. 2011C-3493","L-fucose mutarotase(fucU)"
"6444","fucU",7156471,"Escherichia coli UMN026","L-fucose mutarotase(fucU)"
"6445","fucU",945842,"Escherichia coli str. K-12 substr. MG1655","L-fucose mutarotase(fucU)"
"6446","yjdF",7152041,"Escherichia coli IAI39","hypothetical protein(yjdF)"
"6447","yjdF",948634,"Escherichia coli str. K-12 substr. MG1655","DUF2238 family inner membrane protein(yjdF)"
"6448","yjdF",7157091,"Escherichia coli UMN026","hypothetical protein(yjdF)"
"6449","tolC",13700432,"Escherichia coli O104:H4 str. 2011C-3493","outer membrane channel protein(tolC)"
"6450","tolC",916248,"Escherichia coli O157:H7 str. Sakai","outer membrane channel protein(tolC)"
"6451","tolC",7152266,"Escherichia coli IAI39","outer membrane channel protein(tolC)"
"6452","tolC",12878109,"Escherichia coli O83:H1 str. NRG 857C","outer membrane channel protein(tolC)"
"6453","tolC",947521,"Escherichia coli str. K-12 substr. MG1655","transport channel(tolC)"
"6454","tolC",7157320,"Escherichia coli UMN026","outer membrane channel protein(tolC)"
"6455","yjdI",7156123,"Escherichia coli UMN026","hypothetical protein(yjdI)"
"6456","yjdI",948648,"Escherichia coli str. K-12 substr. MG1655","putative 4Fe-4S mono-cluster protein(yjdI)"
"6457","yjdI",7151100,"Escherichia coli IAI39","hypothetical protein(yjdI)"
"6458","bcsC",7155860,"Escherichia coli UMN026","pseudo(bcsC)"
"6459","bcsC",7159209,"Escherichia coli UMN026","pseudo(bcsC)"
"6460","bcsC",948047,"Escherichia coli str. K-12 substr. MG1655","cellulose synthase subunit(bcsC)"
"6461","bcsC",7154132,"Escherichia coli IAI39","cellulose synthase subunit BcsC(bcsC)"
"6462","yjdJ",948647,"Escherichia coli str. K-12 substr. MG1655","GNAT family putative N-acetyltransferase(yjdJ)"
"6463","yjdJ",7159357,"Escherichia coli UMN026","putative acyltransferase(yjdJ)"
"6464","yjdJ",7154280,"Escherichia coli IAI39","putative acyl-CoA N-acyltransferase domain-containing acyltransferase(yjdJ)"
"6465","yjdK",7159358,"Escherichia coli UMN026","hypothetical protein(yjdK)"
"6466","yjdK",7154281,"Escherichia coli IAI39","hypothetical protein(yjdK)"
"6467","sgcE",7157919,"Escherichia coli UMN026","epimerase(sgcE)"
"6468","sgcE",948829,"Escherichia coli str. K-12 substr. MG1655","putative epimerase(sgcE)"
"6469","yjdL",7151987,"Escherichia coli IAI39","putative transporter(yjdL)"
"6470","yjdL",7157034,"Escherichia coli UMN026","putative transporter(yjdL)"
"6471","sgcC",7157918,"Escherichia coli UMN026","putative phosphotransferase enzyme IIC component; KpLE2 phage-like element(sgcC)"
"6472","sgcC",946849,"Escherichia coli str. K-12 substr. MG1655","putative PTS system EIIC permease component(sgcC)"
"6473","sgcB",1450295,"Escherichia coli str. K-12 substr. MG1655","putative enzyme IIB component of PTS(sgcB)"
"6474","sgcB",7157916,"Escherichia coli UMN026","putative enzyme IIB component of PTS; KpLE2 phage-like element(sgcB)"
"6475","yjdP",7152669,"Escherichia coli IAI39","hypothetical protein(yjdP)"
"6476","yjdP",2847754,"Escherichia coli str. K-12 substr. MG1655","putative periplasmic protein(yjdP)"
"6477","yjdP",7155478,"Escherichia coli UMN026","hypothetical protein(yjdP)"
"6478","sgcA",7157917,"Escherichia coli UMN026","putative phosphotransferase enzyme IIA component; KpLE2 phage-like element(sgcA)"
"6479","sgcA",948831,"Escherichia coli str. K-12 substr. MG1655","putative phosphotransferase enzyme IIA component(sgcA)"
"6480","yjcS",948597,"Escherichia coli str. K-12 substr. MG1655","metallo-beta-lactamase superfamily protein(yjcS)"
"6481","yjcS",7159350,"Escherichia coli UMN026","putative alkyl sulfatase(yjcS)"
"6482","yjcS",7150396,"Escherichia coli IAI39","putative alkyl sulfatase(yjcS)"
"6483","yjcR",7154273,"Escherichia coli IAI39","multidrug resistance protein MdtN(yjcR)"
"6484","yjcR",7159349,"Escherichia coli UMN026","multidrug resistance protein MdtN(yjcR)"
"6485","ecnA",2847736,"Escherichia coli str. K-12 substr. MG1655","entericidin A membrane lipoprotein, antidote entericidin B(ecnA)"
"6486","ecnB",2847737,"Escherichia coli str. K-12 substr. MG1655","entericidin B membrane lipoprotein(ecnB)"
"6487","bcsA",7155857,"Escherichia coli UMN026","pseudo(bcsA)"
"6488","bcsA",13698912,"Escherichia coli O104:H4 str. 2011C-3493","cellulose synthase catalytic subunit(bcsA)"
"6489","bcsA",7155859,"Escherichia coli UMN026","pseudo(bcsA)"
"6490","bcsA",948053,"Escherichia coli str. K-12 substr. MG1655","cellulose synthase, catalytic subunit(bcsA)"
"6491","bcsA",12876473,"Escherichia coli O83:H1 str. NRG 857C","cellulose synthase catalytic subunit(bcsA)"
"6492","bcsA",7150844,"Escherichia coli IAI39","cellulose synthase catalytic subunit(bcsA)"
"6493","bcsA",915726,"Escherichia coli O157:H7 str. Sakai","cellulose synthase catalytic subunit(bcsA)"
"6494","yjcZ",7159353,"Escherichia coli UMN026","hypothetical protein(yjcZ)"
"6495","yjcZ",7154277,"Escherichia coli IAI39","hypothetical protein(yjcZ)"
"6496","yjcZ",948633,"Escherichia coli str. K-12 substr. MG1655","YjcZ family protein; yhjH motility defect suppressor(yjcZ)"
"6497","sgbU",7157912,"Escherichia coli UMN026","putative L-xylulose 5-phosphate 3-epimerase(sgbU)"
"6498","sgbU",948100,"Escherichia coli str. K-12 substr. MG1655","putative L-xylulose 5-phosphate 3-epimerase(sgbU)"
"6499","sgbU",7152845,"Escherichia coli IAI39","putative L-xylulose 5-phosphate 3-epimerase(sgbU)"
"6500","ffh",947102,"Escherichia coli str. K-12 substr. MG1655","Signal Recognition Particle (SRP) component with 4.5S RNA (ffs)(ffh)"
"6501","ffh",7157782,"Escherichia coli UMN026","signal recognition particle protein(ffh)"
"6502","ffh",7152728,"Escherichia coli IAI39","signal recognition particle protein(ffh)"
"6503","rho",7157678,"Escherichia coli UMN026","transcription termination factor Rho(rho)"
"6504","rho",7150109,"Escherichia coli IAI39","transcription termination factor Rho(rho)"
"6505","rho",915249,"Escherichia coli O157:H7 str. Sakai","transcription termination factor Rho(rho)"
"6506","rho",13700268,"Escherichia coli O104:H4 str. 2011C-3493","transcription termination factor Rho(rho)"
"6507","rho",12875858,"Escherichia coli O83:H1 str. NRG 857C","transcription termination factor Rho(rho)"
"6508","rho",948297,"Escherichia coli str. K-12 substr. MG1655","transcription termination factor(rho)"
"6509","yjdA",7157439,"Escherichia coli UMN026","hypothetical protein(yjdA)"
"6510","yjdA",7150397,"Escherichia coli IAI39","hypothetical protein(yjdA)"
"6511","yjcD",7157857,"Escherichia coli UMN026","putative permease(yjcD)"
"6512","yjcD",7152794,"Escherichia coli IAI39","putative permease(yjcD)"
"6513","yjcE",7159343,"Escherichia coli UMN026","putative cation/proton antiporter(yjcE)"
"6514","yjcE",7154269,"Escherichia coli IAI39","putative cation/proton antiporter(yjcE)"
"6515","yjcE",948577,"Escherichia coli str. K-12 substr. MG1655","putative cation/proton antiporter(yjcE)"
"6516","yjcB",948569,"Escherichia coli str. K-12 substr. MG1655","putative inner membrane protein(yjcB)"
"6517","yjcB",7157982,"Escherichia coli UMN026","hypothetical protein(yjcB)"
"6518","yjcB",7152902,"Escherichia coli IAI39","hypothetical protein(yjcB)"
"6519","yjcH",948574,"Escherichia coli str. K-12 substr. MG1655","DUF485 family inner membrane protein(yjcH)"
"6520","yjcH",7155694,"Escherichia coli UMN026","hypothetical protein(yjcH)"
"6521","yrfC",7159658,"Escherichia coli UMN026","putative fimbrial assembly protein (pilN-like)(yrfC)"
"6522","yrfC",7154561,"Escherichia coli IAI39","putative fimbrial assembly protein (pilN-like)(yrfC)"
"6523","yrfD",7159659,"Escherichia coli UMN026","putative pilus assembly protein(yrfD)"
"6524","yrfD",7154562,"Escherichia coli IAI39","putative pilus assembly protein(yrfD)"
"6525","greA",7159134,"Escherichia coli UMN026","transcription elongation factor GreA(greA)"
"6526","greA",13699278,"Escherichia coli O104:H4 str. 2011C-3493","transcription elongation factor GreA(greA)"
"6527","greA",947696,"Escherichia coli str. K-12 substr. MG1655","transcript cleavage factor(greA)"
"6528","greA",7154062,"Escherichia coli IAI39","transcription elongation factor GreA(greA)"
"6529","greA",12875796,"Escherichia coli O83:H1 str. NRG 857C","transcription elongation factor GreA(greA)"
"6530","greA",916087,"Escherichia coli O157:H7 str. Sakai","transcription elongation factor GreA(greA)"
"6531","yrfA",7151666,"Escherichia coli IAI39","hypothetical protein(yrfA)"
"6532","yrfA",7156693,"Escherichia coli UMN026","hypothetical protein(yrfA)"
"6533","yjcF",7159344,"Escherichia coli UMN026","hypothetical protein(yjcF)"
"6534","yjcF",948576,"Escherichia coli str. K-12 substr. MG1655","pentapeptide repeats protein(yjcF)"
"6535","yrfB",7159657,"Escherichia coli UMN026","hypothetical protein(yrfB)"
"6536","yrfB",7154560,"Escherichia coli IAI39","hypothetical protein(yrfB)"
"6537","yrfG",7151759,"Escherichia coli IAI39","putative hydrolase(yrfG)"
"6538","yrfG",7156793,"Escherichia coli UMN026","putative hydrolase(yrfG)"
"6539","yrfG",947904,"Escherichia coli str. K-12 substr. MG1655","GMP/IMP nucleotidase(yrfG)"
"6540","greB",915895,"Escherichia coli O157:H7 str. Sakai","transcription elongation factor GreB(greB)"
"6541","greB",12876256,"Escherichia coli O83:H1 str. NRG 857C","transcription elongation factor GreB(greB)"
"6542","greB",2847706,"Escherichia coli str. K-12 substr. MG1655","transcript cleavage factor(greB)"
"6543","greB",13699070,"Escherichia coli O104:H4 str. 2011C-3493","transcription elongation factor GreB(greB)"
"6544","greB",7157349,"Escherichia coli UMN026","transcription elongation factor GreB(greB)"
"6545","greB",7152296,"Escherichia coli IAI39","transcription elongation factor GreB(greB)"
"6546","yrfF",947905,"Escherichia coli str. K-12 substr. MG1655","putative RcsCDB-response attenuator, inner membrane protein(yrfF)"
"6547","yjcP",7151285,"Escherichia coli IAI39","putative outer membrane efflux protein MdtP(yjcP)"
"6548","yjcP",7156315,"Escherichia coli UMN026","putative outer membrane efflux protein MdtP(yjcP)"
"6549","yjcQ",7154272,"Escherichia coli IAI39","multidrug efflux system protein MdtO(yjcQ)"
"6550","yjcQ",7159348,"Escherichia coli UMN026","multidrug efflux system protein MdtO(yjcQ)"
"6551","yjcO",7156580,"Escherichia coli UMN026","hypothetical protein(yjcO)"
"6552","yjcO",948586,"Escherichia coli str. K-12 substr. MG1655","Sel1 family TPR-like repeat protein(yjcO)"
"6553","yjcO",7151555,"Escherichia coli IAI39","hypothetical protein(yjcO)"
"6554","yjbR",7159339,"Escherichia coli UMN026","hypothetical protein(yjbR)"
"6555","yjbR",7154265,"Escherichia coli IAI39","hypothetical protein(yjbR)"
"6556","yjbR",948560,"Escherichia coli str. K-12 substr. MG1655","DUF419 family protein(yjbR)"
"6557","yjbQ",7155750,"Escherichia coli UMN026","hypothetical protein(yjbQ)"
"6558","yjbQ",7150741,"Escherichia coli IAI39","hypothetical protein(yjbQ)"
"6559","yjbQ",948561,"Escherichia coli str. K-12 substr. MG1655","thiamine phosphate synthase(yjbQ)"
"6560","sgcX",948840,"Escherichia coli str. K-12 substr. MG1655","putative endoglucanase with Zn-dependent exopeptidase domain(sgcX)"
"6561","sgcX",7157915,"Escherichia coli UMN026","putative endoglucanase with Zn-dependent exopeptidase domain; KpLE2 phage-like element(sgcX)"
"6562","fucI",7156473,"Escherichia coli UMN026","L-fucose isomerase(fucI)"
"6563","fucI",12877513,"Escherichia coli O83:H1 str. NRG 857C","L-fucose isomerase(fucI)"
"6564","fucI",946195,"Escherichia coli str. K-12 substr. MG1655","L-fucose isomerase(fucI)"
"6565","fucI",7151450,"Escherichia coli IAI39","L-fucose isomerase(fucI)"
"6566","fucI",916477,"Escherichia coli O157:H7 str. Sakai","L-fucose isomerase(fucI)"
"6567","fucI",13700764,"Escherichia coli O104:H4 str. 2011C-3493","L-fucose isomerase(fucI)"
"6568","fucK",946022,"Escherichia coli str. K-12 substr. MG1655","L-fuculokinase(fucK)"
"6569","fucK",7156470,"Escherichia coli UMN026","L-fuculokinase(fucK)"
"6570","fucK",7151447,"Escherichia coli IAI39","L-fuculokinase(fucK)"
"6571","fucO",7156289,"Escherichia coli UMN026","L-1,2-propanediol oxidoreductase(fucO)"
"6572","fucO",7151259,"Escherichia coli IAI39","L-1,2-propanediol oxidoreductase(fucO)"
"6573","fucO",947273,"Escherichia coli str. K-12 substr. MG1655","L-1,2-propanediol oxidoreductase(fucO)"
"6574","pheA",7157434,"Escherichia coli UMN026","bifunctional chorismate mutase/prephenate dehydratase(pheA)"
"6575","pheA",12877192,"Escherichia coli O83:H1 str. NRG 857C","bifunctional chorismate mutase/prephenate dehydratase(pheA)"
"6576","pheA",947081,"Escherichia coli str. K-12 substr. MG1655","chorismate mutase and prephenate dehydratase, P-protein(pheA)"
"6577","pheA",7152389,"Escherichia coli IAI39","bifunctional chorismate mutase/prephenate dehydratase(pheA)"
"6578","pheA",914858,"Escherichia coli O157:H7 str. Sakai","bifunctional chorismate mutase/prephenate dehydratase(pheA)"
"6579","pheA",13702738,"Escherichia coli O104:H4 str. 2011C-3493","bifunctional chorismate mutase/prephenate dehydratase(pheA)"
"6580","sgcQ",7157858,"Escherichia coli UMN026","putative nucleoside triphosphatase; KpLE2 phage-like element(sgcQ)"
"6581","sgcQ",948834,"Escherichia coli str. K-12 substr. MG1655","putative nucleoside triphosphatase(sgcQ)"
"6582","fucR",7151452,"Escherichia coli IAI39","DNA-binding transcriptional activator FucR(fucR)"
"6583","fucR",7156475,"Escherichia coli UMN026","DNA-binding transcriptional activator FucR(fucR)"
"6584","fucR",946905,"Escherichia coli str. K-12 substr. MG1655","l-fucose operon activator(fucR)"
"6585","sgcR",946830,"Escherichia coli str. K-12 substr. MG1655","putative DNA-binding transcriptional regulator(sgcR)"
"6586","sgcR",7159408,"Escherichia coli UMN026","putative DNA-binding transcriptional regulator; KpLE2 phage-like element(sgcR)"
"6587","yjfI",7152638,"Escherichia coli IAI39","hypothetical protein(yjfI)"
"6588","yjfI",948704,"Escherichia coli str. K-12 substr. MG1655","DUF2170 family protein(yjfI)"
"6589","yjfI",7157696,"Escherichia coli UMN026","hypothetical protein(yjfI)"
"6590","yjfJ",7159375,"Escherichia coli UMN026","putative transcriptional regulator effector protein(yjfJ)"
"6591","yjfJ",948703,"Escherichia coli str. K-12 substr. MG1655","PspA/IM30 family protein(yjfJ)"
"6592","yjfJ",7154299,"Escherichia coli IAI39","putative transcriptional regulator effector protein(yjfJ)"
"6593","yjfK",948702,"Escherichia coli str. K-12 substr. MG1655","DUF2491 family protein(yjfK)"
"6594","yjfK",7154300,"Escherichia coli IAI39","hypothetical protein(yjfK)"
"6595","yjfK",7159376,"Escherichia coli UMN026","hypothetical protein(yjfK)"
"6596","yjfL",7154301,"Escherichia coli IAI39","hypothetical protein(yjfL)"
"6597","yjfL",948701,"Escherichia coli str. K-12 substr. MG1655","UPF0719 family inner membrane protein(yjfL)"
"6598","yjfL",7159377,"Escherichia coli UMN026","hypothetical protein(yjfL)"
"6599","yjfF",7159680,"Escherichia coli UMN026","inner membrane ABC transporter permease protein YjfF(yjfF)"
"6600","yjfF",7151820,"Escherichia coli IAI39","pseudo(yjfF)"
"6601","yjfF",7154583,"Escherichia coli IAI39","pseudo(yjfF)"
"6602","yjfF",948754,"Escherichia coli str. K-12 substr. MG1655","putative sugar ABC transporter permease(yjfF)"
"6603","iscA",7156715,"Escherichia coli UMN026","iron-sulfur cluster assembly protein(iscA)"
"6604","iscA",13702810,"Escherichia coli O104:H4 str. 2011C-3493","iron-sulfur cluster assembly protein(iscA)"
"6605","iscA",946999,"Escherichia coli str. K-12 substr. MG1655","FeS cluster assembly protein(iscA)"
"6606","iscA",915168,"Escherichia coli O157:H7 str. Sakai","iron-sulfur cluster assembly protein(iscA)"
"6607","iscA",7151676,"Escherichia coli IAI39","iron-sulfur cluster assembly protein(iscA)"
"6608","iscA",12877122,"Escherichia coli O83:H1 str. NRG 857C","iron-sulfur cluster assembly protein(iscA)"
"6609","yjfM",7154302,"Escherichia coli IAI39","hypothetical protein(yjfM)"
"6610","yjfM",948700,"Escherichia coli str. K-12 substr. MG1655","DUF1190 family protein(yjfM)"
"6611","yjfM",7159378,"Escherichia coli UMN026","hypothetical protein(yjfM)"
"6612","maeB",7159579,"Escherichia coli UMN026","malic enzyme(maeB)"
"6613","maeB",946947,"Escherichia coli str. K-12 substr. MG1655","malic enzyme: putative oxidoreductase/phosphotransacetylase(maeB)"
"6614","maeB",7154478,"Escherichia coli IAI39","malic enzyme(maeB)"
"6615","yjfN",948709,"Escherichia coli str. K-12 substr. MG1655","DUF1471 family periplasmic protein(yjfN)"
"6616","yjfN",7155719,"Escherichia coli UMN026","hypothetical protein(yjfN)"
"6617","yjfN",7150708,"Escherichia coli IAI39","hypothetical protein(yjfN)"
"6618","yjfO",7159380,"Escherichia coli UMN026","putative biofilm stress and motility protein A(yjfO)"
"6619","yjfO",7154304,"Escherichia coli IAI39","putative biofilm stress and motility protein A(yjfO)"
"6620","yjfP",948707,"Escherichia coli str. K-12 substr. MG1655","acyl CoA esterase(yjfP)"
"6621","yjfP",7154305,"Escherichia coli IAI39","esterase(yjfP)"
"6622","yjfP",7159381,"Escherichia coli UMN026","esterase(yjfP)"
"6623","rfe",7153170,"Escherichia coli IAI39","UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase(rfe)"
"6624","rfe",7155453,"Escherichia coli UMN026","UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase(rfe)"
"6625","yjeT",7151637,"Escherichia coli IAI39","hypothetical protein(yjeT)"
"6626","yjeT",7156663,"Escherichia coli UMN026","hypothetical protein(yjeT)"
"6627","yjeT",948696,"Escherichia coli str. K-12 substr. MG1655","DUF2065 family protein(yjeT)"
"6628","yrbL",7152243,"Escherichia coli IAI39","hypothetical protein(yrbL)"
"6629","yrbL",7157297,"Escherichia coli UMN026","hypothetical protein(yrbL)"
"6630","yrbL",947910,"Escherichia coli str. K-12 substr. MG1655","Mg(2+)-starvation-stimulated protein(yrbL)"
"6631","yrbK",7156897,"Escherichia coli UMN026","hypothetical protein(yrbK)"
"6632","yrbK",7151887,"Escherichia coli IAI39","hypothetical protein(yrbK)"
"6633","iscR",7156859,"Escherichia coli UMN026","DNA-binding transcriptional regulator IscR(iscR)"
"6634","iscR",7151848,"Escherichia coli IAI39","DNA-binding transcriptional regulator IscR(iscR)"
"6635","iscR",945279,"Escherichia coli str. K-12 substr. MG1655","isc operon transcriptional repressor; suf operon transcriptional activator; oxidative stress- and iron starvation-inducible; autorepressor(iscR)"
"6636","pitB",947475,"Escherichia coli str. K-12 substr. MG1655","phosphate transporter(pitB)"
"6637","pitB",7159080,"Escherichia coli UMN026","phosphate transporter(pitB)"
"6638","pitB",7154009,"Escherichia coli IAI39","phosphate transporter(pitB)"
"6639","iscS",947004,"Escherichia coli str. K-12 substr. MG1655","cysteine desulfurase (tRNA sulfurtransferase), PLP-dependent(iscS)"
"6640","iscS",7151849,"Escherichia coli IAI39","cysteine desulfurase(iscS)"
"6641","iscS",7156860,"Escherichia coli UMN026","cysteine desulfurase(iscS)"
"6642","yjfC",7154303,"Escherichia coli IAI39","putative synthetase/amidase(yjfC)"
"6643","yjfC",948699,"Escherichia coli str. K-12 substr. MG1655","ATP-Grasp family ATPase(yjfC)"
"6644","yjfC",7159379,"Escherichia coli UMN026","putative synthetase/amidase(yjfC)"
"6645","pitA",7159196,"Escherichia coli UMN026","phosphate transporter, low-affinity(pitA)"
"6646","pitA",7154119,"Escherichia coli IAI39","phosphate transporter, low-affinity(pitA)"
"6647","pitA",948009,"Escherichia coli str. K-12 substr. MG1655","phosphate transporter, low-affinity; tellurite importer(pitA)"
"6648","iscU",947002,"Escherichia coli str. K-12 substr. MG1655","iron-sulfur cluster assembly scaffold protein(iscU)"
"6649","iscU",7151846,"Escherichia coli IAI39","scaffold protein(iscU)"
"6650","iscU",7156857,"Escherichia coli UMN026","scaffold protein(iscU)"
"6651","yrdA",7149774,"Escherichia coli IAI39","hypothetical protein(yrdA)"
"6652","yrdA",947775,"Escherichia coli str. K-12 substr. MG1655","bacterial transferase hexapeptide domain protein(yrdA)"
"6653","yrdA",7154983,"Escherichia coli UMN026","hypothetical protein(yrdA)"
"6654","yjeJ",7154289,"Escherichia coli IAI39","hypothetical protein(yjeJ)"
"6655","yjeJ",948663,"Escherichia coli str. K-12 substr. MG1655","uncharacterized protein(yjeJ)"
"6656","yjeJ",7159366,"Escherichia coli UMN026","hypothetical protein(yjeJ)"
"6657","speA",947432,"Escherichia coli str. K-12 substr. MG1655","biosynthetic arginine decarboxylase, PLP-binding(speA)"
"6658","speA",7150153,"Escherichia coli IAI39","arginine decarboxylase(speA)"
"6659","speA",7155259,"Escherichia coli UMN026","arginine decarboxylase(speA)"
"6660","yrdB",7159653,"Escherichia coli UMN026","hypothetical protein(yrdB)"
"6661","yrdB",947774,"Escherichia coli str. K-12 substr. MG1655","DUF1488 family protein(yrdB)"
"6662","yjeK",7154290,"Escherichia coli IAI39","putative lysine aminomutase(yjeK)"
"6663","yjeK",7159367,"Escherichia coli UMN026","putative lysine aminomutase(yjeK)"
"6664","nfi",7156654,"Escherichia coli UMN026","endonuclease V(nfi)"
"6665","nfi",7151628,"Escherichia coli IAI39","endonuclease V(nfi)"
"6666","nfi",948502,"Escherichia coli str. K-12 substr. MG1655","endonuclease V; deoxyinosine 3' endonuclease(nfi)"
"6667","yjeH",948656,"Escherichia coli str. K-12 substr. MG1655","putative transporter(yjeH)"
"6668","yjeH",7156481,"Escherichia coli UMN026","inner membrane protein YjeH(yjeH)"
"6669","yjeH",7151458,"Escherichia coli IAI39","inner membrane protein YjeH(yjeH)"
"6670","speC",7152283,"Escherichia coli IAI39","ornithine decarboxylase(speC)"
"6671","speC",7157337,"Escherichia coli UMN026","ornithine decarboxylase(speC)"
"6672","speC",947457,"Escherichia coli str. K-12 substr. MG1655","ornithine decarboxylase, constitutive(speC)"
"6673","yjeI",7151585,"Escherichia coli IAI39","hypothetical protein(yjeI)"
"6674","yjeI",948664,"Escherichia coli str. K-12 substr. MG1655","DUF4156 family lipoprotein(yjeI)"
"6675","yjeI",7156611,"Escherichia coli UMN026","hypothetical protein(yjeI)"
"6676","speB",947715,"Escherichia coli str. K-12 substr. MG1655","agmatinase(speB)"
"6677","speB",7153983,"Escherichia coli IAI39","agmatinase(speB)"
"6678","speB",7155258,"Escherichia coli UMN026","agmatinase(speB)"
"6679","yjeF",7154294,"Escherichia coli IAI39","hypothetical protein(yjeF)"
"6680","yjeF",7159371,"Escherichia coli UMN026","hypothetical protein(yjeF)"
"6681","yjeE",7159364,"Escherichia coli UMN026","putative ATPase(yjeE)"
"6682","yjeE",7154287,"Escherichia coli IAI39","putative ATPase(yjeE)"
"6683","yjeS",7155610,"Escherichia coli UMN026","putative Fe-S electron transport protein(yjeS)"
"6684","yjeS",7150582,"Escherichia coli IAI39","putative Fe-S electron transport protein(yjeS)"
"6685","yjeP",7154292,"Escherichia coli IAI39","hypothetical protein(yjeP)"
"6686","yjeP",7159369,"Escherichia coli UMN026","hypothetical protein(yjeP)"
"6687","yrdC",7155787,"Escherichia coli UMN026","putative ribosome maturation factor(yrdC)"
"6688","yrdC",7150779,"Escherichia coli IAI39","putative ribosome maturation factor(yrdC)"
"6689","yrdD",947782,"Escherichia coli str. K-12 substr. MG1655","ssDNA-binding protein, function unknown(yrdD)"
"6690","yrdD",7159655,"Escherichia coli UMN026","putative DNA topoisomerase(yrdD)"
"6691","yrdD",7154558,"Escherichia coli IAI39","putative DNA topoisomerase(yrdD)"
"6692","yjeM",7157495,"Escherichia coli UMN026","putative transporter(yjeM)"
"6693","yjeM",948679,"Escherichia coli str. K-12 substr. MG1655","putative transporter(yjeM)"
"6694","yjeM",7152450,"Escherichia coli IAI39","putative transporter(yjeM)"
"6695","hisS",946989,"Escherichia coli str. K-12 substr. MG1655","histidyl tRNA synthetase(hisS)"
"6696","hisS",13702824,"Escherichia coli O104:H4 str. 2011C-3493","histidyl-tRNA synthetase(hisS)"
"6697","hisS",12877029,"Escherichia coli O83:H1 str. NRG 857C","histidyl-tRNA synthetase(hisS)"
"6698","hisS",915211,"Escherichia coli O157:H7 str. Sakai","histidyl-tRNA synthetase(hisS)"
"6699","hisS",7158957,"Escherichia coli UMN026","histidyl-tRNA synthetase(hisS)"
"6700","hisS",7153887,"Escherichia coli IAI39","histidyl-tRNA synthetase(hisS)"
"6701","bcsZ",7155861,"Escherichia coli UMN026","endo-1,4-D-glucanase(bcsZ)"
"6702","bcsZ",7150845,"Escherichia coli IAI39","endo-1,4-D-glucanase(bcsZ)"
"6703","bcsZ",948046,"Escherichia coli str. K-12 substr. MG1655","endo-1,4-D-glucanase(bcsZ)"
"6704","rep",7157507,"Escherichia coli UMN026","ATP-dependent DNA helicase Rep(rep)"
"6705","rep",18983499,"Escherichia coli","replication protein(rep)"
"6706","rep",7377411,"Escherichia coli","rep protein(rep)"
"6707","rep",8677331,"Escherichia coli","replication protein(rep)"
"6708","rep",6383674,"Escherichia coli","putative replication protein(rep)"
"6709","rep",6383672,"Escherichia coli","replication initiation protein(rep)"
"6710","rep",13905221,"Escherichia coli","probable plasmid replication initiation protein(rep)"
"6711","rep",7151580,"Escherichia coli IAI39","ATP-dependent DNA helicase Rep(rep)"
"6712","rep",5548066,"Escherichia coli","Rep(rep)"
"6713","rep",20467020,"Escherichia coli","Rep protein(rep)"
