"","From","Gene.Name","row","Escherichia coli str. K-12 substr. MG1655"
"1754","rrfG","5S ribosomal RNA of rrnG operon(rrfG)",1,947070
"1755","rrfH","5S ribosomal RNA of rrnH operon(rrfH)",1,944898
"1756","rrlA","23S ribosomal RNA of rrnA operon(rrlA)",1,948341
"1757","rrlB","23S ribosomal RNA of rrnB operon(rrlB)",1,948473
"1758","rrlC","23S ribosomal RNA of rrnC operon(rrlC)",1,948268
"1759","rrlD","23S ribosomal RNA of rrnD operon(rrlD)",1,947773
"1760","rrlE","23S ribosomal RNA of rrnE operon(rrlE)",1,948509
"1761","rrlG","23S ribosomal RNA of rrnG operon(rrlG)",1,947585
"1762","rrlH","23S ribosomal RNA of rrnH operon(rrlH)",1,944900
"1763","rrsA","16S ribosomal RNA of rrnA operon(rrsA)",1,948332
"1764","rrsB","16S ribosomal RNA of rrnB operon(rrsB)",1,948466
"1765","rrsC","16S ribosomal RNA of rrnC operon(rrsC)",1,948270
"1766","rrsD","16S ribosomal RNA of rrnD operon(rrsD)",1,947777
"1767","rrsE","16S ribosomal RNA of rrnE operon(rrsE)",1,948511
"1768","rrsG","16S ribosomal RNA of rrnG operon(rrsG)",1,947071
"1769","rrsH","16S ribosomal RNA of rrnH operon(rrsH)",1,944897
"1770","rsd","stationary phase protein, binds sigma 70 RNA polymerase subunit(rsd)",1,948496
"1771","rseA","anti-sigma factor(rseA)",1,947053
"1772","rseB","anti-sigma E factor, binds RseA(rseB)",1,947054
"1773","rseC","SoxR iron-sulfur cluster reduction factor component(rseC)",1,947052
"1774","rsmC","16S rRNA m(2)G1207 methyltransferase, SAM-dependent(rsmC)",1,948892
"1775","rspA","bifunctional D-altronate/D-mannonate dehydratase(rspA)",1,946126
"1776","rspB","putative Zn-dependent NAD(P)-binding oxidoreductase(rspB)",1,946127
"1777","rstA","response regulator of RstAB two-component system(rstA)",1,946199
"1778","rstB","sensory histidine kinase of RstAB two-component system(rstB)",1,948870
"1779","rsuA","16S rRNA pseudouridine(516) synthase(rsuA)",1,945378
"1780","rtcA","RNA 3'-terminal phosphate cyclase(rtcA)",1,2847707
"1781","rtcB","RNA-splicing ligase(rtcB)",1,947929
"1782","rtcR","sigma 54-dependent transcriptional regulator of rtcBA expression(rtcR)",1,947928
"1783","rtn","resistance protein for phages lambda and N4, putative membrane-anchored cyclic-di-GMP phosphodiesterase(rtn)",1,946695
"1784","ruvA","component of RuvABC resolvasome, regulatory subunit(ruvA)",1,946369
"1785","ruvB","ATP-dependent DNA helicase, component of RuvABC resolvasome(ruvB)",1,946371
"1786","ruvC","component of RuvABC resolvasome, endonuclease(ruvC)",1,946378
"1787","rybB","ncRNA(rybB)",1,2847774
"1788","rydB","ncRNA(rydB)",1,2847670
"1789","rydC","ncRNA(rydC)",1,5061508
"1790","ryeA","ncRNA(ryeA)",1,2847771
"1791","ryfA","ncRNA(ryfA)",1,2847714
"1792","ryhB","ncRNA(ryhB)",1,2847761
"1793","rzpR","pseudo(rzpR)",1,945928
"1794","sanA","DUF218 superfamily vancomycin high temperature exclusion protein(sanA)",1,949003
"1795","sapA","antimicrobial peptide transport ABC transporter periplasmic binding protein(sapA)",1,945873
"1796","sapB","antimicrobial peptide transport ABC transporter permease(sapB)",1,946191
"1797","sapC","antimicrobial peptide transport ABC transporter permease(sapC)",1,945266
"1798","sapD","antimicrobial peptide ABC transporter ATPase(sapD)",1,946203
"1799","sapF","antimicrobial peptide ABC transporter ATPase(sapF)",1,945335
"1800","sbcB","exodeoxyribonuclease I; exonuclease I(sbcB)",1,946529
"1801","sbcC","exonuclease, dsDNA, ATP-dependent(sbcC)",1,949076
"1802","sbcD","exonuclease, dsDNA, ATP-dependent(sbcD)",1,945049
"1803","sbmA","peptide antibiotic transporter(sbmA)",1,946884
"1804","sbmC","DNA gyrase inhibitor(sbmC)",1,946546
"1805","sbp","sulfate transporter subunit(sbp)",1,948411
"1806","sdaA","L-serine dehydratase 1(sdaA)",1,946331
"1807","sdaB","L-serine dehydratase 2(sdaB)",1,947262
"1808","sdaC","putative serine transporter(sdaC)",1,947264
"1809","sdhA","succinate dehydrogenase, flavoprotein subunit(sdhA)",1,945402
"1810","sdhB","succinate dehydrogenase, FeS subunit(sdhB)",1,945300
"1811","sdhC","succinate dehydrogenase, membrane subunit, binds cytochrome b556(sdhC)",1,945316
"1812","sdhD","succinate dehydrogenase, membrane subunit, binds cytochrome b556(sdhD)",1,945322
"1813","secA","preprotein translocase subunit, ATPase(secA)",1,944821
"1814","secB","protein export chaperone(secB)",1,948123
"1815","secD","SecYEG protein translocase auxillary subunit(secD)",1,949133
"1816","secE","preprotein translocase membrane subunit(secE)",1,948486
"1817","secF","SecYEG protein translocase auxillary subunit(secF)",1,949120
"1818","secG","preprotein translocase membrane subunit(secG)",1,947720
"1819","selA","selenocysteine synthase(selA)",1,948124
"1820","selB","selenocysteinyl-tRNA-specific translation factor(selB)",1,948103
"1821","selC","tRNA(selC)",1,948167
"1822","selD","selenophosphate synthase(selD)",1,946768
"1823","seqA","negative modulator of initiation of replication(seqA)",1,945272
"1824","serA","D-3-phosphoglycerate dehydrogenase(serA)",1,945258
"1825","serB","3-phosphoserine phosphatase(serB)",1,948913
"1826","serC","3-phosphoserine/phosphohydroxythreonine aminotransferase(serC)",1,945527
"1827","serS","seryl-tRNA synthetase(serS)",1,945506
"1828","serT","tRNA(serT)",1,944826
"1829","serU","tRNA(serU)",1,946492
"1830","serV","tRNA(serV)",1,947173
"1831","serW","tRNA(serW)",1,945501
"1832","serX","tRNA(serX)",1,945714
"1833","setA","broad specificity sugar efflux system(setA)",1,944793
"1834","setB","lactose/glucose efflux system(setB)",1,946673
"1835","sfmA","FimA homolog, function unknown(sfmA)",1,945522
"1836","sfmC","putative periplasmic pilus chaperone(sfmC)",1,945367
"1837","sfmD","putative outer membrane export usher protein(sfmD)",1,945160
"1838","sfmF","FimA homolog, function unknown(sfmF)",1,944977
"1839","sfmH","FimA homolog, function unknown(sfmH)",1,945407
"1840","sfsA","sugar fermentation stimulation protein A(sfsA)",1,944855
"1841","sgbE","L-ribulose-5-phosphate 4-epimerase(sgbE)",1,948099
"1842","sgbH","3-keto-L-gulonate 6-phosphate decarboxylase(sgbH)",1,948098
"1843","sgbU","putative L-xylulose 5-phosphate 3-epimerase(sgbU)",1,948100
"1844","sgcA","putative phosphotransferase enzyme IIA component(sgcA)",1,948831
"1845","sgcB","putative enzyme IIB component of PTS(sgcB)",1,1450295
"1846","sgcC","putative PTS system EIIC permease component(sgcC)",1,946849
"1847","sgcE","putative epimerase(sgcE)",1,948829
"1848","sgcQ","putative nucleoside triphosphatase(sgcQ)",1,948834
"1849","sgcR","putative DNA-binding transcriptional regulator(sgcR)",1,946830
"1850","sgcX","putative endoglucanase with Zn-dependent exopeptidase domain(sgcX)",1,948840
"1851","sgrS","ncRNA(sgrS)",1,4056038
"1852","shiA","shikimate transporter(shiA)",1,946495
"1853","sieB","phage superinfection exclusion protein, Rac prophage(sieB)",1,945913
"1854","sixA","phosphohistidine phosphatase(sixA)",1,946815
"1855","slmA","nucleoid occlusion factor, anti-FtsZ division inhibitor(slmA)",1,948158
"1856","slp","outer membrane lipoprotein(slp)",1,948022
"1857","slt","lytic murein transglycosylase, soluble(slt)",1,948908
"1858","slyA","global transcriptional regulator(slyA)",1,946167
"1859","slyB","outer membrane lipoprotein(slyB)",1,946801
"1860","slyD","FKBP-type peptidyl prolyl cis-trans isomerase (rotamase)(slyD)",1,947859
"1861","slyX","phi X174 lysis protein(slyX)",1,947849
"1862","smf","DNA recombination-mediator A family protein(smf)",1,2847708
"1863","smg","DUF494 family putative periplasmic protein(smg)",1,947781
"1864","smpB","tmRNA-binding trans-translation protein(smpB)",1,947296
"1865","smtA","putative S-adenosyl-L-methionine-dependent methyltransferase(smtA)",1,945547
"1866","sodA","superoxide dismutase, Mn(sodA)",1,948403
"1867","sodB","superoxide dismutase, Fe(sodB)",1,944953
"1868","sodC","superoxide dismutase, Cu, Zn, periplasmic(sodC)",1,945343
"1869","sohB","inner membrane protein, S49 peptidase family protein(sohB)",1,945858
"1870","sokA","ncRNA(sokA)",1,5061523
"1871","sokB","ncRNA(sokB)",1,2847728
"1872","sokC","ncRNA(sokC)",1,2847745
"1873","solA","N-methyltryptophan oxidase, FAD-binding(solA)",1,944983
"1874","soxR","redox-sensitive transcriptional activator of soxS; autorepressor(soxR)",1,948566
"1875","soxS","superoxide response regulon transcriptional activator; autoregulator(soxS)",1,948567
"1876","speA","biosynthetic arginine decarboxylase, PLP-binding(speA)",1,947432
"1877","speB","agmatinase(speB)",1,947715
"1878","speC","ornithine decarboxylase, constitutive(speC)",1,947457
"1879","speD","S-adenosylmethionine decarboxylase(speD)",1,947719
"1880","speE","spermidine synthase (putrescine aminopropyltransferase)(speE)",1,947726
"1881","speF","ornithine decarboxylase isozyme, inducible(speF)",1,945297
"1882","speG","spermidine N(1)-acetyltransferase(speG)",1,946117
"1883","spf","ncRNA(spf)",1,948354
"1884","spoT","bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase(spoT)",1,948159
"1885","sppA","protease IV (signal peptide peptidase)(sppA)",1,946281
"1886","spy","periplasmic ATP-independent protein refolding chaperone, stress-induced(spy)",1,946253
"1887","srlA","glucitol/sorbitol-specific enzyme IIC component of PTS(srlA)",1,947575
"1888","srlB","glucitol/sorbitol-specific enzyme IIA component of PTS(srlB)",1,948971
"1889","srlD","sorbitol-6-phosphate dehydrogenase(srlD)",1,948937
"1890","srlE","glucitol/sorbitol-specific enzyme IIB component of PTS(srlE)",1,948933
"1891","srlR","sorbitol-inducible srl operon transcriptional repressor(srlR)",1,948942
"1892","srmB","ATP-dependent RNA helicase(srmB)",1,947055
"1893","sroH","ncRNA(sroH)",1,7751646
"1894","ssb","single-stranded DNA-binding protein(ssb)",1,948570
"1895","sseA","3-mercaptopyruvate sulfurtransferase(sseA)",1,946993
"1896","sseB","rhodanase-like enzyme, sulfur transfer from thiosulfate(sseB)",1,946994
"1897","ssnA","putative chlorohydrolase/aminohydrolase(ssnA)",1,949072
"1898","sspA","stringent starvation protein A, phage P1 late gene activator, RNAP-associated acid-resistance protein, inactive glutathione S-transferase homolog(sspA)",1,944744
"1899","sspB","ClpXP protease specificity enhancing factor(sspB)",1,944774
"1900","ssuA","aliphatic sulfonate ABC transporter periplasmic binding protein(ssuA)",1,945560
"1901","ssuB","aliphatic sulfonate ABC transporter ATPase(ssuB)",1,947220
"1902","ssuC","aliphatic sulfonate ABC transporter permease(ssuC)",1,947216
"1903","ssuD","alkanesulfonate monooxygenase, FMNH(2)-dependent(ssuD)",1,945557
"1904","ssuE","NAD(P)H-dependent FMN reductase(ssuE)",1,945947
"1905","stfR","Rac prophage; putative tail fiber protein(stfR)",1,945207
"1906","stpA","DNA binding protein, nucleoid-associated(stpA)",1,947130
"1907","sucA","2-oxoglutarate decarboxylase, thiamine triphosphate-binding(sucA)",1,945303
"1908","sucB","dihydrolipoyltranssuccinase(sucB)",1,945307
"1909","sucC","succinyl-CoA synthetase, beta subunit(sucC)",1,945312
"1910","sucD","succinyl-CoA synthetase, NAD(P)-binding, alpha subunit(sucD)",1,945314
"1911","sufA","Fe-S cluster assembly protein(sufA)",1,949014
"1912","sufB","component of SufBCD Fe-S cluster assembly scaffold(sufB)",1,945753
"1913","sufC","SufBCD Fe-S cluster assembly scaffold protein, ATP-binding protein(sufC)",1,946128
"1914","sufD","component of SufBCD Fe-S cluster assembly scaffold(sufD)",1,944878
"1915","sufE","sulfur acceptor protein(sufE)",1,946173
"1916","sufS","cysteine desulfurase, stimulated by SufE; selenocysteine lyase, PLP-dependent(sufS)",1,946185
"1917","sugE","multidrug efflux system protein(sugE)",1,948671
"1918","suhB","inositol monophosphatase(suhB)",1,947285
"1919","sulA","SOS cell division inhibitor(sulA)",1,947335
"1920","surA","peptidyl-prolyl cis-trans isomerase (PPIase)(surA)",1,944812
"1921","syd","SecY-interacting protein(syd)",1,947271
"1922","symR","ncRNA(symR)",1,5061533
"1923","tadA","tRNA-specific adenosine deaminase(tadA)",1,947027
"1924","tag","3-methyl-adenine DNA glycosylase I, constitutive(tag)",1,947137
"1925","talA","transaldolase A(talA)",1,947006
"1926","talB","transaldolase B(talB)",1,944748
"1927","tam","trans-aconitate methyltransferase(tam)",1,946074
"1928","tap","methyl-accepting protein IV(tap)",1,946397
"1929","tar","methyl-accepting chemotaxis protein II(tar)",1,946399
"1930","tas","putative NADP(H)-dependent aldo-keto reductase(tas)",1,947306
"1931","tatA","TatABCE protein translocation system subunit(tatA)",1,948321
"1932","tatB","TatABCE protein translocation system subunit(tatB)",1,948319
"1933","tatC","TatABCE protein translocation system subunit(tatC)",1,948328
"1934","tatD","quality control of Tat-exported FeS proteins; Mg-dependent cytoplasmic DNase(tatD)",1,2847752
"1935","tatE","TatABCE protein translocation system subunit(tatE)",1,945228
"1936","tauA","taurine ABC transporter periplasmic binding protein(tauA)",1,945030
"1937","tauB","taurine ABC transporter ATPase(tauB)",1,945027
"1938","tauC","taurine ABC transporter permease(tauC)",1,945026
"1939","tauD","taurine dioxygenase, 2-oxoglutarate-dependent(tauD)",1,945021
"1940","tdcA","tdc operon transcriptional activator(tdcA)",1,947494
"1941","tdcB","L-threonine dehydratase, catabolic(tdcB)",1,947633
"1942","tdcC","L-threonine/L-serine transporter(tdcC)",1,947629
"1943","tdcD","propionate kinase/acetate kinase C, anaerobic(tdcD)",1,947635
"1944","tdcE","pyruvate formate-lyase 4/2-ketobutyrate formate-lyase(tdcE)",1,947623
"1945","tdcF","putative reactive intermediate deaminase(tdcF)",1,947624
"1946","tdcG","L-serine dehydratase 3, anaerobic(tdcG)",1,2847724
"1947","tdcR","L-threonine dehydratase operon activator protein(tdcR)",1,944907
"1948","tdh","L-threonine 3-dehydrogenase, NAD(P)-binding(tdh)",1,948139
"1949","tdk","thymidine kinase/deoxyuridine kinase(tdk)",1,945834
"1950","tehA","potassium-tellurite ethidium and proflavin transporter(tehA)",1,945852
"1951","tehB","tellurite, selenium methyltransferase, SAM-dependent; tellurite, selenium resistance protein(tehB)",1,945979
"1952","tesA","acyl-CoA thioesterase 1 and protease I and lysophospholipase L1(tesA)",1,945127
"1953","tesB","acyl-CoA thioesterase 2(tesB)",1,945074
"1954","tfaE","e14 prophage; putative tail fiber assembly protein(tfaE)",1,945723
"1955","tgt","tRNA-guanine transglycosylase(tgt)",1,949130
"1956","thiC","phosphomethylpyrimidine synthase(thiC)",1,948492
"1957","thiD","hydroxy-methylpyrimidine kinase and hydroxy-phosphomethylpyrimidine kinase(thiD)",1,946459
"1958","thiE","thiamine phosphate synthase (thiamine phosphate pyrophosphorylase)(thiE)",1,948491
"1959","thiF","adenylyltransferase, modifies ThiS C-terminus(thiF)",1,948500
"1960","thiG","thiamine biosynthesis ThiGH complex subunit(thiG)",1,948493
"1961","thiH","tyrosine lyase, involved in thiamine-thiazole moiety synthesis(thiH)",1,948494
"1962","thiI","tRNA s(4)U8 sulfurtransferase(thiI)",1,945067
"1963","thiL","thiamine monophosphate kinase(thiL)",1,947387
"1964","thiM","hydoxyethylthiazole kinase(thiM)",1,945142
"1965","thiP","thiamine/thiamine pyrophosphate ABC transporter permease(thiP)",1,944784
"1966","thiS","immediate sulfur donor in thiazole formation(thiS)",1,2847702
"1967","thrA","Bifunctional aspartokinase/homoserine dehydrogenase 1(thrA)",1,945803
"1968","thrB","homoserine kinase(thrB)",1,947498
"1969","thrC","L-threonine synthase(thrC)",1,945198
"1970","thrL","thr operon leader peptide(thrL)",1,944742
"1971","thrS","threonyl-tRNA synthetase(thrS)",1,946222
"1972","thrT","tRNA(thrT)",1,948480
"1973","thrU","tRNA(thrU)",1,948476
"1974","thrV","tRNA(thrV)",1,947770
"1975","thrW","tRNA(thrW)",1,947202
"1976","thyA","thymidylate synthetase(thyA)",1,949035
"1977","tig","peptidyl-prolyl cis/trans isomerase (trigger factor)(tig)",1,945081
"1978","tilS","tRNA(Ile)-lysidine synthetase(tilS)",1,944889
"1979","tktA","transketolase 1, thiamine triphosphate-binding(tktA)",1,947420
"1980","tktB","transketolase 2, thiamine triphosphate-binding(tktB)",1,945865
"1981","tldD","putative peptidase(tldD)",1,947749
"1982","tmk","thymidylate kinase(tmk)",1,945663
"1983","tnaA","tryptophanase/L-cysteine desulfhydrase, PLP-dependent(tnaA)",1,948221
"1984","tnaB","tryptophan transporter of low affinity(tnaB)",1,948220
"1985","tolA","membrane anchored protein in TolA-TolQ-TolR complex(tolA)",1,946625
"1986","tolB","periplasmic protein(tolB)",1,945429
"1987","tolC","transport channel(tolC)",1,947521
"1988","tolQ","membrane spanning protein in TolA-TolQ-TolR complex(tolQ)",1,948900
"1989","tolR","membrane spanning protein in TolA-TolQ-TolR complex(tolR)",1,945328
"1990","tonB","membrane spanning protein in TonB-ExbB-ExbD transport complex(tonB)",1,945843
"1991","topA","DNA topoisomerase I, omega subunit(topA)",1,945862
"1992","topB","DNA topoisomerase III(topB)",1,946141
"1993","torA","trimethylamine N-oxide (TMAO) reductase I, catalytic subunit(torA)",1,946267
"1994","torC","trimethylamine N-oxide (TMAO) reductase I, cytochrome c-type subunit(torC)",1,946252
"1995","torD","TorA-maturation chaperone(torD)",1,945625
"1996","torR","response regulator in two-component regulatory system with TorS(torR)",1,946182
"1997","torS","hybrid sensory histidine kinase in two-component regulatory system with TorR(torS)",1,945595
"1998","torT","periplasmic sensory protein associated with the TorRS two-component regulatory system(torT)",1,946289
"1999","torY","TMAO reductase III (TorYZ), cytochrome c-type subunit(torY)",1,946490
"2000","torZ","trimethylamine N-oxide reductase system III, catalytic subunit(torZ)",1,946389
"2001","tpiA","triosephosphate isomerase(tpiA)",1,948409
"2002","tpr","protamine-like protein(tpr)",1,946224
"2003","tpx","lipid hydroperoxide peroxidase(tpx)",1,945880
"2004","treA","periplasmic trehalase(treA)",1,945757
"2005","treB","trehalose-specific PTS enzyme: IIB and IIC component(treB)",1,948761
"2006","treC","trehalose-6-P hydrolase(treC)",1,948762
"2007","treF","cytoplasmic trehalase(treF)",1,948037
"2008","treR","trehalose 6-phosphate-inducible trehalose regulon transcriptional repressor(treR)",1,948760
"2009","trg","methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor(trg)",1,945995
"2010","trkA","NAD-binding component of TrK potassium transporter(trkA)",1,947788
"2011","trkG","Rac prophage; potassium transporter subunit(trkG)",1,945932
"2012","trkH","potassium transporter(trkH)",1,948333
"2013","trmA","tRNA m(5)U54 methyltransferase, SAM-dependent; tmRNA m(5)U341 methyltransferase(trmA)",1,947143
"2014","trmD","tRNA m(1)G37 methyltransferase, SAM-dependent(trmD)",1,947099
"2015","trmH","tRNA mG18-2'-O-methyltransferase, SAM-dependent(trmH)",1,948161
"2016","trpA","tryptophan synthase, alpha subunit(trpA)",1,946204
"2017","trpB","tryptophan synthase, beta subunit(trpB)",1,945768
"2018","trpC","indole-3-glycerolphosphate synthetase and N-(5-phosphoribosyl)anthranilate isomerase(trpC)",1,945519
"2019","trpD","fused glutamine amidotransferase (component II) of anthranilate synthase/anthranilate phosphoribosyl transferase(trpD)",1,945109
"2020","trpE","component I of anthranilate synthase(trpE)",1,945846
"2021","trpL","trp operon leader peptide(trpL)",1,945856
"2022","trpR","transcriptional repressor, tryptophan-binding(trpR)",1,948917
"2023","trpS","tryptophanyl-tRNA synthetase(trpS)",1,947894
"2024","trpT","tRNA(trpT)",1,948275
"2025","truA","tRNA pseudouridine(38-40) synthase(truA)",1,946793
"2026","truB","tRNA pseudouridine synthase B: tRNA pseudouridine(55) synthase and putative tmRNA pseudouridine(342) synthase(truB)",1,947687
"2027","trxA","thioredoxin 1(trxA)",1,948289
"2028","trxB","thioredoxin reductase, FAD/NAD(P)-binding(trxB)",1,949054
"2029","trxC","thioredoxin 2(trxC)",1,947062
"2030","tsf","translation elongation factor EF-Ts(tsf)",1,944866
"2031","tsr","methyl-accepting chemotaxis protein I, serine sensor receptor(tsr)",1,948884
"2032","tsx","nucleoside channel, receptor of phage T6 and colicin K(tsx)",1,946242
"2033","ttdA","L-tartrate dehydratase, alpha subunit(ttdA)",1,947565
"2034","ttdB","L-tartrate dehydratase, beta subunit(ttdB)",1,947568
"2035","tus","inhibitor of replication at Ter, DNA-binding protein(tus)",1,945135
"2036","tynA","tyramine oxidase, copper-requiring(tynA)",1,945939
"2037","tyrA","fused chorismate mutase T/prephenate dehydrogenase(tyrA)",1,947115
"2038","tyrB","tyrosine aminotransferase, tyrosine-repressible, PLP-dependent(tyrB)",1,948563
"2039","tyrP","tyrosine transporter(tyrP)",1,946412
"2040","tyrR","aromatic amino acid biosynthesis and transport regulon transcriptional regulator; autorepressor; ATPase; phosphatase(tyrR)",1,945879
"2041","tyrS","tyrosyl-tRNA synthetase(tyrS)",1,948855
"2042","tyrT","tRNA(tyrT)",1,945820
"2043","tyrU","tRNA(tyrU)",1,948474
"2044","tyrV","tRNA(tyrV)",1,945811
"2045","ubiA","p-hydroxybenzoate octaprenyltransferase(ubiA)",1,948540
"2046","ubiB","regulator of octaprenylphenol hydroxylation, ubiquinone synthesis; regulator of 2'-N-acetyltransferase; putative ABC1 family protein kinase(ubiB)",1,948322
"2047","ubiC","chorismate--pyruvate lyase(ubiC)",1,948545
"2048","ubiD","3-octaprenyl-4-hydroxybenzoate decarboxylase(ubiD)",1,948326
"2049","ubiE","bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase/ S-adenosylmethionine:2-DMK methyltransferase(ubiE)",1,948926
"2050","ubiF","2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol oxygenase(ubiF)",1,945261
"2051","ubiG","bifunctional 3-demethylubiquinone-9 3-methyltransferase/ 2-octaprenyl-6-hydroxy phenol methylase(ubiG)",1,946607
"2052","ubiH","2-octaprenyl-6-methoxyphenol hydroxylase, FAD/NAD(P)-binding(ubiH)",1,947388
"2053","ubiX","3-octaprenyl-4-hydroxybenzoate carboxy-lyase(ubiX)",1,949033
"2054","ucpA","furfural resistance protein, putative short-chain oxidoreductase(ucpA)",1,946898
"2055","udk","uridine/cytidine kinase(udk)",1,946597
"2056","udp","uridine phosphorylase(udp)",1,948987
"2057","ugd","UDP-glucose 6-dehydrogenase(ugd)",1,946571
"2058","ugpA","sn-glycerol-3-phosphate ABC transporter permease(ugpA)",1,947957
"2059","ugpB","sn-glycerol-3-phosphate ABC transporter periplasmic binding protein(ugpB)",1,947962
"2060","ugpC","sn-glycerol-3-phosphate ABC transporter ATPase(ugpC)",1,947953
"2061","ugpE","sn-glycerol-3-phosphate ABC transporter permease(ugpE)",1,947959
"2062","ugpQ","glycerophosphodiester phosphodiesterase, cytosolic(ugpQ)",1,947955
"2063","uhpA","response regulator in two-component regulatory system wtih UhpB(uhpA)",1,948178
"2064","uhpB","sensory histidine kinase in two-component regulatory sytem with UhpA(uhpB)",1,948195
"2065","uhpC","membrane protein regulates uhpT expression(uhpC)",1,948184
"2066","uhpT","hexose phosphate transporter(uhpT)",1,948201
"2067","uidA","beta-D-glucuronidase(uidA)",1,946149
"2068","uidB","glucuronide transporter(uidB)",1,947484
"2069","uidC","putative outer membrane porin for beta-glucuronides porin protein(uidC)",1,944820
"2070","uidR","transcriptional repressor(uidR)",1,946150
"2071","ulaA","L-ascorbate-specific enzyme IIC permease component of PTS(ulaA)",1,948717
"2072","umuC","translesion error-prone DNA polymerase V subunit; DNA polymerase activity(umuC)",1,946359
"2073","umuD","translesion error-prone DNA polymerase V subunit; RecA-activated auto-protease(umuD)",1,945746
"2074","ung","uracil-DNA-glycosylase(ung)",1,947067
"2075","upp","uracil phosphoribosyltransferase(upp)",1,946979
"2076","uraA","uracil permease(uraA)",1,946978
"2077","usg","putative semialdehyde dehydrogenase(usg)",1,946797
"2078","ushA","bifunctional UDP-sugar hydrolase/5'-nucleotidase(ushA)",1,947331
"2079","uspA","universal stress global response regulator(uspA)",1,948007
"2080","uup","replication regulatory ABC-F family DNA-binding ATPase(uup)",1,945566
"2081","uvrA","ATPase and DNA damage recognition protein of nucleotide excision repair excinuclease UvrABC(uvrA)",1,948559
"2082","uvrB","exision nuclease of nucleotide excision repair, DNA damage recognition component(uvrB)",1,945385
"2083","uvrC","excinuclease UvrABC, endonuclease subunit(uvrC)",1,947203
"2084","uvrD","DNA-dependent ATPase I and helicase II(uvrD)",1,948347
"2085","uvrY","response regulator in two-component regulatory system with BarA(uvrY)",1,946424
"2086","uxaA","altronate hydrolase(uxaA)",1,947603
"2087","uxaB","altronate oxidoreductase, NAD-dependent(uxaB)",1,945542
"2088","uxaC","uronate isomerase(uxaC)",1,947599
"2089","uxuA","mannonate hydrolase(uxuA)",1,947082
"2090","uxuB","D-mannonate oxidoreductase, NAD-dependent(uxuB)",1,946795
"2091","uxuR","fructuronate-inducible hexuronate regulon transcriptional repressor; autorepressor(uxuR)",1,948849
"2092","valS","valyl-tRNA synthetase(valS)",1,948785
"2093","valT","tRNA(valT)",1,945331
"2094","valU","tRNA(valU)",1,946824
"2095","valV","tRNA(valV)",1,946170
"2096","valW","tRNA(valW)",1,949069
"2097","valX","tRNA(valX)",1,946817
"2098","valY","tRNA(valY)",1,946870
"2099","valZ","tRNA(valZ)",1,945345
"2100","waaA","3-deoxy-D-manno-octulosonic-acid transferase (KDO transferase)(waaA)",1,949048
"2101","waaC","ADP-heptose:LPS heptosyl transferase I(waaC)",1,948136
"2102","waaF","ADP-heptose:LPS heptosyltransferase II(waaF)",1,948135
"2103","waaG","UDP-glucose:(heptosyl)lipopolysaccharide alpha-1,3-glucosyltransferase; lipopolysaccharide core biosynthesis protein; lipopolysaccharide glucosyltransferase I(waaG)",1,948149
"2104","waaL","O-antigen ligase(waaL)",1,948148
"2105","waaO","UDP-D-galactose:(glucosyl)lipopolysaccharide-alpha-1,3-D-galactosyltransferase(waaO)",1,948143
"2106","waaP","kinase that phosphorylates core heptose of lipopolysaccharide(waaP)",1,948150
"2107","waaQ","lipopolysaccharide core biosynthesis protein(waaQ)",1,948155
"2108","waaY","lipopolysaccharide core biosynthesis protein(waaY)",1,948145
"2109","wcaA","putative glycosyl transferase(wcaA)",1,946570
"2110","wcaB","putative acyl transferase(wcaB)",1,946573
"2111","wcaC","putative glycosyl transferase(wcaC)",1,946579
"2112","wcaD","putative colanic acid polymerase(wcaD)",1,946550
"2113","wcaE","putative glycosyl transferase(wcaE)",1,946543
"2114","wcaF","putative acyl transferase(wcaF)",1,946578
"2115","wcaG","bifunctional GDP-fucose synthetase: GDP-4-dehydro-6-deoxy-D-mannose epimerase/ GDP-4-dehydro-6-L-deoxygalactose reductase(wcaG)",1,946563
"2116","wcaH","GDP-mannose mannosyl hydrolase(wcaH)",1,946559
"2117","wcaI","putative glycosyl transferase(wcaI)",1,946588
"2118","wcaJ","colanic biosynthesis UDP-glucose lipid carrier transferase(wcaJ)",1,946583
"2119","wcaK","colanic acid biosynthesis protein(wcaK)",1,946569
"2120","wcaL","putative glycosyl transferase(wcaL)",1,946565
"2121","wcaM","colanic acid biosynthesis protein(wcaM)",1,946561
"2122","wecB","UDP-N-acetyl glucosamine-2-epimerase(wecB)",1,944789
"2123","wecC","UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase(wecC)",1,948977
"2124","wecD","TDP-fucosamine acetyltransferase(wecD)",1,948298
"2125","wecE","TDP-4-oxo-6-deoxy-D-glucose transaminase(wecE)",1,948296
"2126","wecF","TDP-Fuc4NAc:lipidIIFuc4NAc transferase(wecF)",1,2847677
"2127","wecG","UDP-N-acetyl-D-mannosaminuronic acid transferase(wecG)",1,948301
"2128","wrbA","NAD(P)H:quinone oxidoreductase(wrbA)",1,947263
