"","From","To","Species","Gene.Name"
"1579","dinF",948554,"Escherichia coli str. K-12 substr. MG1655","oxidative stress resistance protein; putative MATE family efflux pump; UV and mitomycin C inducible protein(dinF)"
"1580","yjjG",948899,"Escherichia coli str. K-12 substr. MG1655","dUMP phosphatase(yjjG)"
"1581","yjjA",948887,"Escherichia coli str. K-12 substr. MG1655","putative DUF2501 family periplasmic protein(yjjA)"
"1582","yjjB",948811,"Escherichia coli str. K-12 substr. MG1655","DUF3815 family inner membrane protein(yjjB)"
"1583","rbn",946760,"Escherichia coli str. K-12 substr. MG1655","RNase BN, tRNA processing enzyme(rbn)"
"1584","dinD",948153,"Escherichia coli str. K-12 substr. MG1655","DNA damage-inducible protein(dinD)"
"1585","yjiX",949090,"Escherichia coli str. K-12 substr. MG1655","DUF466 family protein(yjiX)"
"1586","yjiY",948914,"Escherichia coli str. K-12 substr. MG1655","putative transporter(yjiY)"
"1587","yjiV",2847669,"Escherichia coli str. K-12 substr. MG1655","pseudo(yjiV)"
"1588","sgbE",948099,"Escherichia coli str. K-12 substr. MG1655","L-ribulose-5-phosphate 4-epimerase(sgbE)"
"1589","yjiN",948860,"Escherichia coli str. K-12 substr. MG1655","zinc-type alcohol dehydrogenase-like protein(yjiN)"
"1590","yjiM",945789,"Escherichia coli str. K-12 substr. MG1655","putative 2-hydroxyglutaryl-CoA dehydratase(yjiM)"
"1591","sgbH",948098,"Escherichia coli str. K-12 substr. MG1655","3-keto-L-gulonate 6-phosphate decarboxylase(sgbH)"
"1592","yrhC",1450291,"Escherichia coli str. K-12 substr. MG1655","pseudo(yrhC)"
"1593","glgX",947941,"Escherichia coli str. K-12 substr. MG1655","glycogen debranching enzyme(glgX)"
"1594","yjiL",948837,"Escherichia coli str. K-12 substr. MG1655","putative ATPase, activator of (R)-hydroxyglutaryl-CoA dehydratase(yjiL)"
"1595","yrhB",947948,"Escherichia coli str. K-12 substr. MG1655","stable heat shock chaperone(yrhB)"
"1596","yjiK",948957,"Escherichia coli str. K-12 substr. MG1655","SdiA-regulated family putative membrane-anchored protein; putative phytase-like esterase(yjiK)"
"1597","glgS",947533,"Escherichia coli str. K-12 substr. MG1655","motility and biofilm regulator(glgS)"
"1598","yrhA",947951,"Escherichia coli str. K-12 substr. MG1655","pseudo(yrhA)"
"1599","yjiJ",948859,"Escherichia coli str. K-12 substr. MG1655","DUF1228 family putative inner membrane MFS superfamily transporter(yjiJ)"
"1600","cpxR",948404,"Escherichia coli str. K-12 substr. MG1655","response regulator in two-component regulatory system with CpxA(cpxR)"
"1601","yjiH",948856,"Escherichia coli str. K-12 substr. MG1655","nucleoside recognition pore and gate family putative inner membrane transporter(yjiH)"
"1602","cpxP",2847688,"Escherichia coli str. K-12 substr. MG1655","inhibitor of the cpx response; periplasmic adaptor protein(cpxP)"
"1603","yjiG",948854,"Escherichia coli str. K-12 substr. MG1655","SpmB family inner membrane protein(yjiG)"
"1604","glgP",947931,"Escherichia coli str. K-12 substr. MG1655","glycogen phosphorylase(glgP)"
"1605","yjiC",948850,"Escherichia coli str. K-12 substr. MG1655","uncharacterized protein(yjiC)"
"1606","yjiA",948882,"Escherichia coli str. K-12 substr. MG1655","metal-binding GTPase(yjiA)"
"1607","glgB",947940,"Escherichia coli str. K-12 substr. MG1655","1,4-alpha-glucan branching enzyme(glgB)"
"1608","glgC",947942,"Escherichia coli str. K-12 substr. MG1655","glucose-1-phosphate adenylyltransferase(glgC)"
"1609","glpK",948423,"Escherichia coli str. K-12 substr. MG1655","glycerol kinase(glpK)"
"1610","iadA",948853,"Escherichia coli str. K-12 substr. MG1655","isoaspartyl dipeptidase(iadA)"
"1611","murB",948470,"Escherichia coli str. K-12 substr. MG1655","UDP-N-acetylenolpyruvoylglucosamine reductase, FAD-binding(murB)"
"1612","murI",948467,"Escherichia coli str. K-12 substr. MG1655","glutamate racemase(murI)"
"1613","aslB",949013,"Escherichia coli str. K-12 substr. MG1655","putative AslA-specific sulfatase-maturating enzyme(aslB)"
"1614","glpR",947926,"Escherichia coli str. K-12 substr. MG1655","pseudo(glpR)"
"1615","glpQ",946725,"Escherichia coli str. K-12 substr. MG1655","periplasmic glycerophosphodiester phosphodiesterase(glpQ)"
"1616","glpT",946704,"Escherichia coli str. K-12 substr. MG1655","sn-glycerol-3-phosphate transporter(glpT)"
"1617","aslA",949015,"Escherichia coli str. K-12 substr. MG1655","putative Ser-type periplasmic non-aryl sulfatase(aslA)"
"1618","norV",948979,"Escherichia coli str. K-12 substr. MG1655","anaerobic nitric oxide reductase flavorubredoxin(norV)"
"1619","murA",947703,"Escherichia coli str. K-12 substr. MG1655","UDP-N-acetylglucosamine 1-carboxyvinyltransferase(murA)"
"1620","glpX",948424,"Escherichia coli str. K-12 substr. MG1655","fructose 1,6-bisphosphatase II(glpX)"
"1621","rpe",947896,"Escherichia coli str. K-12 substr. MG1655","D-ribulose-5-phosphate 3-epimerase(rpe)"
"1622","mepA",946812,"Escherichia coli str. K-12 substr. MG1655","murein DD-endopeptidase(mepA)"
"1623","hemY",948311,"Escherichia coli str. K-12 substr. MG1655","putative protoheme IX synthesis protein(hemY)"
"1624","hemX",948446,"Escherichia coli str. K-12 substr. MG1655","putative uroporphyrinogen III methyltransferase(hemX)"
"1625","rph",948156,"Escherichia coli str. K-12 substr. MG1655","pseudo(rph)"
"1626","rsuA",945378,"Escherichia coli str. K-12 substr. MG1655","16S rRNA pseudouridine(516) synthase(rsuA)"
"1627","fdhE",948384,"Escherichia coli str. K-12 substr. MG1655","formate dehydrogenase formation protein(fdhE)"
"1628","asmA",946582,"Escherichia coli str. K-12 substr. MG1655","suppressor of OmpF assembly mutants; putative outer membrane protein assembly factor; inner membrane-anchored periplasmic protein(asmA)"
"1629","fdhD",948393,"Escherichia coli str. K-12 substr. MG1655","formate dehydrogenase formation protein(fdhD)"
"1630","fdhF",948584,"Escherichia coli str. K-12 substr. MG1655","formate dehydrogenase-H, selenopolypeptide subunit(fdhF)"
"1631","rob",948916,"Escherichia coli str. K-12 substr. MG1655","right oriC-binding transcriptional activator, AraC family(rob)"
"1632","rfaH",948327,"Escherichia coli str. K-12 substr. MG1655","transcription antitermination protein(rfaH)"
"1633","mutH",947299,"Escherichia coli str. K-12 substr. MG1655","methyl-directed mismatch repair protein(mutH)"
"1634","cybC",948758,"Escherichia coli str. K-12 substr. MG1655","pseudo(cybC)"
"1635","uhpC",948184,"Escherichia coli str. K-12 substr. MG1655","membrane protein regulates uhpT expression(uhpC)"
"1636","rnr",948692,"Escherichia coli str. K-12 substr. MG1655","exoribonuclease R, RNase R(rnr)"
"1637","uhpA",948178,"Escherichia coli str. K-12 substr. MG1655","response regulator in two-component regulatory system wtih UhpB(uhpA)"
"1638","uhpB",948195,"Escherichia coli str. K-12 substr. MG1655","sensory histidine kinase in two-component regulatory sytem with UhpA(uhpB)"
"1639","asnA",948258,"Escherichia coli str. K-12 substr. MG1655","asparagine synthetase A(asnA)"
"1640","asnC",948259,"Escherichia coli str. K-12 substr. MG1655","transcriptional activator of asnA; autorepressor(asnC)"
"1641","menF",946712,"Escherichia coli str. K-12 substr. MG1655","isochorismate synthase 2(menF)"
"1642","menE",946741,"Escherichia coli str. K-12 substr. MG1655","O-succinylbenzoate-CoA ligase(menE)"
"1643","menD",946720,"Escherichia coli str. K-12 substr. MG1655","2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase; SEPHCHC synthase(menD)"
"1644","menC",946734,"Escherichia coli str. K-12 substr. MG1655","O-succinylbenzoyl-CoA synthase(menC)"
"1645","menB",946747,"Escherichia coli str. K-12 substr. MG1655","dihydroxynaphthoic acid synthetase(menB)"
"1646","menA",948418,"Escherichia coli str. K-12 substr. MG1655","1,4-dihydroxy-2-naphthoate octaprenyltransferase(menA)"
"1647","uhpT",948201,"Escherichia coli str. K-12 substr. MG1655","hexose phosphate transporter(uhpT)"
"1648","tktA",947420,"Escherichia coli str. K-12 substr. MG1655","transketolase 1, thiamine triphosphate-binding(tktA)"
"1649","cyaR",2847769,"Escherichia coli str. K-12 substr. MG1655","ncRNA(cyaR)"
"1650","tktB",945865,"Escherichia coli str. K-12 substr. MG1655","transketolase 2, thiamine triphosphate-binding(tktB)"
"1651","rng",947744,"Escherichia coli str. K-12 substr. MG1655","ribonuclease G(rng)"
"1652","rfbA",945154,"Escherichia coli str. K-12 substr. MG1655","glucose-1-phosphate thymidylyltransferase(rfbA)"
"1653","cyaY",947754,"Escherichia coli str. K-12 substr. MG1655","iron-dependent inhibitor of iron-sulfur cluster formation; frataxin; iron-binding and oxidizing protein(cyaY)"
"1654","rfbD",947117,"Escherichia coli str. K-12 substr. MG1655","dTDP-L-rhamnose synthase, NAD(P)-dependent dTDP-4-dehydrorhamnose reductase subunit(rfbD)"
"1655","rfbB",945276,"Escherichia coli str. K-12 substr. MG1655","dTDP-glucose 4,6 dehydratase, NAD(P)-binding(rfbB)"
"1656","hemD",948587,"Escherichia coli str. K-12 substr. MG1655","uroporphyrinogen III synthase(hemD)"
"1657","hemE",948497,"Escherichia coli str. K-12 substr. MG1655","uroporphyrinogen decarboxylase(hemE)"
"1658","hemF",946908,"Escherichia coli str. K-12 substr. MG1655","coproporphyrinogen III oxidase(hemF)"
"1659","hemG",948331,"Escherichia coli str. K-12 substr. MG1655","protoporphyrin oxidase, flavoprotein(hemG)"
"1660","cycA",948725,"Escherichia coli str. K-12 substr. MG1655","D-alanine/D-serine/glycine transporter(cycA)"
"1661","hemC",947759,"Escherichia coli str. K-12 substr. MG1655","hydroxymethylbilane synthase(hemC)"
"1662","hemN",948362,"Escherichia coli str. K-12 substr. MG1655","coproporphyrinogen III oxidase, SAM and NAD(P)H dependent, oxygen-independent(hemN)"
"1663","gltD",947723,"Escherichia coli str. K-12 substr. MG1655","glutamate synthase, 4Fe-4S protein, small subunit(gltD)"
"1664","gltB",947724,"Escherichia coli str. K-12 substr. MG1655","glutamate synthase, large subunit(gltB)"
"1665","metL",948433,"Escherichia coli str. K-12 substr. MG1655","Bifunctional aspartokinase/homoserine dehydrogenase 2(metL)"
"1666","hisA",946521,"Escherichia coli str. K-12 substr. MG1655","N-(5'-phospho-L-ribosyl-formimino)-5-amino-1-(5'-phosphoribosyl)-4-imidazolecarboxamide isomerase(hisA)"
"1667","metR",948310,"Escherichia coli str. K-12 substr. MG1655","methionine biosynthesis regulon transcriptional regulator(metR)"
"1668","aspA",948658,"Escherichia coli str. K-12 substr. MG1655","aspartate ammonia-lyase(aspA)"
"1669","metW",947292,"Escherichia coli str. K-12 substr. MG1655","tRNA(metW)"
"1670","metV",946037,"Escherichia coli str. K-12 substr. MG1655","tRNA(metV)"
"1671","metZ",947198,"Escherichia coli str. K-12 substr. MG1655","tRNA(metZ)"
"1672","hisL",946547,"Escherichia coli str. K-12 substr. MG1655","his operon leader peptide(hisL)"
"1673","hisM",946790,"Escherichia coli str. K-12 substr. MG1655","histidine ABC transporter permease(hisM)"
"1674","hisJ",945309,"Escherichia coli str. K-12 substr. MG1655","histidine ABC transporter periplasmic binding protein(hisJ)"
"1675","aspT",948276,"Escherichia coli str. K-12 substr. MG1655","tRNA(aspT)"
"1676","hisP",946789,"Escherichia coli str. K-12 substr. MG1655","histidine ABC transporter ATPase(hisP)"
"1677","metB",948434,"Escherichia coli str. K-12 substr. MG1655","cystathionine gamma-synthase, PLP-dependent(metB)"
"1678","metC",946240,"Escherichia coli str. K-12 substr. MG1655","cystathionine beta-lyase, PLP-dependent(metC)"
"1679","hisQ",947235,"Escherichia coli str. K-12 substr. MG1655","histidine ABC transporter permease(hisQ)"
"1680","insG",948805,"Escherichia coli str. K-12 substr. MG1655","IS4 transposase(insG)"
"1681","metA",948513,"Escherichia coli str. K-12 substr. MG1655","homoserine O-transsuccinylase(metA)"
"1682","hisD",946531,"Escherichia coli str. K-12 substr. MG1655","bifunctional histidinal dehydrogenase/ histidinol dehydrogenase(hisD)"
"1683","metF",948432,"Escherichia coli str. K-12 substr. MG1655","5,10-methylenetetrahydrofolate reductase(metF)"
"1684","metG",946643,"Escherichia coli str. K-12 substr. MG1655","methionyl-tRNA synthetase(metG)"
"1685","hisB",946552,"Escherichia coli str. K-12 substr. MG1655","histidinol-phosphatase and imidazoleglycerol-phosphate dehydratase(hisB)"
"1686","metE",948323,"Escherichia coli str. K-12 substr. MG1655","5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase(metE)"
"1687","hisC",946551,"Escherichia coli str. K-12 substr. MG1655","histidinol-phosphate aminotransferase(hisC)"
"1688","hisH",946544,"Escherichia coli str. K-12 substr. MG1655","imidazole glycerol phosphate synthase, glutamine amidotransferase subunit(hisH)"
"1689","metJ",948435,"Escherichia coli str. K-12 substr. MG1655","transcriptional repressor, S-adenosylmethionine-binding(metJ)"
"1690","metK",945389,"Escherichia coli str. K-12 substr. MG1655","S-adenosylmethionine synthetase(metK)"
"1691","hisI",946515,"Escherichia coli str. K-12 substr. MG1655","phosphoribosyl-AMP cyclohydrolase and phosphoribosyl-ATP pyrophosphatase(hisI)"
"1692","metH",948522,"Escherichia coli str. K-12 substr. MG1655","homocysteine-N5-methyltetrahydrofolate transmethylase, B12-dependent(metH)"
"1693","hisF",946516,"Escherichia coli str. K-12 substr. MG1655","imidazole glycerol phosphate synthase, catalytic subunit with HisH(hisF)"
"1694","hisG",946549,"Escherichia coli str. K-12 substr. MG1655","ATP phosphoribosyltransferase(hisG)"
"1695","yraP",947659,"Escherichia coli str. K-12 substr. MG1655","outer membrane lipoprotein(yraP)"
"1696","glmS",948241,"Escherichia coli str. K-12 substr. MG1655","L-glutamine:D-fructose-6-phosphate aminotransferase(glmS)"
"1697","yraQ",947668,"Escherichia coli str. K-12 substr. MG1655","putative inner membrane permease(yraQ)"
"1698","yraR",947667,"Escherichia coli str. K-12 substr. MG1655","putative nucleoside-diphosphate-sugar epimerase(yraR)"
"1699","mntH",946899,"Escherichia coli str. K-12 substr. MG1655","manganese/divalent cation transporter(mntH)"
"1700","envZ",947272,"Escherichia coli str. K-12 substr. MG1655","sensory histidine kinase in two-component regulatory system with OmpR(envZ)"
"1701","glmU",948246,"Escherichia coli str. K-12 substr. MG1655","fused N-acetyl glucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyl transferase(glmU)"
"1702","yraH",947658,"Escherichia coli str. K-12 substr. MG1655","putative fimbrial-like adhesin protein(yraH)"
"1703","yraI",947657,"Escherichia coli str. K-12 substr. MG1655","putative periplasmic pilin chaperone(yraI)"
"1704","yraJ",947656,"Escherichia coli str. K-12 substr. MG1655","putative outer membrane protein(yraJ)"
"1705","yraK",947654,"Escherichia coli str. K-12 substr. MG1655","putative fimbrial-like adhesin protein(yraK)"
"1706","insN",5061501,"Escherichia coli str. K-12 substr. MG1655","pseudo(insN)"
"1707","yraN",947662,"Escherichia coli str. K-12 substr. MG1655","UPF0102 family protein(yraN)"
"1708","glmM",947692,"Escherichia coli str. K-12 substr. MG1655","phosphoglucosamine mutase(glmM)"
"1709","glnB",947016,"Escherichia coli str. K-12 substr. MG1655","regulatory protein P-II for glutamine synthetase(glnB)"
"1710","glnA",948370,"Escherichia coli str. K-12 substr. MG1655","glutamine synthetase(glnA)"
"1711","rarD",948330,"Escherichia coli str. K-12 substr. MG1655","putative chloramphenical resistance permease(rarD)"
"1712","glnG",948361,"Escherichia coli str. K-12 substr. MG1655","fused DNA-binding response regulator in two-component regulatory system with GlnL: response regulator/sigma54 interaction protein(glnG)"
"1713","yrbG",947730,"Escherichia coli str. K-12 substr. MG1655","putative calcium/sodium:proton antiporter(yrbG)"
"1714","glnE",947552,"Escherichia coli str. K-12 substr. MG1655","fused deadenylyltransferase/adenylyltransferase for glutamine synthetase(glnE)"
"1715","glmZ",2847678,"Escherichia coli str. K-12 substr. MG1655","ncRNA(glmZ)"
"1716","glmY",2847700,"Escherichia coli str. K-12 substr. MG1655","ncRNA(glmY)"
"1717","intB",948782,"Escherichia coli str. K-12 substr. MG1655","pseudo(intB)"
"1718","phnJ",948606,"Escherichia coli str. K-12 substr. MG1655","carbon-phosphorus lyase, SAM-dependent(phnJ)"
"1719","yfaS",1450231,"Escherichia coli str. K-12 substr. MG1655","pseudo(yfaS)"
"1720","phnK",948611,"Escherichia coli str. K-12 substr. MG1655","carbon-phosphorus lyase complex subunit, putative ATP transporter ATP-binding protein(phnK)"
"1721","yfaP",946728,"Escherichia coli str. K-12 substr. MG1655","DUF2135 family protein, putative host defense protein(yfaP)"
"1722","phnL",948612,"Escherichia coli str. K-12 substr. MG1655","ribophosphonate triphosphate synthase subunit; putative ABC transporter-related ATPase(phnL)"
"1723","yfaQ",946730,"Escherichia coli str. K-12 substr. MG1655","tandem DUF2300 domain protein, putative host defense protein(yfaQ)"
"1724","phnM",948613,"Escherichia coli str. K-12 substr. MG1655","ribophosphonate triphosphate hydrolase(phnM)"
"1725","phnF",948617,"Escherichia coli str. K-12 substr. MG1655","putative DNA-binding transcriptional regulator of phosphonate uptake and biodegradation(phnF)"
"1726","fdoI",948383,"Escherichia coli str. K-12 substr. MG1655","formate dehydrogenase-O, cytochrome b556 subunit(fdoI)"
"1727","phnG",948618,"Escherichia coli str. K-12 substr. MG1655","ribophosphonate triphosphate synthase subunit(phnG)"
"1728","yfaL",946595,"Escherichia coli str. K-12 substr. MG1655","adhesin(yfaL)"
"1729","phnH",948619,"Escherichia coli str. K-12 substr. MG1655","ribophosphonate triphosphate synthase subunit(phnH)"
"1730","phnI",948605,"Escherichia coli str. K-12 substr. MG1655","ribophosphonate triphosphate synthase complex putative catalytic subunit(phnI)"
"1731","yfaH",946718,"Escherichia coli str. K-12 substr. MG1655","pseudo(yfaH)"
"1732","fdoG",948394,"Escherichia coli str. K-12 substr. MG1655","formate dehydrogenase-O, large subunit(fdoG)"
"1733","fdoH",948395,"Escherichia coli str. K-12 substr. MG1655","formate dehydrogenase-O, Fe-S subunit(fdoH)"
"1734","phnN",948608,"Escherichia coli str. K-12 substr. MG1655","ribose 1,5-bisphosphokinase(phnN)"
"1735","phnO",948599,"Escherichia coli str. K-12 substr. MG1655","aminoalkylphosphonate N-acetyltransferase(phnO)"
"1736","phnP",948600,"Escherichia coli str. K-12 substr. MG1655","5-phospho-alpha-D-ribosyl 1,2-cyclic phosphate phosphodiesterase(phnP)"
"1737","yfaD",946737,"Escherichia coli str. K-12 substr. MG1655","transposase_31 family protein(yfaD)"
"1738","yfaE",946729,"Escherichia coli str. K-12 substr. MG1655","ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance(yfaE)"
"1739","glnL",948360,"Escherichia coli str. K-12 substr. MG1655","sensory histidine kinase in two-component regulatory system with GlnG(glnL)"
"1740","yfaA",946618,"Escherichia coli str. K-12 substr. MG1655","DUF2138 family protein, putative host defense protein(yfaA)"
"1741","yjbM",948550,"Escherichia coli str. K-12 substr. MG1655","uncharacterized protein(yjbM)"
"1742","yjbL",948551,"Escherichia coli str. K-12 substr. MG1655","uncharacterized protein(yjbL)"
"1743","rffH",948299,"Escherichia coli str. K-12 substr. MG1655","glucose-1-phosphate thymidylyltransferase(rffH)"
"1744","rffG",948300,"Escherichia coli str. K-12 substr. MG1655","dTDP-glucose 4,6-dehydratase(rffG)"
"1745","soxR",948566,"Escherichia coli str. K-12 substr. MG1655","redox-sensitive transcriptional activator of soxS; autorepressor(soxR)"
"1746","yjbJ",948553,"Escherichia coli str. K-12 substr. MG1655","stress-induced protein, UPF0337 family(yjbJ)"
"1747","yjbI",948546,"Escherichia coli str. K-12 substr. MG1655","pseudo(yjbI)"
"1748","soxS",948567,"Escherichia coli str. K-12 substr. MG1655","superoxide response regulon transcriptional activator; autoregulator(soxS)"
"1749","yjbH",948527,"Escherichia coli str. K-12 substr. MG1655","DUF940 family extracellular polysaccharide protein(yjbH)"
"1750","phnC",948623,"Escherichia coli str. K-12 substr. MG1655","phosphonate ABC transporter ATPase(phnC)"
"1751","yjbG",948526,"Escherichia coli str. K-12 substr. MG1655","extracellular polysaccharide export OMA protein(yjbG)"
"1752","yjbF",948533,"Escherichia coli str. K-12 substr. MG1655","extracellular polysaccharide production lipoprotein(yjbF)"
"1753","phnE",948625,"Escherichia coli str. K-12 substr. MG1655","pseudo(phnE)"
"1754","yjbE",948534,"Escherichia coli str. K-12 substr. MG1655","extracellular polysaccharide production threonine-rich protein(yjbE)"
"1755","phnD",948624,"Escherichia coli str. K-12 substr. MG1655","phosphonate ABC transporter periplasmic binding protein(phnD)"
"1756","yjbD",948518,"Escherichia coli str. K-12 substr. MG1655","DUF3811 family protein(yjbD)"
"1757","yjbB",948521,"Escherichia coli str. K-12 substr. MG1655","putative Na+/Pi-cotransporter(yjbB)"
"1758","yfbR",946771,"Escherichia coli str. K-12 substr. MG1655","5'-nucleotidase(yfbR)"
"1759","yfbS",946766,"Escherichia coli str. K-12 substr. MG1655","putative transporter(yfbS)"
"1760","yfbT",946777,"Escherichia coli str. K-12 substr. MG1655","sugar phosphatas(yfbT)"
"1761","yfbM",946745,"Escherichia coli str. K-12 substr. MG1655","DUF1877 family protein(yfbM)"
"1762","phoU",948233,"Escherichia coli str. K-12 substr. MG1655","negative regulator of PhoR/PhoB two-component regulator(phoU)"
"1763","yfbL",945832,"Escherichia coli str. K-12 substr. MG1655","putative M28A family peptidase(yfbL)"
"1764","glpG",947936,"Escherichia coli str. K-12 substr. MG1655","rhomboid intramembrane serine protease(glpG)"
"1765","valY",946870,"Escherichia coli str. K-12 substr. MG1655","tRNA(valY)"
"1766","glpF",948422,"Escherichia coli str. K-12 substr. MG1655","glycerol facilitator(glpF)"
"1767","yjaH",948508,"Escherichia coli str. K-12 substr. MG1655","DUF1481 family putative lipoprotein(yjaH)"
"1768","glpE",947935,"Escherichia coli str. K-12 substr. MG1655","thiosulfate:cyanide sulfurtransferase (rhodanese)(glpE)"
"1769","glpD",947934,"Escherichia coli str. K-12 substr. MG1655","sn-glycerol-3-phosphate dehydrogenase, aerobic, FAD/NAD(P)-binding(glpD)"
"1770","glpC",946735,"Escherichia coli str. K-12 substr. MG1655","anaerobic sn-glycerol-3-phosphate dehydrogenase, C subunit, 4Fe-4S iron-sulfur cluster(glpC)"
"1771","yfaY",945478,"Escherichia coli str. K-12 substr. MG1655","inactive PncC family protein(yfaY)"
"1772","valU",946824,"Escherichia coli str. K-12 substr. MG1655","tRNA(valU)"
"1773","glpB",946733,"Escherichia coli str. K-12 substr. MG1655","anaerobic sn-glycerol-3-phosphate dehydrogenase membrane anchor subunit(glpB)"
"1774","glpA",946713,"Escherichia coli str. K-12 substr. MG1655","anaerobic sn-glycerol-3-phosphate dehydrogenase, large FAD/NAD(P)-binding subunit(glpA)"
"1775","yjaG",948501,"Escherichia coli str. K-12 substr. MG1655","DUF416 domain protein(yjaG)"
"1776","valX",946817,"Escherichia coli str. K-12 substr. MG1655","tRNA(valX)"
"1777","yfaZ",946739,"Escherichia coli str. K-12 substr. MG1655","outer membrane protein, putative porin(yfaZ)"
"1778","yfaT",946622,"Escherichia coli str. K-12 substr. MG1655","DUF1175 family protein, putative host defense protein(yfaT)"
"1779","valS",948785,"Escherichia coli str. K-12 substr. MG1655","valyl-tRNA synthetase(valS)"
"1780","yjaB",948514,"Escherichia coli str. K-12 substr. MG1655","GNAT-family putative N-acetyltransferase; acetyl coenzyme A-binding protein(yjaB)"
"1781","prfB",947369,"Escherichia coli str. K-12 substr. MG1655","peptide chain release factor RF-2(prfB)"
"1782","prfC",948897,"Escherichia coli str. K-12 substr. MG1655","peptide chain release factor RF-3(prfC)"
"1783","glyY",948687,"Escherichia coli str. K-12 substr. MG1655","tRNA(glyY)"
"1784","glyX",948681,"Escherichia coli str. K-12 substr. MG1655","tRNA(glyX)"
"1785","glyU",947343,"Escherichia coli str. K-12 substr. MG1655","tRNA(glyU)"
"1786","glyT",948481,"Escherichia coli str. K-12 substr. MG1655","tRNA(glyT)"
"1787","glyV",948682,"Escherichia coli str. K-12 substr. MG1655","tRNA(glyV)"
"1788","glyS",948080,"Escherichia coli str. K-12 substr. MG1655","glycine tRNA synthetase, beta subunit(glyS)"
"1789","glyQ",948079,"Escherichia coli str. K-12 substr. MG1655","glycine tRNA synthetase, alpha subunit(glyQ)"
"1790","glyA",947022,"Escherichia coli str. K-12 substr. MG1655","serine hydroxymethyltransferase(glyA)"
"1791","xdhA",947116,"Escherichia coli str. K-12 substr. MG1655","xanthine dehydrogenase, molybdenum binding subunit(xdhA)"
"1792","xdhB",947205,"Escherichia coli str. K-12 substr. MG1655","xanthine dehydrogenase, FAD-binding subunit(xdhB)"
"1793","xdhC",945148,"Escherichia coli str. K-12 substr. MG1655","xanthine dehydrogenase, Fe-S binding subunit(xdhC)"
"1794","xdhD",949079,"Escherichia coli str. K-12 substr. MG1655","putative hypoxanthine oxidase, molybdopterin-binding/Fe-S binding(xdhD)"
"1795","ligA",946885,"Escherichia coli str. K-12 substr. MG1655","DNA ligase, NAD(+)-dependent(ligA)"
"1796","priA",948426,"Escherichia coli str. K-12 substr. MG1655","Primosome factor n' (replication factor Y)(priA)"
"1797","priB",948722,"Escherichia coli str. K-12 substr. MG1655","primosomal protein N(priB)"
"1798","tdcB",947633,"Escherichia coli str. K-12 substr. MG1655","L-threonine dehydratase, catabolic(tdcB)"
"1799","tdcA",947494,"Escherichia coli str. K-12 substr. MG1655","tdc operon transcriptional activator(tdcA)"
"1800","tdcG",2847724,"Escherichia coli str. K-12 substr. MG1655","L-serine dehydratase 3, anaerobic(tdcG)"
"1801","tdcE",947623,"Escherichia coli str. K-12 substr. MG1655","pyruvate formate-lyase 4/2-ketobutyrate formate-lyase(tdcE)"
"1802","tdcF",947624,"Escherichia coli str. K-12 substr. MG1655","putative reactive intermediate deaminase(tdcF)"
"1803","tdcC",947629,"Escherichia coli str. K-12 substr. MG1655","L-threonine/L-serine transporter(tdcC)"
"1804","ldrD",2847730,"Escherichia coli str. K-12 substr. MG1655","toxic polypeptide, small(ldrD)"
"1805","tdcD",947635,"Escherichia coli str. K-12 substr. MG1655","propionate kinase/acetate kinase C, anaerobic(tdcD)"
"1806","tdcR",944907,"Escherichia coli str. K-12 substr. MG1655","L-threonine dehydratase operon activator protein(tdcR)"
"1807","fusA",947847,"Escherichia coli str. K-12 substr. MG1655","protein chain elongation factor EF-G, GTP-binding(fusA)"
"1808","mutS",947206,"Escherichia coli str. K-12 substr. MG1655","methyl-directed mismatch repair protein(mutS)"
"1809","epd",947413,"Escherichia coli str. K-12 substr. MG1655","D-erythrose 4-phosphate dehydrogenase(epd)"
"1810","wzb",946564,"Escherichia coli str. K-12 substr. MG1655","colanic acid production protein-tyrosine-phosphatase; Wzc-P dephosphorylase(wzb)"
"1811","wza",946558,"Escherichia coli str. K-12 substr. MG1655","colanic acid export protein; outer membrane auxillary lipoprotein(wza)"
"1812","mutM",946765,"Escherichia coli str. K-12 substr. MG1655","formamidopyrimidine/5-formyluracil/ 5-hydroxymethyluracil DNA glycosylase(mutM)"
"1813","mutL",948691,"Escherichia coli str. K-12 substr. MG1655","methyl-directed mismatch repair protein(mutL)"
"1814","rsd",948496,"Escherichia coli str. K-12 substr. MG1655","stationary phase protein, binds sigma 70 RNA polymerase subunit(rsd)"
"1815","mutY",947447,"Escherichia coli str. K-12 substr. MG1655","adenine DNA glycosylase(mutY)"
"1816","glvG",1450301,"Escherichia coli str. K-12 substr. MG1655","pseudo(glvG)"
"1817","yeeZ",946538,"Escherichia coli str. K-12 substr. MG1655","putative epimerase(yeeZ)"
"1818","yeeY",946532,"Escherichia coli str. K-12 substr. MG1655","LysR family putative transcriptional regulator(yeeY)"
"1819","pdxJ",947039,"Escherichia coli str. K-12 substr. MG1655","pyridoxine 5'-phosphate synthase(pdxJ)"
